,Players,Position,Clubs,league,age,nationality,overall,Continent,Homegrown,Starts/Apps,Subbed Off/Apps,Overall Apps,Average Form,Goals/Apps,Assists/Apps,Clean Sheets/Apps
1290,Dejan Lovren,Defender,OLLY,English Premier League,27,Croatia,81,Europe,False,1.0,0.0,18.0,2.611111111111111,0.05555555555555555,0.0,0.3333333333333333
1291,Romain Alessandrini,Midfielder,OLMA,USA Major League Soccer,28,France,77,Europe,False,0.5925925925925926,0.3888888888888889,54.0,2.611111111111111,0.14814814814814814,0.14814814814814814,0.0
1292,Benjamin Jeannot,Forward,LORI,French Ligue 1,25,France,72,Europe,True,0.6233766233766234,0.3246753246753247,77.0,2.6103896103896105,0.18181818181818182,0.06493506493506493,0.0
1293,Bojan Jokic,Defender,VIAL,Russian Premier League,31,Slovenia,74,Europe,False,0.9130434782608695,0.043478260869565216,23.0,2.608695652173913,0.0,0.043478260869565216,0.30434782608695654
1294,Mitchell Weiser,Midfielder,HB1,German Bundesliga,23,Germany,78,Europe,True,0.8478260869565217,0.17391304347826086,46.0,2.608695652173913,0.08695652173913043,0.17391304347826086,0.0
1295,Kevin-Prince Boateng,Midfielder,SCH4,German Bundesliga,30,Ghana,80,Africa,False,0.8478260869565217,0.32608695652173914,46.0,2.608695652173913,0.13043478260869565,0.10869565217391304,0.0
1296,Manolo Gabbiadini,Forward,NAPO,English Premier League,25,Italy,79,Europe,False,0.17391304347826086,0.13043478260869565,23.0,2.608695652173913,0.21739130434782608,0.13043478260869565,0.0
1297,Roy Beerens,Forward,HB1,English Championship,29,Netherlands,71,Europe,False,0.8928571428571429,0.2857142857142857,28.0,2.607142857142857,0.14285714285714285,0.03571428571428571,0.0
1298,Sergio Pellissier,Forward,CHIE,Italian Serie A,38,Italy,73,Europe,True,0.4672131147540984,0.23770491803278687,122.0,2.6065573770491803,0.22131147540983606,0.03278688524590164,0.0
1299,Ronny Rodelin,Midfielder,LILL,French Ligue 1,27,France,73,Europe,True,0.6923076923076923,0.4230769230769231,104.0,2.605769230769231,0.14423076923076922,0.07692307692307693,0.0
1300,Jhon Cordoba,Forward,,German Bundesliga,24,Colombia,77,South America,False,0.75,0.3684210526315789,76.0,2.6052631578947367,0.18421052631578946,0.06578947368421052,0.0
1301,Adel Taarabt,Midfielder,QPR,Italian Serie A,28,Morocco,70,Africa,False,0.7368421052631579,0.23684210526315788,38.0,2.6052631578947367,0.13157894736842105,0.13157894736842105,0.0
1302,Gareth McAuley,Defender,WBFC,English Premier League,37,Northern Ireland,77,Europe,False,1.0,0.030864197530864196,162.0,2.6049382716049383,0.08024691358024691,0.012345679012345678,0.25925925925925924
1303,Fabrizio Cacciatore,Defender,CHIE,Italian Serie A,30,Italy,74,Europe,True,0.9310344827586207,0.05172413793103448,58.0,2.603448275862069,0.034482758620689655,0.08620689655172414,0.27586206896551724
1304,Ibrahima Traore,Midfielder,VFB,German Bundesliga,29,Guinea,80,Africa,False,0.746031746031746,0.47619047619047616,63.0,2.6031746031746033,0.07936507936507936,0.20634920634920634,0.0
1305,Claudio Bravo,Goalkeeper,RESO,English Premier League,34,Chile,82,South America,False,1.0,0.0,68.0,2.6029411764705883,0.0,0.0,0.3088235294117647
1306,Chris Brunt,Midfielder,WBFC,English Premier League,32,Northern Ireland,75,Europe,False,0.8767123287671232,0.13013698630136986,146.0,2.6027397260273974,0.0684931506849315,0.1917808219178082,0.0
1307,Ruben Rochina,Forward,,Russian Premier League,26,Spain,78,Europe,False,0.7454545454545455,0.4727272727272727,55.0,2.6,0.14545454545454545,0.12727272727272726,0.0
1308,Luis Neto,Defender,,Turkish Super Lig,29,Portugal,77,Europe,False,1.0,0.0,20.0,2.6,0.05,0.0,0.4
1309,Sebastian Giovinco,Midfielder,JUVE,USA Major League Soccer,30,Italy,83,Europe,False,0.5636363636363636,0.36363636363636365,55.0,2.6,0.16363636363636364,0.10909090909090909,0.0
1310,Moises Gomez,Midfielder,VIAL,Spanish Segunda Division,23,Spain,74,Europe,False,0.64,0.34,50.0,2.6,0.12,0.16,0.0
1311,Mauro Zarate,Forward,WFC,English Premier League,30,Argentina,77,South America,False,0.4,0.3,10.0,2.6,0.2,0.1,0.0
1312,Jean Christophe Bahebeck,Forward,,Holland Eredivisie,24,France,72,Europe,False,0.6571428571428571,0.3142857142857143,35.0,2.6,0.17142857142857143,0.05714285714285714,0.0
1313,Andres Fernandez,Goalkeeper,VIAL,Spanish Primera Division,30,Spain,76,Europe,True,0.9333333333333333,0.0,15.0,2.6,0.0,0.0,0.3333333333333333
1314,Alessandro Gamberini,Defender,NAPO,Italian Serie A,35,Italy,77,Europe,True,0.96,0.48,25.0,2.6,0.04,0.0,0.2
1315,Kasper Schmeichel,Goalkeeper,LEICSC,English Premier League,30,Denmark,83,Europe,False,1.0,0.010869565217391304,92.0,2.597826086956522,0.0,0.0,0.31521739130434784
1316,Daniele Baselli,Midfielder,TOCA,Italian Serie A,25,Italy,79,Europe,True,0.7361111111111112,0.5,72.0,2.5972222222222223,0.1388888888888889,0.1111111111111111,0.0
1317,Mathieu Dossevi,Midfielder,,French Ligue 1,29,Togo,74,Africa,False,0.7761194029850746,0.47761194029850745,67.0,2.5970149253731343,0.1044776119402985,0.1044776119402985,0.0
1318,Dorian Leveque,Defender,GUIN,Greek Super League,27,France,71,Europe,False,0.8653846153846154,0.11538461538461539,52.0,2.5961538461538463,0.038461538461538464,0.0,0.2692307692307692
1319,Andre Hahn,Midfielder,MON1,German Bundesliga,26,Germany,76,Europe,True,0.5942028985507246,0.2898550724637681,69.0,2.5942028985507246,0.2028985507246377,0.043478260869565216,0.0
1320,Saido Berahino,Forward,WBFC,English Premier League,23,England,76,Europe,True,0.6016949152542372,0.3135593220338983,118.0,2.593220338983051,0.19491525423728814,0.025423728813559324,0.0
1321,Marco Sportiello,Goalkeeper,ATAL,Italian Serie A,25,Italy,78,Europe,True,1.0,0.0,86.0,2.5930232558139537,0.0,0.0,0.2558139534883721
1322,Alfie Mawson,Defender,SWAN,English Premier League,23,England,73,Europe,True,1.0,0.0,27.0,2.5925925925925926,0.14814814814814814,0.0,0.25925925925925924
1323,Aaron Hunt,Midfielder,HSV,German Bundesliga,30,Germany,76,Europe,True,0.6363636363636364,0.3181818181818182,22.0,2.590909090909091,0.18181818181818182,0.09090909090909091,0.0
1324,Dominic Maroh,Defender,FCK1,German Bundesliga,30,Slovenia,75,Europe,False,0.8636363636363636,0.07575757575757576,66.0,2.590909090909091,0.045454545454545456,0.015151515151515152,0.2727272727272727
1325,Yuya Osako,Forward,FCK1,German Bundesliga,27,Japan,77,Asia,False,0.6867469879518072,0.3253012048192771,83.0,2.5903614457831323,0.13253012048192772,0.10843373493975904,0.0
1326,Kiko Casilla,Goalkeeper,RCDE,Spanish Primera Division,30,Spain,80,Europe,True,0.9894736842105263,0.0,95.0,2.5894736842105264,0.0,0.0,0.3157894736842105
1327,Daniel Ginczek,Forward,FCN,German Bundesliga,26,Germany,75,Europe,True,0.7058823529411765,0.4117647058823529,17.0,2.588235294117647,0.17647058823529413,0.058823529411764705,0.0
1328,Pietro Iemmello,Forward,,Italian Serie A,25,Italy,71,Europe,True,0.17647058823529413,0.17647058823529413,17.0,2.588235294117647,0.29411764705882354,0.0,0.0
1329,Verza,Midfielder,,Spanish Segunda Division,30,Spain,72,Europe,False,0.9381443298969072,0.17525773195876287,97.0,2.5876288659793816,0.14432989690721648,0.10309278350515463,0.0
1330,Keisuke Honda,Midfielder,MILA,Mexican Liga MX,31,Japan,78,Asia,False,0.775,0.4375,80.0,2.5875,0.1125,0.1125,0.0
1331,Marwin Hitz,Goalkeeper,,German Bundesliga,29,Switzerland,79,Europe,False,1.0,0.009174311926605505,109.0,2.5871559633027523,0.009174311926605505,0.0,0.3119266055045872
1332,Kian Hansen,Defender,NAAT,Danish Superliga,28,Denmark,71,Europe,False,0.9655172413793104,0.20689655172413793,29.0,2.586206896551724,0.0,0.034482758620689655,0.20689655172413793
1333,Cristiano Del Grosso,Defender,,Italian Serie B,34,Italy,67,Europe,False,0.9655172413793104,0.20689655172413793,29.0,2.586206896551724,0.034482758620689655,0.0,0.27586206896551724
1334,Cedric Yambere,Defender,GIBO,French Ligue 1,26,Central African Rep.,70,Africa,False,0.9024390243902439,0.14634146341463414,41.0,2.5853658536585367,0.0975609756097561,0.0,0.2682926829268293
1335,Kamil Grosicki,Midfielder,STRE,English Championship,29,Poland,76,Europe,False,0.49230769230769234,0.38461538461538464,65.0,2.5846153846153848,0.13846153846153847,0.15384615384615385,0.0
1336,Ander Herrera,Midfielder,MUFC,English Premier League,27,Spain,84,Europe,False,0.75,0.25,84.0,2.5833333333333335,0.11904761904761904,0.14285714285714285,0.0
1337,Niklas Stark,Defender,HB1,German Bundesliga,22,Germany,78,Europe,True,0.875,0.125,48.0,2.5833333333333335,0.0625,0.0,0.22916666666666666
1338,Aleix Vidal,Forward,SEVI,Spanish Primera Division,27,Spain,76,Europe,True,0.7096774193548387,0.0967741935483871,31.0,2.5806451612903225,0.12903225806451613,0.16129032258064516,0.0
1339,Guido Carrillo,Forward,ASMO,French Ligue 1,26,Argentina,74,South America,False,0.4,0.18,50.0,2.58,0.22,0.06,0.0
1340,Ben Gibson,Defender,MFC,English Championship,24,England,74,Europe,False,1.0,0.0,38.0,2.5789473684210527,0.02631578947368421,0.02631578947368421,0.2894736842105263
1341,Kieran Trippier,Defender,BUR,English Premier League,26,England,78,Europe,True,1.0,0.02631578947368421,38.0,2.5789473684210527,0.0,0.10526315789473684,0.2631578947368421
1342,Christian Pulisic,Midfielder,BD1,German Bundesliga,18,United States,78,North America,False,0.5,0.21052631578947367,38.0,2.5789473684210527,0.13157894736842105,0.15789473684210525,0.0
1343,Bafetimbi Gomis,Forward,SWAN,Turkish Super Lig,31,France,79,Europe,False,0.5625,0.234375,64.0,2.578125,0.203125,0.0,0.0
1344,Dwight Gayle,Forward,LCFC,English Premier League,26,England,75,Europe,True,0.421875,0.265625,64.0,2.578125,0.234375,0.015625,0.0
1345,Luca Siligardi,Midfielder,,Italian Serie B,29,Italy,73,Europe,False,0.5,0.3076923076923077,26.0,2.576923076923077,0.19230769230769232,0.038461538461538464,0.0
1346,Suso,Midfielder,,Italian Serie A,23,Spain,82,Europe,False,0.7878787878787878,0.3333333333333333,33.0,2.5757575757575757,0.09090909090909091,0.21212121212121213,0.0
1347,Lucas Digne,Defender,LILL,Spanish Primera Division,23,France,79,Europe,False,0.9393939393939394,0.0,33.0,2.5757575757575757,0.06060606060606061,0.0,0.21212121212121213
1348,Roberto Pereyra,Midfielder,UDCA,English Premier League,26,Argentina,80,South America,False,0.8767123287671232,0.2328767123287671,73.0,2.5753424657534247,0.0958904109589041,0.1095890410958904,0.0
1349,David Rozehnal,Defender,LILL,Belgian First Division A,36,Czech Republic,71,Europe,False,0.6382978723404256,0.02127659574468085,47.0,2.574468085106383,0.0,0.0,0.2127659574468085
1350,Santi Mina,Forward,VALA,Spanish Primera Division,21,Spain,76,Europe,True,0.5555555555555556,0.37037037037037035,54.0,2.574074074074074,0.18518518518518517,0.05555555555555555,0.0
1351,Jannik Huth,Goalkeeper,,German Bundesliga,23,Germany,68,Europe,True,1.0,0.0,7.0,2.5714285714285716,0.0,0.0,0.2857142857142857
1352,Jordan Ayew,Forward,SWAN,English Premier League,25,Ghana,76,Africa,False,0.6428571428571429,0.21428571428571427,14.0,2.5714285714285716,0.07142857142857142,0.21428571428571427,0.0
1353,Andreas Pereira,Midfielder,,Spanish Primera Division,21,Brazil,78,South America,False,0.9714285714285714,0.3142857142857143,35.0,2.5714285714285716,0.14285714285714285,0.08571428571428572,0.0
1354,Charlison Benschop,Forward,,German Bundesliga,27,Curacao,70,Australia / Oceania,False,0.5357142857142857,0.21428571428571427,28.0,2.5714285714285716,0.17857142857142858,0.07142857142857142,0.0
1355,Jordan Veretout,Midfielder,ASSE,Italian Serie A,24,France,77,Europe,False,0.9714285714285714,0.22857142857142856,35.0,2.5714285714285716,0.08571428571428572,0.11428571428571428,0.0
1356,Simone Zaza,Forward,WESTHAM,Spanish Primera Division,26,Italy,81,Europe,False,0.7142857142857143,0.2857142857142857,28.0,2.5714285714285716,0.21428571428571427,0.03571428571428571,0.0
1357,Jon Flanagan,Defender,LPOOL,English Premier League,24,England,70,Europe,True,1.0,0.32142857142857145,28.0,2.5714285714285716,0.03571428571428571,0.07142857142857142,0.21428571428571427
1358,Timo Werner,Forward,VFB,German Bundesliga,21,Germany,82,Europe,True,0.6105263157894737,0.3473684210526316,95.0,2.568421052631579,0.1368421052631579,0.10526315789473684,0.0
1359,Bruno Gama,Midfielder,RCDC,Spanish Primera Division,29,Portugal,74,Europe,False,0.9333333333333333,0.45,60.0,2.566666666666667,0.1,0.08333333333333333,0.0
1360,Yeni Ngbakoto,Midfielder,METZ,English Championship,25,DR Congo,71,Africa,False,0.6333333333333333,0.23333333333333334,30.0,2.566666666666667,0.16666666666666666,0.06666666666666667,0.0
1361,Manolo Gabbiadini,Forward,BOLO,English Premier League,25,Italy,79,Europe,False,0.6333333333333333,0.4666666666666667,30.0,2.566666666666667,0.2,0.06666666666666667,0.0
1362,Milan Gajic,Defender,GIBO,French Ligue 1,21,Serbia,72,Europe,False,0.782608695652174,0.17391304347826086,23.0,2.5652173913043477,0.043478260869565216,0.0,0.2608695652173913
1363,Wahbi Khazri,Midfielder,SUND,French Ligue 1,26,Tunisia,78,Africa,False,0.7272727272727273,0.34545454545454546,55.0,2.5636363636363635,0.14545454545454545,0.14545454545454545,0.0
1364,Havard Nielsen,Forward,,German 2. Bundesliga,23,Norway,71,Europe,False,0.9375,0.375,16.0,2.5625,0.125,0.0,0.0
1365,Raul Navas,Defender,RESO,Spanish Primera Division,29,Spain,78,Europe,True,0.96875,0.03125,32.0,2.5625,0.03125,0.03125,0.25
1366,Diego Contento,Defender,GIBO,French Ligue 1,27,Germany,72,Europe,False,0.9466666666666667,0.08,75.0,2.56,0.02666666666666667,0.05333333333333334,0.26666666666666666
1367,Daniele Gastaldello,Defender,BOLO,Italian Serie B,34,Italy,76,Europe,False,1.0,0.18,50.0,2.56,0.02,0.06,0.3
1368,Celso Borges,Midfielder,RCDC,Spanish Primera Division,29,Costa Rica,78,North America,False,0.9066666666666666,0.14666666666666667,75.0,2.56,0.16,0.02666666666666667,0.0
1369,Milos Jojic,Midfielder,FCK1,German Bundesliga,25,Serbia,76,Europe,False,0.4411764705882353,0.3235294117647059,34.0,2.5588235294117645,0.17647058823529413,0.11764705882352941,0.0
1370,Simon Pouplin,Goalkeeper,NICE,French Ligue 1,32,France,67,Europe,True,1.0,0.2222222222222222,9.0,2.5555555555555554,0.0,0.0,0.2222222222222222
1371,Emmanuel Riviere,Forward,TOUL,French Ligue 1,27,France,70,Europe,True,0.2777777777777778,0.1111111111111111,18.0,2.5555555555555554,0.2222222222222222,0.05555555555555555,0.0
1372,Vlad Chiriches,Defender,SPURS,Italian Serie A,27,Romania,77,Europe,False,0.8888888888888888,0.14814814814814814,27.0,2.5555555555555554,0.037037037037037035,0.0,0.2962962962962963
1373,Blaise Matuidi,Midfielder,PSG,Italian Serie A,30,France,85,Europe,False,0.7894736842105263,0.2046783625730994,171.0,2.5555555555555554,0.12280701754385964,0.08187134502923976,0.0
1374,Riccardo Meggiorini,Forward,CHIE,Italian Serie A,31,Italy,76,Europe,True,0.7349397590361446,0.5060240963855421,83.0,2.5542168674698793,0.14457831325301204,0.13253012048192772,0.0
1375,Ishak Belfodil,Forward,PARM,German Bundesliga,25,Algeria,75,Africa,False,0.625,0.2857142857142857,56.0,2.5535714285714284,0.16071428571428573,0.08928571428571429,0.0
1376,Jesper Hansen,Goalkeeper,,Danish Superliga,32,Denmark,73,Europe,False,1.0,0.0,38.0,2.5526315789473686,0.0,0.0,0.3157894736842105
1377,Geronimo Rulli,Goalkeeper,RESO,Spanish Primera Division,25,Argentina,83,South America,False,1.0,0.0,96.0,2.5520833333333335,0.0,0.0,0.2916666666666667
1378,Iago Falque,Defender,ROMA,Italian Serie A,27,Spain,80,Europe,False,0.5909090909090909,0.45454545454545453,22.0,2.5454545454545454,0.09090909090909091,0.09090909090909091,0.045454545454545456
1379,Ciro Immobile,Forward,,Italian Serie A,27,Italy,83,Europe,True,0.6363636363636364,0.21212121212121213,33.0,2.5454545454545454,0.15151515151515152,0.09090909090909091,0.0
1380,Ruben Sobrino,Forward,DEAL,Spanish Primera Division,25,Spain,70,Europe,True,0.45454545454545453,0.36363636363636365,11.0,2.5454545454545454,0.18181818181818182,0.09090909090909091,0.0
1381,Jeremain Lens,Forward,SUND,Turkish Super Lig,29,Netherlands,80,Europe,False,0.6363636363636364,0.3181818181818182,22.0,2.5454545454545454,0.13636363636363635,0.13636363636363635,0.0
1382,Dusan Basta,Defender,LAZI,Italian Serie A,32,Serbia,80,Europe,False,0.935064935064935,0.15584415584415584,77.0,2.5454545454545454,0.012987012987012988,0.05194805194805195,0.23376623376623376
1383,Karim Rekik,Defender,OLMA,German Bundesliga,22,Netherlands,73,Europe,False,0.9090909090909091,0.12121212121212122,33.0,2.5454545454545454,0.030303030303030304,0.0,0.2727272727272727
1384,Babacar Gueye,Forward,TROY,Belgian First Division A,22,Senegal,66,Africa,False,0.5454545454545454,0.18181818181818182,11.0,2.5454545454545454,0.09090909090909091,0.18181818181818182,0.0
1385,Ricardo Kishna,Forward,LAZI,Holland Eredivisie,22,Netherlands,75,Europe,False,0.6363636363636364,0.36363636363636365,11.0,2.5454545454545454,0.18181818181818182,0.0,0.0
1386,Bruno Fernandes,Midfielder,,Portuguese Primeira Liga,22,Portugal,78,Europe,False,0.6666666666666666,0.5454545454545454,33.0,2.5454545454545454,0.15151515151515152,0.06060606060606061,0.0
1387,Jean-Louis Leca,Goalkeeper,SCBA,French Ligue 2,31,France,77,Europe,False,0.9746835443037974,0.012658227848101266,79.0,2.5443037974683542,0.0,0.0,0.27848101265822783
1388,Allan,Midfielder,NAPO,Italian Serie A,26,Brazil,80,South America,False,0.9142857142857143,0.2571428571428571,35.0,2.5428571428571427,0.08571428571428572,0.11428571428571428,0.0
1389,Henrikh Mkhitaryan,Midfielder,MUFC,English Premier League,28,Armenia,85,Asia,False,0.625,0.4583333333333333,24.0,2.5416666666666665,0.16666666666666666,0.041666666666666664,0.0
1390,Jeremie Brechet,Defender,TROY,French Ligue 2,37,France,67,Europe,False,1.0,0.0,24.0,2.5416666666666665,0.08333333333333333,0.0,0.25
1391,Johan Cavalli,Midfielder,AJAC,French Ligue 2,35,France,72,Europe,False,0.9,0.58,50.0,2.54,0.06,0.2,0.0
1392,Matteo Darmian,Defender,TOCA,English Premier League,27,Italy,80,Europe,False,0.95,0.07,100.0,2.54,0.02,0.05,0.24
1393,Arnaud Souquet,Midfielder,NICE,French Ligue 1,25,France,76,Europe,True,1.0,0.0,26.0,2.5384615384615383,0.038461538461538464,0.15384615384615385,0.0
1394,Bruno Peres,Defender,TOCA,Italian Serie A,27,Brazil,78,South America,False,0.8923076923076924,0.18461538461538463,65.0,2.5384615384615383,0.09230769230769231,0.1076923076923077,0.15384615384615385
1395,Karim Bellarabi,Midfielder,,German Bundesliga,27,Germany,82,Europe,True,0.7692307692307693,0.3076923076923077,26.0,2.5384615384615383,0.11538461538461539,0.15384615384615385,0.0
1396,Michel Macedo,Defender,,Spanish Primera Division,27,Brazil,76,South America,False,0.9230769230769231,0.0,13.0,2.5384615384615383,0.15384615384615385,0.0,0.23076923076923078
1397,Manuel Pucciarelli,Forward,,Italian Serie A,26,Italy,73,Europe,True,0.7980769230769231,0.2692307692307692,104.0,2.5384615384615383,0.1346153846153846,0.04807692307692308,0.0
1398,Takashi Inui,Midfielder,,Spanish Primera Division,29,Japan,78,Asia,False,0.9285714285714286,0.6428571428571429,28.0,2.5357142857142856,0.10714285714285714,0.07142857142857142,0.0
1399,Joao Mario,Midfielder,INTE,Italian Serie A,24,Portugal,83,Europe,False,0.7333333333333333,0.3,30.0,2.533333333333333,0.1,0.16666666666666666,0.0
