,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
427,Jonas Gutierrez,9,NEWU,Midfielder,3,0,0,0,0,0,0,7,3,3,0,0,0,0,0,J,Jonas,Gutierrez
428,Clint Dempsey,9,FFC,Forward,4,0,0,0,0,0,0,1,1,2,0,0,0,0,0,C,Clint,Dempsey
429,Guilherme do Prado,9,SOTOM,Midfielder,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,G,Guilherme,Prado
430,Josh Murphy,8,NCFC,Forward,0,0,0,0,0,1,0,17,9,0,0,0,0,0,0,J,Josh,Murphy
431,Andrea Dossena,8,SUND,Defender,6,0,0,0,2,1,1,6,1,2,0,0,10,5,0,A,Andrea,Dossena
432,Jimmy Kebe,8,LCFC,Midfielder,2,0,0,0,0,0,0,8,4,2,0,0,0,0,0,J,Jimmy,Kebe
433,Marcus Rosenberg,8,WBFC,Forward,1,0,1,0,0,0,0,7,3,1,0,0,0,0,0,M,Marcus,Rosenberg
434,Andreas Cornelius,8,CARD,Forward,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,A,Andreas,Cornelius
435,Yaya Sanogo,8,ARSL,Forward,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,Y,Yaya,Sanogo
436,Ryan Tunnicliffe,8,FFC,Midfielder,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,R,Ryan,Tunnicliffe
437,Joe Bennett,8,AVILLA,Defender,3,0,0,0,2,2,0,10,2,3,0,0,5,2,0,J,Joe,Bennett
438,Nicky Maynard,8,CARD,Forward,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,N,Nicky,Maynard
439,Keiren Westwood,8,SUND,Goalkeeper,10,0,0,0,0,0,0,1,0,1,0,0,22,12,0,K,Keiren,Westwood
440,Tomas Kalas,8,CHEL,Defender,2,0,0,1,0,0,0,7,0,0,0,0,1,0,0,T,Tomas,Kalas
441,Roger Johnson,7,WESTHAM,Defender,2,0,0,1,0,1,0,7,2,0,0,0,5,2,0,R,Roger,Johnson
442,Dong-Won Ji,7,SUND,Forward,2,0,0,0,0,0,0,6,3,2,0,0,0,0,0,D,Dong-Won,Ji
443,Thomas Sorensen,7,STOKEC,Goalkeeper,4,0,0,0,0,0,0,34,0,1,1,0,10,6,0,T,Thomas,Sorensen
444,Mahamadou Diarra,7,FFC,Midfielder,4,0,0,0,0,1,0,1,0,2,0,0,0,0,0,M,Mahamadou,Diarra
445,Kevin De Bruyne,7,CHEL,Midfielder,2,0,1,0,0,1,0,7,1,2,0,0,0,0,0,K,Kevin,Bruyne
446,Martin Kelly,7,LPOOL,Defender,0,0,0,0,1,0,0,16,5,0,0,0,4,0,0,M,Martin,Kelly
447,Aaron Hughes,6,FFC,Defender,11,0,0,2,0,2,0,7,2,0,0,0,32,21,1,A,Aaron,Hughes
448,John Guidetti,6,MCFC,Forward,0,0,0,0,0,0,0,14,6,1,0,0,0,0,0,J,John,Guidetti
449,Matthew Connolly,6,CARD,Defender,3,0,0,1,0,2,0,2,0,0,0,0,4,2,0,M,Matthew,Connolly
450,Anders Lindegaard,6,MUFC,Goalkeeper,1,0,0,1,0,0,0,29,0,0,0,0,0,0,0,A,Anders,Lindegaard
451,Massadio Haidara,6,NEWU,Defender,3,0,0,0,2,2,0,22,8,1,0,0,19,10,0,M,Massadio,Haidara
452,Nacho Scocco,6,SUND,Midfielder,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,N,Nacho,Scocco
453,Anderson,6,MUFC,Midfielder,2,0,0,0,0,0,0,7,2,2,0,0,0,0,0,A,Anderson,Anderson
454,Jack Rodwell,6,MCFC,Midfielder,1,0,0,0,0,0,0,14,4,0,0,0,0,0,0,J,Jack,Rodwell
455,Lukasz Fabianski,6,ARSL,Goalkeeper,1,0,0,1,0,0,0,35,0,0,0,0,0,0,0,L,Lukasz,Fabianski
456,Chris David,5,FFC,Midfielder,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,C,Chris,David
457,Michael Essien,5,CHEL,Midfielder,2,0,0,0,0,2,0,13,3,1,0,0,0,0,0,M,Michael,Essien
458,Aaron Wilbraham,5,LCFC,Forward,1,0,0,0,0,0,0,5,3,1,0,0,0,0,0,A,Aaron,Wilbraham
459,David Vaughan,5,SUND,Midfielder,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,D,David,Vaughan
460,John Arne Riise,5,FFC,Defender,17,0,0,1,0,2,0,7,3,2,0,0,53,34,0,J,John,Riise
461,Luciano Becchio,5,NCFC,Forward,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,L,Luciano,Becchio
462,Charis Mavrias,5,SUND,Midfielder,1,0,0,0,0,0,0,8,3,1,0,0,0,0,0,C,Charis,Mavrias
463,Dan Burn,5,FFC,Defender,6,0,0,0,1,0,0,4,3,1,0,0,20,12,0,D,Dan,Burn
464,Arouna Kone,5,EVER,Forward,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,A,Arouna,Kone
465,Antolin Alcaraz,4,EVER,Defender,5,0,0,0,1,0,0,12,1,0,0,0,11,6,1,A,Antolin,Alcaraz
466,Dedryk Boyata,4,MCFC,Defender,1,0,0,0,1,0,0,7,0,1,0,0,0,0,0,D,Dedryk,Boyata
467,Matthew Briggs,4,FFC,Defender,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,M,Matthew,Briggs
468,Liam O'Neil,4,WBFC,Defender,0,0,0,0,1,0,0,7,3,0,0,0,3,1,0,L,Liam,O'Neil
469,Callum Robinson,4,AVILLA,Forward,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,C,Callum,Robinson
470,Andy Wilkinson,4,STOKEC,Defender,2,0,0,1,1,1,0,22,3,1,0,0,11,8,0,A,Andy,Wilkinson
471,Milos Veljkovic,4,SPURS,Defender,0,0,0,0,1,0,0,6,2,0,0,0,1,0,0,M,Milos,Veljkovic
472,Muamer Tankovic,4,FFC,Forward,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,M,Muamer,Tankovic
473,Adam Armstrong,4,NEWU,Forward,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,A,Adam,Armstrong
474,Micah Richards,4,MCFC,Defender,2,0,0,0,0,0,0,16,0,1,0,0,2,0,0,M,Micah,Richards
475,Harrison Reed,4,SOTOM,Midfielder,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,H,Harrison,Reed
476,Konstantinos Mitroglou,4,FFC,Forward,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,K,Konstantinos,Mitroglou
477,Kevin Phillips,4,LCFC,Forward,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,K,Kevin,Phillips
478,Owen Garvan,3,LCFC,Midfielder,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,O,Owen,Garvan
479,Joel Robles,3,EVER,Goalkeeper,1,0,0,0,0,0,0,37,1,0,0,0,2,0,0,J,Joel,Robles
480,Kevin McNaughton,3,CARD,Defender,3,0,0,0,1,0,0,6,2,1,0,0,11,7,0,K,Kevin,McNaughton
481,Derek Boateng,3,FFC,Midfielder,2,0,0,0,0,2,0,10,1,2,0,0,0,0,0,D,Derek,Boateng
482,Kim Kallstrom,3,ARSL,Midfielder,1,0,0,0,0,1,0,8,2,0,0,0,0,0,0,K,Kim,Kallstrom
483,Nicklas Helenius,3,AVILLA,Forward,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,N,Nicklas,Helenius
484,Gabriel Obertan,3,NEWU,Forward,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,G,Gabriel,Obertan
485,David Ngog,3,SWAN,Forward,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,D,David,Ngog
486,Mladen Petric,3,WESTHAM,Forward,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,M,Mladen,Petric
487,Elliott Bennett,3,NCFC,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,E,Elliott,Bennett
488,Alou Diarra,3,WESTHAM,Midfielder,1,0,0,0,0,1,0,9,2,0,0,0,0,0,0,A,Alou,Diarra
489,Rudy Gestede,3,CARD,Forward,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,R,Rudy,Gestede
490,Jores Okore,3,AVILLA,Defender,2,0,0,0,0,0,0,2,1,1,0,0,5,2,0,J,Jores,Okore
491,Moussa Dembele,3,FFC,Forward,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,M,Moussa,Dembele
492,Kyle Bartley,3,SWAN,Defender,1,0,0,0,0,0,0,3,1,0,0,0,2,0,0,K,Kyle,Bartley
493,Luke Daniels,3,WBFC,Goalkeeper,0,0,0,0,1,0,0,14,1,0,0,0,0,0,0,L,Luke,Daniels
494,Andre Wisdom,3,LPOOL,Defender,1,0,0,0,1,1,0,6,1,1,0,0,2,1,0,A,Andre,Wisdom
495,Patrick McCarthy,3,LCFC,Defender,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,P,Patrick,McCarthy
496,Mohamed Gedo,2,HULL,Midfielder,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,M,Mohamed,Gedo
497,Marco van Ginkel,2,CHEL,Midfielder,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,M,Marco,Ginkel
498,Pablo Armero,2,WESTHAM,Defender,3,0,0,0,0,1,0,11,2,0,0,0,10,5,0,P,Pablo,Armero
499,Chris Herd,2,AVILLA,Midfielder,2,0,0,0,0,2,0,5,0,1,0,0,0,0,0,C,Chris,Herd
500,Marco Borriello,2,WESTHAM,Forward,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,M,Marco,Borriello
501,Brad Friedel,2,SPURS,Goalkeeper,1,0,0,0,0,0,0,37,0,0,0,0,1,0,0,B,Brad,Friedel
502,Cabral,2,SUND,Midfielder,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,C,Cabral,Cabral
503,Leroy Lita,2,SWAN,Forward,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,L,Leroy,Lita
504,Nick Proschwitz,2,HULL,Forward,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,N,Nick,Proschwitz
505,Jay Fulton,2,SWAN,Midfielder,1,0,0,0,0,1,0,4,1,1,0,0,0,0,0,J,Jay,Fulton
506,Stephen Dobbie,2,LCFC,Forward,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,S,Stephen,Dobbie
507,Joe Lewis,2,CARD,Goalkeeper,1,0,0,0,0,0,0,36,0,0,0,0,1,0,0,J,Joe,Lewis
508,Mark Hudson,2,CARD,Defender,2,0,0,0,0,0,0,21,0,2,0,0,4,2,0,M,Mark,Hudson
509,Tom Lawrence,2,MUFC,Forward,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,T,Tom,Lawrence
510,Brek Shea,1,STOKEC,Midfielder,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,B,Brek,Shea
511,Kelvin Davis,1,SOTOM,Goalkeeper,2,0,0,0,0,0,0,19,0,0,0,0,5,3,0,K,Kelvin,Davis
512,Ryo Miyaichi,1,ARSL,Forward,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,R,Ryo,Miyaichi
513,Aaron McLean,1,HULL,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,A,Aaron,McLean
514,Rhys Healey,1,CARD,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,R,Rhys,Healey
515,Chuba Akpom,1,ARSL,Forward,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,C,Chuba,Akpom
516,Darron Gibson,1,EVER,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,D,Darron,Gibson
517,El-Hadji Ba,1,SUND,Midfielder,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,E,El-Hadji,Ba
518,Elliott Lee,1,WESTHAM,Forward,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,E,Elliott,Lee
519,Mesca,1,FFC,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,M,Mesca,Mesca
520,Abou Diaby,1,ARSL,Midfielder,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,A,Abou,Diaby
521,Jamar Loza,1,NCFC,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,J,Jamar,Loza
522,Goran Popov,1,WBFC,Defender,1,0,0,0,0,0,0,11,1,1,0,0,4,2,0,G,Goran,Popov
523,Alex Pritchard,1,SPURS,Forward,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,A,Alex,Pritchard
524,John Swift,1,CHEL,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,J,John,Swift
525,Jack Butland,1,STOKEC,Goalkeeper,2,0,0,0,0,0,0,4,1,0,0,0,7,4,0,J,Jack,Butland
526,Tony Hibbert,1,EVER,Defender,0,0,0,0,0,0,0,17,1,0,0,0,1,0,0,T,Tony,Hibbert
527,Joao Carlos Teixeira,1,LPOOL,Midfielder,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,J,Joao,Teixeira
528,Larnell Cole,1,FFC,Midfielder,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,L,Larnell,Cole
529,Jo Inge Berget,1,CARD,Forward,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,J,Jo,Berget
530,Jordan Ibe,1,LPOOL,Midfielder,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,J,Jordan,Ibe
531,Jack Grealish,1,AVILLA,Midfielder,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,J,Jack,Grealish
532,Nathan Ake,1,CHEL,Defender,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,N,Nathan,Ake
533,Patrick Roberts,1,FFC,Midfielder,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,P,Patrick,Roberts
534,Lacina Traore,1,EVER,Forward,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,L,Lacina,Traore
535,Wayne Hennessey,1,LCFC,Goalkeeper,1,0,0,0,0,0,0,14,0,0,0,0,2,1,0,W,Wayne,Hennessey
536,Apostolos Vellios,0,EVER,Forward,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,A,Apostolos,Vellios
537,Jordan Rossiter,0,LPOOL,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Jordan,Rossiter
538,Jamie Ness,0,STOKEC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jamie,Ness
539,Haris Vuckic,0,NEWU,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,H,Haris,Vuckic
540,Ryan Fredericks,0,SPURS,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,R,Ryan,Fredericks
541,Janoi Donacien,0,AVILLA,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Janoi,Donacien
542,Jesse Lingard,0,MUFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jesse,Lingard
543,Eldin Jakupovic,0,HULL,Goalkeeper,1,0,0,0,0,0,0,12,0,0,0,0,3,2,0,E,Eldin,Jakupovic
544,David Cornell,0,SWAN,Goalkeeper,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,D,David,Cornell
545,Lee Camp,0,WBFC,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Lee,Camp
546,Hilario,0,CHEL,Goalkeeper,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,H,Hilario,Hilario
547,Joe Mason,0,CARD,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Joe,Mason
548,Jordan Pickford,0,SUND,Goalkeeper,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,J,Jordan,Pickford
549,Leo Chambers,0,WESTHAM,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,L,Leo,Chambers
550,Emmanuel Mayuka,0,SOTOM,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,E,Emmanuel,Mayuka
551,Mason Springthorpe,0,EVER,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Mason,Springthorpe
552,Brad Jones,0,LPOOL,Goalkeeper,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,B,Brad,Jones
553,Hiram Boateng,0,LCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,H,Hiram,Boateng
554,Ryan Inniss,0,LCFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Ryan,Inniss
555,Sam Johnstone,0,MUFC,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S,Sam,Johnstone
556,Cody Cropper,0,SOTOM,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,C,Cody,Cropper
557,David Moberg-Karlsson,0,SUND,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,D,David,Moberg-Karlsson
558,Lee Lucas,0,SWAN,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Lee,Lucas
559,Danny Ward,0,LPOOL,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Danny,Ward
560,Charlie Ward,0,STOKEC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Charlie,Ward
561,Ryan Shotton,0,STOKEC,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,R,Ryan,Shotton
562,Simon Moore,0,CARD,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S,Simon,Moore
563,Chu Young Park,0,ARSL,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,C,Chu,Park
564,Ben Amos,0,MUFC,Goalkeeper,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,B,Ben,Amos
565,Gregor Zabret,0,SWAN,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,G,Gregor,Zabret
566,Matt Targett,0,SOTOM,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Matt,Targett
567,Florian Marange,0,LCFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,F,Florian,Marange
568,Rony Lopes,0,MCFC,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,R,Rony,Lopes
569,Josh Passley,0,FFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Josh,Passley
570,Daniel Alfei,0,SWAN,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Daniel,Alfei
571,Tiago Ilori,0,LPOOL,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,T,Tiago,Ilori
572,Heurelho Gomes,0,SPURS,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,H,Heurelho,Gomes
573,Tom Carroll,0,SPURS,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,T,Tom,Carroll
574,Neil Etheridge,0,FFC,Goalkeeper,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,N,Neil,Etheridge
575,Lewis Price,0,LCFC,Goalkeeper,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,L,Lewis,Price
576,Emiliano Viviano,0,ARSL,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,E,Emiliano,Viviano
577,Jed Steer,0,AVILLA,Goalkeeper,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,J,Jed,Steer
578,Isaac Hayden,0,ARSL,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,I,Isaac,Hayden
579,Jazz Richards,0,SWAN,Defender,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,J,Jazz,Richards
580,Brad Smith,0,LPOOL,Defender,0,0,0,0,0,0,0,3,1,0,0,0,2,1,0,B,Brad,Smith
581,David Fox,0,NCFC,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,D,David,Fox
582,Tyias Browning,0,EVER,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,T,Tyias,Browning
583,Jacob Butterfield,0,NCFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jacob,Butterfield
584,Lloyd Isgrove,0,SOTOM,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,L,Lloyd,Isgrove
585,Lasse Vigen Christensen,0,FFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Lasse,Christensen
586,Mark Bunn,0,NCFC,Goalkeeper,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,M,Mark,Bunn
587,Daniel Johnson,0,AVILLA,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,D,Daniel,Johnson
588,Jak Alnwick,0,NEWU,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,J,Jak,Alnwick
589,Daniel Potts,0,WESTHAM,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,D,Daniel,Potts
590,Magaye Gueye,0,EVER,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,M,Magaye,Gueye
591,Luke Garbutt,0,EVER,Defender,0,0,0,0,0,0,0,13,1,0,0,0,2,1,0,L,Luke,Garbutt
592,Tommy Smith,0,CARD,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,T,Tommy,Smith
593,Oscar Ustari,0,SUND,Goalkeeper,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,O,Oscar,Ustari
594,Donervon Daniels,0,WBFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Donervon,Daniels
595,Neil Alexander,0,LCFC,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,N,Neil,Alexander
596,Hector Bellerin,0,ARSL,Defender,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,H,Hector,Bellerin
597,James Tavernier,0,NEWU,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,James,Tavernier
598,Kemar Roofe,0,WBFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,K,Kemar,Roofe
599,Tadanari Lee,0,SOTOM,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,T,Tadanari,Lee
600,Harry Winks,0,SPURS,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,H,Harry,Winks
601,Gedion Zelalem,0,ARSL,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,G,Gedion,Zelalem
602,Carlo Nash,0,NCFC,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,C,Carlo,Nash
603,Liam Agnew,0,SUND,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,L,Liam,Agnew
604,Emmanuel Frimpong,0,ARSL,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,E,Emmanuel,Frimpong
605,Ryan Ledson,0,EVER,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,R,Ryan,Ledson
606,Marcos Bettinelli,0,FFC,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,M,Marcos,Bettinelli
607,Lewis Baker,0,CHEL,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Lewis,Baker
608,Peter Ramage,0,LCFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,P,Peter,Ramage
609,Gael Bigirimana,0,NEWU,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,G,Gael,Bigirimana
610,Jesse Joronen,0,FFC,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Jesse,Joronen
611,Rory Donnelly,0,SWAN,Forward,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,R,Rory,Donnelly
612,Gary Gardner,0,AVILLA,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,G,Gary,Gardner
613,Will Keane,0,MUFC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W,Will,Keane
614,Adam King,0,SWAN,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Adam,King
615,Tom James,0,CARD,Defender,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,T,Tom,James
616,George C Williams,0,FFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,G,George,Williams
617,Conor McAleny,0,EVER,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Conor,McAleny
618,Lubomir Satka,0,NEWU,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Lubomir,Satka
619,Carlos Cuellar,-1,SUND,Defender,4,0,0,0,0,0,0,9,0,1,0,0,10,6,1,C,Carlos,Cuellar
620,Jos Hooiveld,-1,SOTOM,Defender,3,0,0,0,0,1,0,31,0,0,0,0,6,3,1,J,Jos,Hooiveld
621,Robert Elliot,-2,NEWU,Goalkeeper,2,0,0,0,0,0,0,34,0,0,0,0,8,6,0,R,Robert,Elliot
622,Elsad Zverotic,-3,FFC,Defender,5,0,0,0,0,0,0,12,1,2,0,0,20,14,0,E,Elsad,Zverotic
623,Robert Lewandowski,182,BD1,Forward,31,20,7,0,0,3,0,2,2,6,0,0,0,0,0,R,Robert,Lewandowski
624,Roberto Firmino,170,,Midfielder,33,16,11,0,0,5,0,0,0,3,0,2,0,0,0,R,Roberto,Firmino
625,Marco Reus,166,BD1,Midfielder,26,16,12,0,0,6,0,4,4,13,0,0,0,0,0,M,Marco,Reus
626,Raffael,162,MON1,Forward,34,15,7,0,0,2,0,0,0,15,0,0,0,0,0,R,Raffael,Raffael
627,Josip Drmic,155,FCN,Forward,30,17,3,0,0,2,0,4,3,8,0,0,0,0,0,J,Josip,Drmic
628,Adrian Ramos,152,HB1,Forward,30,16,5,0,0,3,0,2,2,8,0,1,0,0,0,A,Adrian,Ramos
629,Max Kruse,149,MON1,Forward,34,12,8,0,0,3,0,0,0,5,0,0,0,0,0,M,Max,Kruse
630,Mario Mandzukic,148,BM1,Forward,21,18,4,0,0,5,0,11,9,9,0,0,0,0,0,M,Mario,Mandzukic
631,Thomas Muller,147,BM1,Forward,25,13,10,0,0,2,0,8,6,10,0,1,0,0,0,T,Thomas,Muller
632,Shinji Okazaki,145,,Forward,31,16,1,0,0,2,0,3,2,9,0,0,0,0,0,S,Shinji,Okazaki
633,Stefan Kiessling,143,BL1,Forward,30,15,3,0,0,3,0,2,2,11,0,0,0,0,0,S,Stefan,Kiessling
634,Ivica Olic,140,VFL,Forward,28,14,4,0,0,2,0,5,4,19,0,0,0,0,0,I,Ivica,Olic
635,Andre Hahn,133,,Midfielder,30,12,7,0,0,10,0,2,2,3,0,0,0,0,0,A,Andre,Hahn
636,David Alaba,132,BM1,Defender,26,2,6,13,2,0,0,7,2,3,0,1,17,4,0,D,David,Alaba
637,Henrikh Mkhitaryan,129,BD1,Midfielder,29,9,10,0,0,6,0,3,2,19,0,0,0,0,0,H,Henrikh,Mkhitaryan
638,Pierre Emerick Aubameyang,129,BD1,Forward,21,13,4,0,0,1,0,12,11,12,0,0,0,0,0,P,Pierre,Aubameyang
639,Admir Mehmedi,128,SCF,Forward,29,12,4,0,0,2,1,3,3,13,0,0,0,0,0,A,Admir,Mehmedi
640,Kevin Volland,128,,Forward,32,11,4,0,0,4,0,1,1,7,0,0,0,0,0,K,Kevin,Volland
641,Mario Gotze,125,BM1,Midfielder,20,10,9,0,0,0,0,9,8,11,0,0,0,0,0,M,Mario,Gotze
