,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
426,Massadio Haidara,11,NEWU,Defender,6,0,0,1,0,1,0,3,1,1,0,0,11,5,0,M,Massadio,Haidara
427,Tyias Browning,11,EVER,Defender,3,0,0,1,1,1,0,5,2,1,0,0,5,2,0,T,Tyias,Browning
428,Leon Osman,11,EVER,Midfielder,2,0,0,0,0,0,0,32,7,1,0,0,0,0,0,L,Leon,Osman
429,Miguel Layun,10,WFC,Defender,2,1,0,0,1,0,0,2,1,2,0,0,4,2,0,M,Miguel,Layun
430,Gabriel Obertan,10,NEWU,Forward,3,0,1,0,0,1,0,6,2,2,0,0,0,0,0,G,Gabriel,Obertan
431,Stephen Kingsley,10,SWAN,Defender,4,0,1,0,1,0,0,1,0,1,0,0,3,0,1,S,Stephen,Kingsley
432,Marouane Chamakh,10,LCFC,Forward,1,0,0,0,0,1,0,15,9,1,0,0,0,0,0,M,Marouane,Chamakh
433,Yoan Gouffran,10,NEWU,Forward,2,0,0,0,0,0,0,16,6,2,0,0,0,0,0,Y,Yoan,Gouffran
434,Reece Oxford,10,WESTHAM,Midfielder,3,0,0,0,0,0,0,19,4,3,0,0,0,0,0,R,Reece,Oxford
435,Guillermo Varela,10,MUFC,Defender,3,0,0,1,1,1,0,9,1,0,0,0,4,2,0,G,Guillermo,Varela
436,Tim Krul,10,NEWU,Goalkeeper,8,0,0,1,0,0,0,0,0,0,0,0,17,10,0,T,Tim,Krul
437,Willy Caballero,8,MCFC,Goalkeeper,3,0,0,1,0,0,0,35,1,0,0,0,6,3,0,W,Willy,Caballero
438,Steven Whittaker,8,NCFC,Defender,8,1,0,0,0,2,0,11,0,0,0,0,19,11,0,S,Steven,Whittaker
439,Modibo Maiga,8,WESTHAM,Midfielder,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,M,Modibo,Maiga
440,Alexandre Pato,8,CHEL,Forward,1,1,0,0,0,0,0,9,1,1,0,0,0,0,0,A,Alexandre,Pato
441,Lee Tomlin,8,BOU,Forward,3,0,0,0,0,1,0,7,3,2,0,0,0,0,0,L,Lee,Tomlin
442,Gokhan Inler,8,LEICSC,Midfielder,3,0,0,0,0,0,0,22,2,3,0,0,0,0,0,G,Gokhan,Inler
443,Joshua Onomah,8,SPURS,Midfielder,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,J,Joshua,Onomah
444,Yann Kermorgant,7,BOU,Forward,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,Y,Yann,Kermorgant
445,Libor Kozak,7,AVILLA,Forward,3,0,0,0,0,0,0,3,1,1,0,0,0,0,0,L,Libor,Kozak
446,Matt Miazga,7,CHEL,Defender,2,0,0,1,0,1,0,3,0,1,0,0,1,0,0,M,Matt,Miazga
447,Oumar Niasse,7,EVER,Forward,2,0,0,0,0,0,0,9,3,2,0,0,0,0,0,O,Oumar,Niasse
448,Henri Saivet,6,NEWU,Forward,2,0,0,0,0,0,0,8,2,2,0,0,0,0,0,H,Henri,Saivet
449,Darron Gibson,6,EVER,Midfielder,2,0,0,0,0,3,0,15,5,1,0,0,0,0,0,D,Darron,Gibson
450,Kevin Toner,6,AVILLA,Defender,3,0,1,1,0,0,0,2,1,0,0,0,11,8,0,K,Kevin,Toner
451,Connor Randall,6,LPOOL,Defender,2,0,0,0,1,0,0,12,1,1,0,0,3,1,0,C,Connor,Randall
452,Steven Caulker,6,SOTOM,Defender,1,0,0,1,1,0,0,16,5,0,0,0,11,7,0,S,Steven,Caulker
453,Gaston Ramirez,6,SOTOM,Midfielder,0,0,1,0,0,0,0,6,3,0,0,0,0,0,0,G,Gaston,Ramirez
454,Daniel Amartey,6,LEICSC,Midfielder,1,0,0,0,0,0,0,11,4,1,0,0,0,0,0,D,Daniel,Amartey
455,Jordan Lyden,6,AVILLA,Midfielder,2,0,0,0,0,0,0,16,2,2,0,0,0,0,0,J,Jordan,Lyden
456,Sebastien Pocognoli,6,WBFC,Defender,0,0,1,0,1,0,0,5,1,0,0,0,0,0,0,S,Sebastien,Pocognoli
457,Nabil Bentaleb,6,SPURS,Midfielder,2,0,0,0,0,1,0,9,3,1,0,0,0,0,0,N,Nabil,Bentaleb
458,Peter Odemwingie,5,STOKEC,Forward,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,P,Peter,Odemwingie
459,Bradley Johnson,5,NCFC,Midfielder,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,B,Bradley,Johnson
460,Mikel Arteta,5,ARSL,Midfielder,0,0,0,0,0,1,0,13,9,1,0,0,0,0,1,M,Mikel,Arteta
461,Matthew Pennington,5,EVER,Defender,4,0,0,0,1,1,0,1,0,1,0,0,7,4,0,M,Matthew,Pennington
462,Kyle Bartley,5,SWAN,Defender,3,0,0,0,1,2,0,14,2,0,0,0,7,3,0,K,Kyle,Bartley
463,Sam Byram,5,WESTHAM,Defender,2,0,0,1,0,3,0,6,2,0,0,0,5,2,0,S,Sam,Byram
464,Bersant Celina,4,MCFC,Midfielder,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,B,Bersant,Celina
465,Jack Wilshere,4,ARSL,Midfielder,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,J,Jack,Wilshere
466,Emmanuel Riviere,4,NEWU,Forward,1,0,0,0,0,0,0,7,2,1,0,0,0,0,0,E,Emmanuel,Riviere
467,Victor Ibarbo,4,WFC,Midfielder,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,V,Victor,Ibarbo
468,Steven Pienaar,4,EVER,Midfielder,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,S,Steven,Pienaar
469,Cameron Brannagan,4,LPOOL,Midfielder,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,C,Cameron,Brannagan
470,Marcin Wasilewski,3,LEICSC,Defender,3,0,0,0,0,2,0,20,1,0,0,0,6,2,0,M,Marcin,Wasilewski
471,Tom Davies,3,EVER,Midfielder,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,T,Tom,Davies
472,Seydou Doumbia,3,NEWU,Forward,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,S,Seydou,Doumbia
473,Mathieu Debuchy,3,ARSL,Defender,2,0,0,0,0,0,0,15,0,2,0,0,3,1,0,M,Mathieu,Debuchy
474,Jonjoe Kenny,3,EVER,Defender,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,J,Jonjoe,Kenny
475,Alessandro Diamanti,3,WFC,Forward,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,A,Alessandro,Diamanti
476,Marvin Emnes,3,SWAN,Forward,1,0,0,0,0,0,0,10,1,1,0,0,0,0,0,M,Marvin,Emnes
477,Alex Pritchard,3,SPURS,Forward,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,A,Alex,Pritchard
478,Kieran Dowell,3,EVER,Midfielder,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,K,Kieran,Dowell
479,Shaun MacDonald,3,BOU,Midfielder,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,S,Shaun,MacDonald
480,Jake Clarke-Salter,3,CHEL,Defender,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,J,Jake,Clarke-Salter
481,Kevin Nolan,3,WESTHAM,Midfielder,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,K,Kevin,Nolan
482,Paulo Gazzaniga,3,SOTOM,Goalkeeper,2,0,0,0,0,0,0,6,0,0,0,0,3,1,0,P,Paulo,Gazzaniga
483,Tokelo Rantie,3,BOU,Forward,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,T,Tokelo,Rantie
484,Ivan Toney,2,NEWU,Forward,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,I,Ivan,Toney
485,Gary Hooper,2,NCFC,Forward,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,G,Gary,Hooper
486,Jose Angel Crespo,2,AVILLA,Defender,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,J,Jose,Crespo
487,Adam Bogdan,2,LPOOL,Goalkeeper,2,0,0,0,0,0,0,21,0,0,0,0,4,2,0,A,Adam,Bogdan
488,Wes Brown,2,SUND,Defender,6,0,0,0,0,1,0,9,0,0,0,0,15,9,0,W,Wes,Brown
489,Cristian Gamboa,2,WBFC,Defender,0,0,0,0,1,1,0,6,1,0,0,0,0,0,0,C,Cristian,Gamboa
490,Kristoffer Nordfeldt,2,SWAN,Goalkeeper,1,0,0,0,0,0,0,36,0,0,0,0,1,0,0,K,Kristoffer,Nordfeldt
491,Adrian Mariappa,2,LCFC,Defender,3,0,0,0,0,0,0,13,0,1,0,0,7,4,0,A,Adrian,Mariappa
492,Rees Greenwood,2,SUND,Forward,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R,Rees,Greenwood
493,Pedro Chirivella,2,LPOOL,Midfielder,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,P,Pedro,Chirivella
494,Adam Federici,2,BOU,Goalkeeper,6,0,0,0,0,0,0,31,0,1,0,0,16,10,0,A,Adam,Federici
495,Andre Green,2,AVILLA,Midfielder,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,A,Andre,Green
496,Jay Fulton,2,SWAN,Midfielder,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,J,Jay,Fulton
497,Tammy Abraham,2,CHEL,Forward,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,T,Tammy,Abraham
498,Andreas Pereira,2,MUFC,Midfielder,0,0,0,0,0,2,0,21,4,0,0,0,0,0,0,A,Andreas,Pereira
499,Danny Ward,2,LPOOL,Goalkeeper,2,0,0,0,0,0,0,13,0,0,0,0,4,2,0,D,Danny,Ward
500,Brad Smith,2,LPOOL,Defender,3,0,0,0,0,2,0,10,1,0,0,0,7,3,0,B,Brad,Smith
501,Yohan Benalouane,2,LEICSC,Defender,0,0,0,0,0,1,0,11,4,0,0,0,5,1,0,Y,Yohan,Benalouane
502,Charles N'Zogbia,2,AVILLA,Midfielder,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,C,Charles,N'Zogbia
503,Juan Iturbe,2,BOU,Forward,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,J,Juan,Iturbe
504,Michel Vorm,2,SPURS,Goalkeeper,1,0,0,0,0,0,0,37,0,0,0,0,1,0,0,M,Michel,Vorm
505,Matt Grimes,2,SWAN,Midfielder,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,M,Matt,Grimes
506,Obbi Oulare,2,WFC,Forward,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,O,Obbi,Oulare
507,Andrej Kramaric,2,LEICSC,Forward,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,A,Andrej,Kramaric
508,Tom Robson,1,SUND,Defender,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,T,Tom,Robson
509,Jakob Haugaard,1,STOKEC,Goalkeeper,4,0,0,0,0,0,0,25,1,0,0,0,13,8,0,J,Jakob,Haugaard
510,James A Wilson,1,MUFC,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,J,James,Wilson
511,Kevin Mbabu,1,NEWU,Defender,2,0,0,0,1,0,0,9,1,1,0,0,8,6,0,K,Kevin,Mbabu
512,Marc Wilson,1,STOKEC,Defender,1,0,0,0,0,0,0,17,3,0,0,0,8,4,0,M,Marc,Wilson
513,Joao Carlos Teixeira,1,LPOOL,Midfielder,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,J,Joao,Teixeira
514,Fikayo Tomori,1,CHEL,Defender,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,F,Fikayo,Tomori
515,Sergi Canos,1,LPOOL,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,S,Sergi,Canos
516,Sam Field,1,WBFC,Midfielder,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,S,Sam,Field
517,Rushian Hepburn-Murphy,1,AVILLA,Forward,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,R,Rushian,Hepburn-Murphy
518,Jamie Sterry,1,NEWU,Defender,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,J,Jamie,Sterry
519,Patrick Roberts,1,MCFC,Midfielder,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,P,Patrick,Roberts
520,Juan Cuadrado,1,CHEL,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,J,Juan,Cuadrado
521,Serge Gnabry,1,WBFC,Midfielder,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,S,Serge,Gnabry
522,Kelvin Davis,1,SOTOM,Goalkeeper,1,0,0,0,0,0,0,16,0,0,0,0,2,1,0,K,Kelvin,Davis
523,Harrison Reed,1,SOTOM,Midfielder,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,H,Harrison,Reed
524,Manu Garcia,1,MCFC,Midfielder,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,M,Manu,Garcia
525,Kyle Lafferty,1,NCFC,Forward,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,K,Kyle,Lafferty
526,Tyrone Mings,1,BOU,Defender,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,T,Tyrone,Mings
527,Jordan Rossiter,1,LPOOL,Midfielder,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,J,Jordan,Rossiter
528,Jonathan Williams,1,LCFC,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,J,Jonathan,Williams
529,Callum Connolly,1,EVER,Defender,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,C,Callum,Connolly
530,Tony Hibbert,1,EVER,Defender,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,T,Tony,Hibbert
531,George Honeyman,1,SUND,Midfielder,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,G,George,Honeyman
532,Will Keane,1,MUFC,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,W,Will,Keane
533,Dionatan Teixeira,1,STOKEC,Defender,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,D,Dionatan,Teixeira
534,Nick Powell,1,MUFC,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,Nick,Powell
535,Javier Hernandez,1,MUFC,Forward,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,J,Javier,Hernandez
536,Steve Sidwell,1,STOKEC,Midfielder,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,S,Steve,Sidwell
537,Josh Cullen,1,WESTHAM,Midfielder,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,J,Josh,Cullen
538,Sullay Kaikai,1,LCFC,Forward,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,S,Sullay,Kaikai
539,Hiram Boateng,1,LCFC,Midfielder,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,H,Hiram,Boateng
540,James Weir,1,MUFC,Midfielder,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,J,James,Weir
541,Joseph Dodoo,1,LEICSC,Midfielder,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,J,Joseph,Dodoo
542,Stephen Hendrie,0,WESTHAM,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,S,Stephen,Hendrie
543,Harry Winks,0,SPURS,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,H,Harry,Winks
544,George Evans,0,MCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,G,George,Evans
545,Djair Parfitt-Williams,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,D,Djair,Parfitt-Williams
546,Connor Dymond,0,LCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Connor,Dymond
547,Jake Gray,0,LCFC,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,J,Jake,Gray
548,Brandon Barker,0,MCFC,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,B,Brandon,Barker
549,James Horsfield,0,MCFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,James,Horsfield
550,Conor McAleny,0,EVER,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Conor,McAleny
551,Ben Chilwell,0,LEICSC,Defender,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,B,Ben,Chilwell
552,Sylvain Marveaux,0,NEWU,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,S,Sylvain,Marveaux
553,Matt Butcher,0,BOU,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Matt,Butcher
554,Diego Poyet,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Diego,Poyet
555,Tony Andreu,0,NCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,Tony,Andreu
556,Jordan Pickford,0,SUND,Goalkeeper,2,0,0,0,0,0,0,16,0,0,0,0,6,4,0,J,Jordan,Pickford
557,Liam Bridcutt,0,SUND,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,L,Liam,Bridcutt
558,Tom Beadling,0,SUND,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,Tom,Beadling
559,Federico Fazio,0,SPURS,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,F,Federico,Fazio
560,Fernando Forestieri,0,WFC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,F,Fernando,Forestieri
561,Papy Mison Djilobodji,0,CHEL,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,P,Papy,Djilobodji
562,Franck Tabanou,0,SWAN,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,F,Franck,Tabanou
563,Tyler Roberts,0,WBFC,Forward,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,T,Tyler,Roberts
564,George Dobson,0,WESTHAM,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,G,George,Dobson
565,Daniel Pudil,0,WFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Daniel,Pudil
566,Moha El Ouriachi,0,STOKEC,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,M,Moha,Ouriachi
567,Baily Cargill,0,BOU,Defender,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,B,Baily,Cargill
568,Tiago Ilori,0,AVILLA,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,T,Tiago,Ilori
569,Joey O'Brien,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,J,Joey,O'Brien
570,Luke Dreher,0,LCFC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Luke,Dreher
571,Julian Speroni,0,LCFC,Goalkeeper,2,0,0,0,0,0,0,19,0,0,0,0,6,4,0,J,Julian,Speroni
572,Matt Macey,0,ARSL,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,M,Matt,Macey
573,Jamal Blackman,0,CHEL,Goalkeeper,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,J,Jamal,Blackman
574,Daniel Barlaser,0,NEWU,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Daniel,Barlaser
575,Luke Croll,0,LCFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Luke,Croll
576,Marco Amelia,0,CHEL,Goalkeeper,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,M,Marco,Amelia
577,Gerhard Tremmel,0,SWAN,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,G,Gerhard,Tremmel
578,Callum Williams,0,NEWU,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Callum,Williams
579,Joe Cole,0,AVILLA,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,J,Joe,Cole
580,Joe Bennett,0,AVILLA,Defender,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,J,Joe,Bennett
581,Anders Lindegaard,0,WBFC,Goalkeeper,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,A,Anders,Lindegaard
582,Keinan Davis,0,AVILLA,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,K,Keinan,Davis
583,Ryan Fulton,0,LPOOL,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Ryan,Fulton
584,Liam Gibson,0,NEWU,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Liam,Gibson
585,Jindrich Stanek,0,EVER,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Jindrich,Stanek
586,Lynden Gooch,0,SUND,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Lynden,Gooch
587,Mark Schwarzer,0,LEICSC,Goalkeeper,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,M,Mark,Schwarzer
588,Lloyd Dyer,0,WFC,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,L,Lloyd,Dyer
589,Jason Denayer,0,MCFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Jason,Denayer
590,Marcus Browne,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Marcus,Browne
591,Donald Love,0,MUFC,Defender,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,D,Donald,Love
592,Cameron Humphreys-Grant,0,MCFC,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,C,Cameron,Humphreys-Grant
593,Aiden McGeady,0,EVER,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Aiden,McGeady
594,Aleix Garcia,0,MCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Aleix,Garcia
595,Jack Rose,0,WBFC,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,J,Jack,Rose
596,Richard Wright,0,MCFC,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,R,Richard,Wright
597,Brown Ideye,0,WBFC,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,B,Brown,Ideye
598,Doneil Henry,0,WESTHAM,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,D,Doneil,Henry
599,Gabriele Angella,0,WFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,G,Gabriele,Angella
600,Freddie Woodman,0,NEWU,Goalkeeper,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,F,Freddie,Woodman
601,Joe Riley,0,MUFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Joe,Riley
602,Mason Holgate,0,EVER,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,M,Mason,Holgate
603,Giedrius Arlauskis,0,WFC,Goalkeeper,0,0,0,0,0,0,0,19,1,0,0,0,2,1,0,G,Giedrius,Arlauskis
604,Matej Vydra,0,WFC,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,M,Matej,Vydra
605,Dean Hammond,0,LEICSC,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,D,Dean,Hammond
606,Jeff Reine-Adelaide,0,ARSL,Forward,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,J,Jeff,Reine-Adelaide
607,Joe Rothwell,0,MUFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Joe,Rothwell
608,Olufela Olomola,0,SOTOM,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,Olufela,Olomola
609,Sam Johnstone,0,MUFC,Goalkeeper,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,S,Sam,Johnstone
610,Axel Tuanzebe,0,MUFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,A,Axel,Tuanzebe
611,Mikael Mandron,0,SUND,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Mikael,Mandron
612,Pablo Maffeo,0,MCFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,P,Pablo,Maffeo
613,Kyle Walker-Peters,0,SPURS,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,K,Kyle,Walker-Peters
614,Temitayo Aina,0,CHEL,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,Temitayo,Aina
615,Mike Williamson,0,NEWU,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,M,Mike,Williamson
616,Kasey Palmer,0,CHEL,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,K,Kasey,Palmer
617,Rhoys Wiggins,0,BOU,Defender,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,R,Rhoys,Wiggins
618,Martin Samuelsen,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Martin,Samuelsen
619,Charlie Colkett,0,CHEL,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Charlie,Colkett
620,Jose Tasende,0,MCFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Jose,Tasende
621,Raphael Spiegel,0,WESTHAM,Goalkeeper,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,R,Raphael,Spiegel
622,Kyle Knoyle,0,WESTHAM,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,K,Kyle,Knoyle
623,Elliott Lee,0,WESTHAM,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,E,Elliott,Lee
624,Oliver Shenton,0,STOKEC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O,Oliver,Shenton
625,Daniel Bachmann,0,STOKEC,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,D,Daniel,Bachmann
626,Alex Palmer,0,WBFC,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Alex,Palmer
627,Rene Gilmartin,0,WFC,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,R,Rene,Gilmartin
628,Jonny Maddison,0,LEICSC,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jonny,Maddison
629,Sean Goss,0,MUFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S,Sean,Goss
630,Jerome Sinclair,0,LPOOL,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jerome,Sinclair
631,Nathan Baker,0,AVILLA,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,N,Nathan,Baker
632,Niall Mason,0,AVILLA,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N,Niall,Mason
633,Kenji Gorre,0,SWAN,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,K,Kenji,Gorre
634,Ricky van Wolfswinkel,0,NCFC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Ricky,Wolfswinkel
635,Emanuele Giaccherini,0,SUND,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,E,Emanuele,Giaccherini
636,Tommy Hoban,0,WFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,T,Tommy,Hoban
637,Ryan Seager,0,SOTOM,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,R,Ryan,Seager
