,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
427,Apostolos Vellios,9,EVER,Forward,0,0,1,0,0,0,0,15,6,0,0,0,0,0,0,A,Apostolos,Vellios
428,Kerim Frei Koyunlu,9,FFC,Midfielder,2,0,0,0,0,0,0,10,5,2,0,0,0,0,0,K,Kerim,Koyunlu
429,Gabriel Tamas,9,WBFC,Defender,7,0,0,0,0,3,0,25,4,2,0,0,17,6,0,G,Gabriel,Tamas
430,Nathan Ake,8,CHEL,Defender,1,0,0,0,2,0,0,11,2,0,0,0,1,0,0,N,Nathan,Ake
431,Emanuel Pogatetz,8,WESTHAM,Defender,1,0,0,0,3,2,0,12,5,0,0,0,6,3,0,E,Emanuel,Pogatetz
432,Angelo Henriquez,8,WAFC,Forward,0,1,0,0,0,1,0,17,4,0,0,0,0,0,0,A,Angelo,Henriquez
433,Mauro Boselli,8,WAFC,Forward,1,0,0,0,0,0,0,22,6,1,0,0,0,0,0,M,Mauro,Boselli
434,Andrew Johnson,8,QPR,Forward,2,0,1,0,0,0,0,2,1,1,0,0,0,0,0,A,Andrew,Johnson
435,Andrew Surman,8,NCFC,Midfielder,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,A,Andrew,Surman
436,Jan Mucha,8,EVER,Goalkeeper,2,0,0,1,0,0,0,36,0,0,0,0,1,0,0,J,Jan,Mucha
437,George Thorne,8,WBFC,Midfielder,3,0,0,0,0,0,0,2,2,1,0,0,0,0,0,G,George,Thorne
438,Tom Carroll,7,SPURS,Midfielder,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,T,Tom,Carroll
439,Ross Barkley,7,EVER,Midfielder,2,0,0,0,0,2,0,17,5,2,0,0,0,0,0,R,Ross,Barkley
440,Nick Powell,7,MUFC,Forward,0,1,0,0,0,0,0,7,2,0,0,0,0,0,0,N,Nick,Powell
441,Roland Lamah,6,SWAN,Forward,1,0,0,0,0,0,0,11,4,1,0,0,0,0,0,R,Roland,Lamah
442,Andrey Arshavin,6,ARSL,Forward,0,0,0,0,0,1,0,12,7,0,0,0,0,0,0,A,Andrey,Arshavin
443,Tal Ben Haim,6,QPR,Defender,2,0,0,0,1,0,0,8,1,0,0,0,3,1,0,T,Tal,Haim
444,Sebastian Coates,6,LPOOL,Defender,2,0,0,0,1,0,0,20,3,0,0,0,7,3,0,S,Sebastian,Coates
445,Kader Mangane,6,SUND,Defender,0,0,0,0,2,0,0,13,2,0,0,0,0,0,0,K,Kader,Mangane
446,Matthew Upson,5,STOKEC,Defender,1,1,0,0,0,0,0,22,0,0,0,0,3,2,0,M,Matthew,Upson
447,Harry Kane,5,SPURS,Forward,1,0,0,0,0,0,0,6,3,1,0,0,0,0,0,H,Harry,Kane
448,Marouane Chamakh,5,ARSL,Forward,2,0,0,0,0,0,0,10,1,2,0,0,0,0,0,M,Marouane,Chamakh
449,Jordan Spence,5,WESTHAM,Defender,0,0,0,0,1,0,0,10,4,0,0,0,4,1,0,J,Jordan,Spence
450,Jordan Ibe,5,LPOOL,Midfielder,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,J,Jordan,Ibe
451,Ryo Miyaichi,4,WAFC,Forward,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,R,Ryo,Miyaichi
452,Shaun Cummings,4,RFC,Defender,9,0,0,0,0,1,0,13,0,0,0,0,22,13,0,S,Shaun,Cummings
453,Matthew Briggs,4,FFC,Defender,3,0,0,0,0,0,0,8,2,0,0,0,9,4,0,M,Matthew,Briggs
454,Wilson Palacios,4,STOKEC,Midfielder,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,W,Wilson,Palacios
455,Martin Kelly,4,LPOOL,Defender,4,0,0,0,0,0,0,1,0,1,0,0,8,4,0,M,Martin,Kelly
456,Karim Rekik,4,MCFC,Defender,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,K,Karim,Rekik
457,Oussama Assaidi,4,LPOOL,Forward,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,O,Oussama,Assaidi
458,Simon Dawkins,4,AVILLA,Forward,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,S,Simon,Dawkins
459,Raul Meireles,4,CHEL,Midfielder,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,R,Raul,Meireles
460,Daniel Carrico,4,RFC,Defender,1,0,0,0,1,0,0,6,2,1,0,0,4,2,0,D,Daniel,Carrico
461,Kieron Dyer,4,QPR,Midfielder,1,0,0,0,0,1,0,7,3,0,0,0,0,0,0,K,Kieron,Dyer
462,Paulo Ferreira,4,CHEL,Defender,0,0,0,0,1,0,0,21,2,0,0,0,1,0,0,P,Paulo,Ferreira
463,Ross Turnbull,4,CHEL,Goalkeeper,2,0,0,0,0,0,0,36,1,0,0,0,4,1,0,R,Ross,Turnbull
464,Ben Reeves,3,SOTOM,Midfielder,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,B,Ben,Reeves
465,Steve de Ridder,3,SOTOM,Midfielder,0,0,0,0,0,1,0,7,4,0,0,0,0,0,0,S,Steve,Ridder
466,David Meyler,3,SUND,Midfielder,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,D,David,Meyler
467,Alou Diarra,3,WESTHAM,Midfielder,1,0,0,0,0,1,0,9,2,0,0,0,0,0,0,A,Alou,Diarra
468,Alex Smith,3,FFC,Defender,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,A,Alex,Smith
469,Ignasi Miquel,3,ARSL,Defender,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,I,Ignasi,Miquel
470,Gonzalo Jara,3,WBFC,Defender,0,0,1,0,0,0,0,8,1,0,0,0,2,1,0,G,Gonzalo,Jara
471,David Stockdale,3,FFC,Goalkeeper,2,0,0,0,0,0,0,15,0,0,0,0,3,1,0,D,David,Stockdale
472,Dan Gosling,3,NEWU,Midfielder,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,D,Dan,Gosling
473,Rafael van der Vaart,3,SPURS,Midfielder,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,R,Rafael,Vaart
474,James McFadden,3,SUND,Forward,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,J,James,McFadden
475,Abdul Razak,3,MCFC,Midfielder,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,A,Abdul,Razak
476,Adam Campbell,3,NEWU,Forward,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,A,Adam,Campbell
477,Richard Chaplow,3,SOTOM,Midfielder,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,R,Richard,Chaplow
478,Billy Sharp,2,SOTOM,Forward,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,B,Billy,Sharp
479,Nigel De Jong,2,MCFC,Midfielder,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N,Nigel,Jong
480,Brek Shea,2,STOKEC,Midfielder,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,B,Brek,Shea
481,Pajtim Kasami,2,FFC,Midfielder,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,P,Pajtim,Kasami
482,Frazer Richardson,2,SOTOM,Defender,2,0,0,0,0,0,0,14,3,1,0,0,10,5,0,F,Frazer,Richardson
483,Craig Dawson,2,WBFC,Defender,1,0,0,0,0,0,0,13,0,0,0,0,1,0,0,C,Craig,Dawson
484,Jermaine Pennant,2,STOKEC,Midfielder,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,J,Jermaine,Pennant
485,Magaye Gueye,2,EVER,Forward,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,M,Magaye,Gueye
486,Ahmed Elmohamady,2,SUND,Midfielder,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,A,Ahmed,Elmohamady
487,Lee Camp,2,NCFC,Goalkeeper,1,0,0,0,0,1,0,12,2,0,0,0,4,1,0,L,Lee,Camp
488,Nathan Delfouneso,2,AVILLA,Forward,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,Nathan,Delfouneso
489,Lucas Piazon,2,CHEL,Forward,0,0,1,0,0,0,0,6,1,0,0,1,0,0,0,L,Lucas,Piazon
490,Stuart Taylor,2,RFC,Goalkeeper,4,0,0,0,0,0,0,29,0,0,0,0,10,6,0,S,Stuart,Taylor
491,Shay Given,2,AVILLA,Goalkeeper,2,0,0,0,0,0,0,33,0,0,0,0,4,2,0,S,Shay,Given
492,Gary Gardner,2,AVILLA,Midfielder,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,G,Gary,Gardner
493,Nile Ranger,2,NEWU,Forward,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,N,Nile,Ranger
494,David Fox,2,NCFC,Midfielder,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,D,David,Fox
495,Michael Harriman,2,QPR,Defender,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,M,Michael,Harriman
496,Piscu,1,WAFC,Defender,3,0,0,0,0,1,0,4,2,0,0,0,11,6,0,P,Piscu,Piscu
497,Adam Mitchell,1,SUND,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,A,Adam,Mitchell
498,Roman Golobart,1,WAFC,Defender,2,0,0,0,0,1,0,16,1,0,0,0,6,3,0,R,Roman,Golobart
499,Serge Gnabry,1,ARSL,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,S,Serge,Gnabry
500,Alan Tate,1,SWAN,Defender,2,0,0,0,0,0,0,6,1,1,0,0,7,4,0,A,Alan,Tate
501,Younes Kaboul,1,SPURS,Defender,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,Y,Younes,Kaboul
502,Fraser Fyvie,1,WAFC,Midfielder,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,F,Fraser,Fyvie
503,Derrick Williams,1,AVILLA,Defender,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,D,Derrick,Williams
504,Shane Duffy,1,EVER,Defender,0,0,0,0,0,0,0,23,1,0,0,0,1,0,0,S,Shane,Duffy
505,Robert Hall,1,WESTHAM,Forward,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,R,Robert,Hall
506,Maurice Edu,1,STOKEC,Midfielder,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,M,Maurice,Edu
507,Mark Gower,1,SWAN,Midfielder,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,M,Mark,Gower
508,Billy Knott,1,SUND,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,B,Billy,Knott
509,Conor Coady,1,LPOOL,Defender,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,C,Conor,Coady
510,Rory Delap,1,STOKEC,Midfielder,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,R,Rory,Delap
511,Dominic Samuel,1,RFC,Forward,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,D,Dominic,Samuel
512,Chris Martin,1,NCFC,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,C,Chris,Martin
513,Ryan Taylor,1,NEWU,Midfielder,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,R,Ryan,Taylor
514,Mikael Mandron,1,SUND,Forward,0,0,0,0,0,1,0,8,2,0,0,0,0,0,0,M,Mikael,Mandron
515,Brynjar Gunnarsson,0,RFC,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,B,Brynjar,Gunnarsson
516,Daniel Seaborne,0,SOTOM,Defender,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,D,Daniel,Seaborne
517,Declan Rudd,0,NCFC,Goalkeeper,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,D,Declan,Rudd
518,George Moncur,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,G,George,Moncur
519,Rafik Halliche,0,FFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,R,Rafik,Halliche
520,Cameron Lancaster,0,SPURS,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Cameron,Lancaster
521,Stefan Savic,0,MCFC,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,S,Stefan,Savic
522,Sam Johnstone,0,MUFC,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,S,Sam,Johnstone
523,Sebastian Lletget,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,S,Sebastian,Lletget
524,Jordan Mustoe,0,WAFC,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Jordan,Mustoe
525,James Vaughan,0,NCFC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,James,Vaughan
526,Graham Burke,0,AVILLA,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,G,Graham,Burke
527,Daniel Redmond,0,WAFC,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,D,Daniel,Redmond
528,Vegard Forren,0,SOTOM,Defender,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,V,Vegard,Forren
529,Matthias Fanimo,0,WESTHAM,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Matthias,Fanimo
530,Massadio Haidara,0,NEWU,Defender,2,0,0,0,0,0,0,4,2,2,0,0,10,6,0,M,Massadio,Haidara
531,Sebastien Squillaci,0,ARSL,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,S,Sebastien,Squillaci
532,Charles Banya,0,FFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Charles,Banya
533,Rory Donnelly,0,SWAN,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,R,Rory,Donnelly
534,Peter Gulacsi,0,LPOOL,Goalkeeper,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,P,Peter,Gulacsi
535,Donervon Daniels,0,WBFC,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,D,Donervon,Daniels
536,Albert Crusat,0,WAFC,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,A,Albert,Crusat
537,Luke Daniels,0,WBFC,Goalkeeper,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,L,Luke,Daniels
538,Costel Pantilimon,0,MCFC,Goalkeeper,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,C,Costel,Pantilimon
539,Leroy Lita,0,SWAN,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Leroy,Lita
540,Hogan Ephraim,0,QPR,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,H,Hogan,Ephraim
541,Tadanari Lee,0,SOTOM,Forward,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,T,Tadanari,Lee
542,Ryan Watson,0,WAFC,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,R,Ryan,Watson
543,Adam Morgan,0,LPOOL,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Adam,Morgan
544,Jordan Obita,0,RFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jordan,Obita
545,Scott Wootton,0,MUFC,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,S,Scott,Wootton
546,Liam Marrs,0,SUND,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,L,Liam,Marrs
547,Jamie Ness,0,STOKEC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jamie,Ness
548,David Cornell,0,SWAN,Goalkeeper,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,D,David,Cornell
549,Mason Springthorpe,0,EVER,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,M,Mason,Springthorpe
550,Francisco Junior,0,EVER,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,F,Francisco,Junior
551,Max Ehmer,0,QPR,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,M,Max,Ehmer
552,Mehdi Abeid,0,NEWU,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,M,Mehdi,Abeid
553,Neil Etheridge,0,FFC,Goalkeeper,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,N,Neil,Etheridge
554,Wellington Paulista,0,WESTHAM,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,W,Wellington,Paulista
555,Ben Amos,0,MUFC,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,B,Ben,Amos
556,Nicky Maynard,0,WESTHAM,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,N,Nicky,Maynard
557,Matthew Kennedy,0,EVER,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,M,Matthew,Kennedy
558,Leo Chambers,0,WESTHAM,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,L,Leo,Chambers
559,Raphael Spiegel,0,WESTHAM,Goalkeeper,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,R,Raphael,Spiegel
560,Denis Suarez,0,MCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Denis,Suarez
561,Mickael Tavares,0,FFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Mickael,Tavares
562,Jazz Richards,0,SWAN,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,J,Jazz,Richards
563,Thomas Sorensen,0,STOKEC,Goalkeeper,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,T,Thomas,Sorensen
564,Keiren Westwood,0,SUND,Goalkeeper,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,K,Keiren,Westwood
565,Stephen Dobbie,0,SWAN,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S,Stephen,Dobbie
566,Jak Alnwick,0,NEWU,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,J,Jak,Alnwick
567,George Evans,0,MCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,G,George,Evans
568,Emiliano Martinez,0,ARSL,Goalkeeper,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,E,Emiliano,Martinez
569,Samir Carruthers,0,AVILLA,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,S,Samir,Carruthers
570,Roman Amalfitano,0,NEWU,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,R,Roman,Amalfitano
571,Carlo Cudicini,0,SPURS,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,C,Carlo,Cudicini
572,Stephen Henderson,0,WESTHAM,Goalkeeper,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,S,Stephen,Henderson
573,Remie Streete,0,NEWU,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Remie,Streete
574,Simon Davies,0,FFC,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,S,Simon,Davies
575,Tyias Browning,0,EVER,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,Tyias,Browning
576,Brian Murphy,0,QPR,Goalkeeper,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,B,Brian,Murphy
577,Csaba Somogyi,0,FFC,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Csaba,Somogyi
578,Simon Church,0,RFC,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,S,Simon,Church
579,Elliott Lee,0,WESTHAM,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,E,Elliott,Lee
580,Mike Pollitt,0,WAFC,Goalkeeper,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,M,Mike,Pollitt
581,Korey Smith,0,NCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,K,Korey,Smith
582,Edu Campabadal,0,WAFC,Defender,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,E,Edu,Campabadal
583,Hilario,0,CHEL,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,H,Hilario,Hilario
584,Johan Djourou,0,ARSL,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,J,Johan,Djourou
585,Jack Robinson,0,LPOOL,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,J,Jack,Robinson
586,Marcelo Trotta,0,FFC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Marcelo,Trotta
587,Simon Lappin,0,NCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S,Simon,Lappin
588,John Stones,0,EVER,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,J,John,Stones
589,Dong-Won Ji,0,SUND,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,D,Dong-Won,Ji
590,Yassine El Ghanassy,0,WBFC,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Y,Yassine,Ghanassy
591,DJ Campbell,0,QPR,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,DJ,Campbell
592,Isaiah Brown,0,WBFC,Midfielder,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,I,Isaiah,Brown
593,Andy Marshall,0,AVILLA,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,A,Andy,Marshall
594,Jonathan Henley,0,RFC,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Jonathan,Henley
595,Ryan Mason,0,SPURS,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,R,Ryan,Mason
596,Rony Lopes,0,MCFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Rony,Lopes
597,Curtis Good,0,NEWU,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Curtis,Good
598,Richard Wright,0,MCFC,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,R,Richard,Wright
599,Michael Essien,0,CHEL,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,M,Michael,Essien
600,Cristian Ceballos,0,SPURS,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Cristian,Ceballos
601,Jordan Archer,0,SPURS,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jordan,Archer
602,Adil Nabi,0,WBFC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Adil,Nabi
603,Jordan Laidler,0,SUND,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,J,Jordan,Laidler
604,Iago Falque,0,SPURS,Defender,0,0,0,0,0,0,0,9,1,0,0,0,2,1,0,I,Iago,Falque
605,Kemar Roofe,0,WBFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,K,Kemar,Roofe
606,Jed Steer,0,NCFC,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Jed,Steer
607,Lloyd Jones,0,LPOOL,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Lloyd,Jones
608,Ryan Tunnicliffe,0,MUFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Ryan,Tunnicliffe
609,Florent Cuvelier,0,STOKEC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,F,Florent,Cuvelier
610,Andreas Christensen,0,CHEL,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Andreas,Christensen
611,Lloyd Isgrove,0,SOTOM,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,L,Lloyd,Isgrove
612,Jacob Butterfield,0,NCFC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jacob,Butterfield
613,Calum Chambers,0,SOTOM,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,Calum,Chambers
614,Ryan Fredericks,0,SPURS,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Ryan,Fredericks
615,David Ferguson,0,SUND,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,David,Ferguson
616,Adnan Januzaj,0,MUFC,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Adnan,Januzaj
617,Scott Harrison,0,SUND,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S,Scott,Harrison
618,Kyle Bartley,-1,SWAN,Defender,1,0,0,0,0,0,0,12,1,0,0,0,6,4,0,K,Kyle,Bartley
619,Marc Tierney,-2,NCFC,Defender,1,0,0,0,0,0,0,13,0,0,0,0,5,4,0,M,Marc,Tierney
620,Daniel Potts,-3,WESTHAM,Defender,1,0,0,0,0,0,0,4,1,0,0,0,8,6,0,D,Daniel,Potts
621,James Tavernier,-5,NEWU,Defender,0,0,0,0,0,0,0,13,2,0,0,0,9,7,0,J,James,Tavernier
622,Stefan Kiessling,213,BL1,Forward,34,25,7,0,0,1,0,0,0,8,0,0,0,0,0,S,Stefan,Kiessling
623,Robert Lewandowski,188,BD1,Forward,29,24,5,0,0,2,1,3,2,1,0,1,0,0,0,R,Robert,Lewandowski
624,Thomas Muller,160,BM1,Forward,25,13,14,0,0,0,0,5,3,10,0,0,0,0,0,T,Thomas,Muller
625,Philipp Lahm,159,BM1,Defender,28,0,11,18,1,0,0,2,1,2,0,0,15,5,0,P,Philipp,Lahm
626,Marco Reus,152,BD1,Midfielder,27,14,9,0,0,4,0,5,5,13,0,0,0,0,0,M,Marco,Reus
627,Alexander Meier,147,EF,Midfielder,31,16,3,0,0,4,0,0,0,3,0,0,0,0,0,A,Alexander,Meier
628,Max Kruse,145,SCF,Midfielder,33,11,8,0,0,1,0,1,1,7,0,0,0,0,0,M,Max,Kruse
629,Andre Schurrle,142,BL1,Forward,34,11,7,0,0,2,0,0,0,19,0,0,0,0,0,A,Andre,Schurrle
630,Kevin De Bruyne,139,WB1,Midfielder,33,10,9,0,0,4,0,0,0,1,0,0,0,0,0,K,Kevin,Bruyne
631,Franck Ribery,138,BM1,Midfielder,24,10,13,0,0,2,0,3,3,8,0,0,0,0,0,F,Franck,Ribery
632,Jakub Blaszczykowski,135,BD1,Midfielder,23,11,11,0,0,1,0,4,4,16,0,1,0,0,0,J,Jakub,Blaszczykowski
633,Dante,134,BM1,Defender,29,1,1,19,0,4,0,3,0,0,0,0,14,4,0,D,Dante,Dante
634,Jonathan Schmid,133,SCF,Midfielder,33,11,4,0,0,0,0,0,0,7,0,0,0,0,0,J,Jonathan,Schmid
635,Nils Petersen,132,WB1,Forward,30,11,5,0,0,2,0,4,4,8,0,0,0,0,0,N,Nils,Petersen
636,Manuel Neuer,132,BM1,Goalkeeper,31,0,0,18,0,2,0,3,0,0,1,0,18,5,0,M,Manuel,Neuer
637,Stefan Aigner,131,EF,Midfielder,34,9,7,0,0,3,0,0,0,25,0,0,0,0,0,S,Stefan,Aigner
638,Artjoms Rudnevs,128,HSV,Midfielder,26,12,4,0,0,4,0,8,8,7,0,0,0,0,0,A,Artjoms,Rudnevs
639,Diego,128,VFL,Midfielder,32,10,7,0,0,7,0,1,0,1,0,0,0,0,0,D,Diego,Diego
640,Vedad Ibisevic,127,VFB,Forward,30,15,3,0,0,10,1,0,0,5,0,2,0,0,0,V,Vedad,Ibisevic
641,Mame Biram Diouf,127,H96,Forward,24,12,7,0,0,6,0,4,4,10,0,0,0,0,0,M,Mame,Diouf
