,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
213,Jack Wilshere,53,ARSL,Midfielder,22,0,2,0,0,4,0,9,7,7,0,0,0,0,0,J,Jack,Wilshere
214,Lamine Kone,53,SUND,Defender,29,1,0,5,0,4,0,2,1,1,0,0,52,27,0,L,Lamine,Kone
215,Wes Morgan,53,LEICSC,Defender,27,1,0,5,0,3,0,0,0,0,0,0,45,23,0,W,Wes,Morgan
216,Scott Dann,53,LCFC,Defender,19,3,1,2,3,2,0,5,4,1,0,0,37,19,0,S,Scott,Dann
217,Hal Robson-Kanu,52,WBFC,Forward,5,3,2,0,0,3,0,27,24,4,0,0,0,0,0,H,Hal,Robson-Kanu
218,Sofiane Feghouli,52,WESTHAM,Midfielder,11,3,3,0,0,1,1,20,10,6,0,0,0,0,0,S,Sofiane,Feghouli
219,Bacary Sagna,52,MCFC,Defender,14,0,1,6,1,2,0,10,3,1,0,0,16,6,0,B,Bacary,Sagna
220,Marc Pugh,52,BOU,Midfielder,16,2,2,0,0,1,0,9,5,10,0,0,0,0,0,M,Marc,Pugh
221,Younes Kaboul,51,SUND,Defender,23,2,0,3,2,2,0,2,0,5,0,0,37,19,0,Y,Younes,Kaboul
222,Demarai Gray,51,LEICSC,Midfielder,9,1,3,0,0,2,0,29,21,7,0,0,0,0,0,D,Demarai,Gray
223,Jesse Lingard,51,MUFC,Midfielder,18,1,2,0,0,3,0,14,7,15,0,0,0,0,0,J,Jesse,Lingard
224,Claudio Yacob,51,WBFC,Midfielder,27,0,0,0,0,9,0,9,6,6,0,0,0,0,0,C,Claudio,Yacob
225,James Collins,51,WESTHAM,Defender,19,2,0,6,0,3,0,12,3,1,0,0,37,21,0,J,James,Collins
226,Glenn Whelan,51,STOKEC,Midfielder,26,0,1,0,0,5,0,9,4,7,0,0,0,0,1,G,Glenn,Whelan
227,Steven Defour,50,BUR,Midfielder,16,1,3,0,0,1,0,13,5,16,0,0,0,0,0,S,Steven,Defour
228,Vincent Janssen,50,SPURS,Forward,7,2,2,0,0,0,0,24,20,4,0,0,0,0,0,V,Vincent,Janssen
229,Glen Johnson,50,STOKEC,Defender,21,0,0,6,1,1,0,4,2,0,0,0,35,19,0,G,Glen,Johnson
230,Aaron Ramsey,50,ARSL,Midfielder,13,1,4,0,0,3,0,11,10,3,0,0,0,0,0,A,Aaron,Ramsey
231,Mame Biram Diouf,50,STOKEC,Forward,15,1,2,0,0,3,0,17,12,9,0,0,0,0,0,M,Mame,Diouf
232,Enner Valencia,49,WESTHAM,Midfielder,8,3,1,0,0,1,0,27,16,7,0,0,0,0,0,E,Enner,Valencia
233,Michy Batshuayi,49,CHEL,Forward,1,5,1,0,0,0,0,36,19,1,0,0,0,0,0,M,Michy,Batshuayi
234,James McClean,49,WBFC,Midfielder,13,1,2,0,0,9,0,24,21,8,0,0,0,0,0,J,James,McClean
235,Tom Cleverley,49,EVER,Midfielder,20,0,2,0,0,4,0,15,7,4,0,0,0,0,0,T,Tom,Cleverley
236,Jordan Pickford,49,SUND,Goalkeeper,29,0,0,4,0,0,0,2,0,0,0,0,50,25,0,J,Jordan,Pickford
237,Andrew Robertson,48,HULL,Defender,31,1,2,5,0,5,0,3,2,2,0,0,70,42,0,A,Andrew,Robertson
238,Charlie Adam,48,STOKEC,Midfielder,17,1,3,0,0,7,0,21,7,11,0,0,0,0,0,C,Charlie,Adam
239,Adnan Januzaj,48,SUND,Midfielder,18,0,3,0,0,4,0,13,7,8,0,0,0,0,0,A,Adnan,Januzaj
240,Nolito,48,MCFC,Forward,9,4,2,0,0,3,1,17,10,7,0,0,0,0,0,N,Nolito,Nolito
241,Fabio Borini,48,SUND,Forward,19,2,0,0,0,5,0,7,5,5,0,0,0,0,0,F,Fabio,Borini
242,George Friend,48,MFC,Defender,20,0,2,4,2,4,0,4,4,0,0,0,36,18,0,G,George,Friend
243,Tom Huddlestone,48,HULL,Midfielder,23,1,0,0,0,5,1,12,8,7,0,0,0,0,1,T,Tom,Huddlestone
244,Mason Holgate,48,EVER,Defender,16,0,1,5,1,2,0,22,2,3,0,0,21,9,0,M,Mason,Holgate
245,Geoff Cameron,47,STOKEC,Defender,18,0,1,6,0,1,0,3,1,0,0,0,29,16,0,G,Geoff,Cameron
246,Wilfred Ndidi,47,LEICSC,Midfielder,17,2,1,0,0,0,0,0,0,1,0,0,0,0,0,W,Wilfred,Ndidi
247,Dean Marney,46,BUR,Midfielder,21,1,2,0,0,7,0,0,0,6,0,0,0,0,0,D,Dean,Marney
248,Daniel Amartey,46,LEICSC,Midfielder,17,1,1,0,0,3,0,17,7,0,0,0,0,0,0,D,Daniel,Amartey
249,Francis Coquelin,46,ARSL,Midfielder,22,0,0,0,0,5,0,13,7,13,0,0,0,0,0,F,Francis,Coquelin
250,Oumar Niasse,46,HULL,Forward,12,4,1,0,0,3,1,5,5,3,0,0,0,0,0,O,Oumar,Niasse
251,Valon Behrami,46,WFC,Midfielder,26,0,0,0,0,7,0,5,1,9,0,0,0,0,0,V,Valon,Behrami
252,Jack Stephens,46,SOTOM,Defender,15,0,1,6,1,1,0,5,2,0,0,0,24,14,0,J,Jack,Stephens
253,Maarten Stekelenburg,46,EVER,Goalkeeper,19,0,0,3,0,2,0,13,0,1,2,0,25,9,1,M,Maarten,Stekelenburg
254,Victor Anichebe,45,SUND,Forward,14,3,0,0,0,2,0,6,4,2,0,0,0,0,0,V,Victor,Anichebe
255,Harry Maguire,45,HULL,Defender,25,2,2,4,0,5,0,9,4,3,0,0,61,36,0,H,Harry,Maguire
256,Jason Denayer,45,SUND,Defender,22,0,0,5,1,2,0,3,2,5,0,0,36,18,1,J,Jason,Denayer
257,Dan Gosling,45,BOU,Midfielder,14,2,0,0,0,6,0,19,13,4,0,0,0,0,0,D,Dan,Gosling
258,Adama Traore,45,MFC,Midfielder,16,0,1,0,0,1,0,18,11,7,0,0,0,0,0,A,Adama,Traore
259,M'Baye Niang,45,WFC,Forward,15,2,2,0,0,2,0,1,1,9,0,0,0,0,0,M,M'Baye,Niang
260,Martin Olsson,45,SWAN,Defender,14,2,0,4,0,2,0,1,1,2,0,0,19,8,0,M,Martin,Olsson
261,Vincent Kompany,45,MCFC,Defender,10,3,0,4,0,5,0,10,1,3,0,0,9,2,0,V,Vincent,Kompany
262,Stefano Okaka,44,WFC,Forward,10,4,0,0,0,5,0,13,9,5,0,0,0,0,0,S,Stefano,Okaka
263,John O'Shea,44,SUND,Defender,26,0,1,3,3,5,0,8,2,5,0,0,48,26,0,J,John,O'Shea
264,Daniel Sturridge,44,LPOOL,Forward,7,3,1,0,0,1,0,20,13,7,0,0,0,0,0,D,Daniel,Sturridge
265,Adama Diomande,44,HULL,Forward,13,2,0,0,0,1,0,16,9,6,0,0,0,0,0,A,Adama,Diomande
266,Pedro Obiang,44,WESTHAM,Midfielder,21,1,1,0,0,7,0,7,1,5,0,0,0,0,0,P,Pedro,Obiang
267,Tom Carroll,44,SPURS,Midfielder,16,1,2,0,0,1,0,2,2,4,0,0,0,0,0,T,Tom,Carroll
268,Andrew Surman,44,BOU,Midfielder,21,0,1,0,0,2,0,1,1,3,0,0,0,0,0,A,Andrew,Surman
269,Darren Randolph,43,WESTHAM,Goalkeeper,22,0,0,4,0,1,0,14,0,0,1,0,39,21,0,D,Darren,Randolph
270,Kieran Trippier,43,SPURS,Defender,6,0,5,2,2,1,0,23,6,2,0,0,9,1,0,K,Kieran,Trippier
271,Jack Cork,42,SWAN,Midfielder,25,0,0,0,0,7,0,11,5,6,0,0,0,0,2,J,Jack,Cork
272,Damien Delaney,42,LCFC,Defender,21,0,2,2,3,8,0,15,9,2,0,0,46,21,0,D,Damien,Delaney
273,Fabio Da Silva,42,MFC,Defender,21,0,0,4,3,8,0,7,3,5,0,0,34,17,0,F,Fabio,Silva
274,Lucas Leiva,41,LPOOL,Midfielder,12,0,3,0,0,4,0,23,12,3,0,0,0,0,0,L,Lucas,Leiva
275,Billy Jones,41,SUND,Defender,25,1,0,5,0,8,0,3,2,3,0,0,50,28,0,B,Billy,Jones
276,Daryl Janmaat,41,WFC,Defender,18,2,1,1,3,2,0,9,9,6,0,0,48,25,0,D,Daryl,Janmaat
277,Pablo Zabaleta,40,MCFC,Defender,11,1,1,2,2,2,0,21,9,3,0,0,25,9,0,P,Pablo,Zabaleta
278,Yannick Bolasie,40,LCFC,Midfielder,12,1,4,0,0,3,0,2,2,6,0,0,0,0,0,Y,Yannick,Bolasie
279,Johann Berg Gudmundsson,40,BUR,Midfielder,10,1,2,0,0,1,0,14,10,7,0,0,0,0,0,J,Johann,Gudmundsson
280,Adrian,40,WESTHAM,Goalkeeper,16,0,0,6,0,1,0,22,0,0,0,0,25,15,0,A,Adrian,Adrian
281,Danny Welbeck,40,ARSL,Forward,8,2,2,0,0,0,0,8,8,6,0,0,0,0,0,D,Danny,Welbeck
282,Angelo Obinze Ogbonna,40,WESTHAM,Defender,20,0,0,4,1,2,0,4,0,1,0,0,31,16,0,A,Angelo,Ogbonna
283,Nathan Ake,40,BOU,Defender,9,3,1,3,1,1,0,19,3,0,0,0,20,12,0,N,Nathan,Ake
284,Andy King,39,LEICSC,Midfielder,15,1,0,0,0,4,0,22,8,5,0,0,0,0,0,A,Andy,King
285,Ragnar Klavan,39,LPOOL,Defender,15,0,0,3,2,3,0,18,5,0,0,0,24,9,0,R,Ragnar,Klavan
286,Marouane Fellaini,39,MUFC,Midfielder,18,1,0,0,0,9,1,14,10,4,0,0,0,0,0,M,Marouane,Fellaini
287,Martin Kelly,39,LCFC,Defender,25,0,2,2,1,4,0,8,4,10,0,0,53,27,0,M,Martin,Kelly
288,Michael Carrick,39,MUFC,Midfielder,18,0,0,0,0,2,0,15,5,4,0,0,0,0,0,M,Michael,Carrick
289,Odion Ighalo,39,WFC,Forward,14,1,1,0,0,1,0,8,4,4,0,0,0,0,0,O,Odion,Ighalo
290,Andrea Ranocchia,38,HULL,Defender,15,2,2,3,1,2,0,1,1,1,0,0,33,21,0,A,Andrea,Ranocchia
291,Manolo Gabbiadini,38,SOTOM,Forward,10,4,0,0,0,1,0,1,1,8,0,1,0,0,0,M,Manolo,Gabbiadini
292,Jordan Ibe,38,BOU,Midfielder,13,0,0,0,0,0,0,21,12,13,0,0,0,0,0,J,Jordan,Ibe
293,Kamil Grosicki,38,HULL,Midfielder,12,0,4,0,0,1,0,3,3,5,0,0,0,0,0,K,Kamil,Grosicki
294,Ilkay Gundogan,37,MCFC,Midfielder,9,3,1,0,0,0,0,1,1,7,0,0,0,0,0,I,Ilkay,Gundogan
295,Ahmed Musa,37,LEICSC,Midfielder,7,2,0,0,0,1,0,25,14,6,0,0,0,0,0,A,Ahmed,Musa
296,Gabriel Paulista,37,ARSL,Defender,15,0,0,5,0,6,0,17,4,2,0,0,25,11,0,G,Gabriel,Paulista
297,Jesus Navas,37,MCFC,Midfielder,12,0,1,0,0,2,0,21,12,6,0,0,0,0,0,J,Jesus,Navas
298,Kieran Gibbs,37,ARSL,Defender,8,0,1,3,4,3,0,23,3,3,0,0,6,2,0,K,Kieran,Gibbs
299,Roberto Pereyra,36,WFC,Midfielder,12,2,2,0,0,2,1,1,1,3,0,0,0,0,0,R,Roberto,Pereyra
300,Sofiane Boufal,36,SOTOM,Midfielder,12,1,0,0,0,5,0,12,12,10,0,0,0,0,0,S,Sofiane,Boufal
301,Moussa Sissoko,36,SPURS,Midfielder,8,0,2,0,0,3,0,23,17,7,0,0,0,0,0,M,Moussa,Sissoko
302,Jack Rodwell,36,SUND,Midfielder,17,0,1,0,0,4,0,8,3,4,0,0,0,0,0,J,Jack,Rodwell
303,Sung-Yueng Ki,36,SWAN,Midfielder,13,0,1,0,0,3,0,12,10,6,0,0,0,0,0,S,Sung-Yueng,Ki
304,Jordan Ayew,36,SWAN,Forward,9,1,3,0,0,1,0,5,5,3,0,0,0,0,0,J,Jordan,Ayew
305,Modou Barrow,35,SWAN,Forward,12,0,2,0,0,1,0,7,6,9,0,0,0,0,0,M,Modou,Barrow
306,Luke Shaw,35,MUFC,Defender,9,0,1,3,2,1,0,6,2,5,0,0,9,3,0,L,Luke,Shaw
307,Marc Muniesa,35,STOKEC,Defender,7,1,0,3,3,2,0,23,3,0,0,0,7,3,0,M,Marc,Muniesa
308,Abdoulaye Doucoure,35,WFC,Midfielder,14,1,0,0,0,4,0,10,6,3,0,0,0,0,0,A,Abdoulaye,Doucoure
309,Joe Ledley,35,LCFC,Midfielder,13,1,0,0,0,1,0,9,5,7,0,0,0,0,0,J,Joe,Ledley
310,Luka Milivojevic,34,LCFC,Midfielder,14,2,0,0,0,4,0,0,0,3,0,0,0,0,0,L,Luka,Milivojevic
311,Sebastian Larsson,34,SUND,Midfielder,17,0,1,0,0,4,1,6,4,5,0,0,0,0,0,S,Sebastian,Larsson
312,Pierre-Emile Hojbjerg,34,SOTOM,Midfielder,14,0,0,0,0,2,0,20,8,6,0,0,0,0,0,P,Pierre-Emile,Hojbjerg
313,Jordy Clasie,33,SOTOM,Midfielder,12,1,1,0,0,3,0,19,4,9,0,0,0,0,0,J,Jordy,Clasie
314,Morgan Schneiderlin,32,MUFC,Midfielder,12,1,0,0,0,2,0,9,5,2,0,0,0,0,0,M,Morgan,Schneiderlin
315,David Meyler,32,HULL,Midfielder,9,1,0,0,0,2,0,22,11,3,0,0,0,0,0,D,David,Meyler
316,Edimilson Fernandes,32,WESTHAM,Midfielder,8,0,0,0,0,4,0,25,20,3,0,0,0,0,0,E,Edimilson,Fernandes
317,Robert Brady,31,BUR,Midfielder,7,1,2,0,0,1,0,8,7,4,0,0,0,0,0,R,Robert,Brady
318,Harry Winks,31,SPURS,Midfielder,3,1,1,0,0,1,0,24,18,1,0,0,0,0,0,H,Harry,Winks
319,Jeffrey Schlupp,31,LEICSC,Forward,12,0,0,0,0,0,0,13,7,4,0,0,0,0,0,J,Jeffrey,Schlupp
320,Michael Dawson,30,HULL,Defender,19,3,0,1,2,4,0,5,3,0,0,0,46,27,1,M,Michael,Dawson
321,Lazar Markovic,30,HULL,Midfielder,12,2,0,0,0,4,0,0,0,7,0,0,0,0,0,L,Lazar,Markovic
322,Duncan Watmore,30,SUND,Midfielder,11,0,2,0,0,1,0,3,3,8,0,0,0,0,0,D,Duncan,Watmore
323,Harvard Nordtveit,30,WESTHAM,Defender,11,0,1,2,4,2,0,17,5,3,0,0,24,14,0,H,Harvard,Nordtveit
324,Philip Bardsley,29,STOKEC,Defender,14,0,0,2,2,5,0,13,1,3,0,0,18,7,0,P,Philip,Bardsley
325,Santi Cazorla,29,ARSL,Midfielder,7,2,2,0,0,2,0,1,1,2,0,0,0,0,0,S,Santi,Cazorla
326,Leon Britton,29,SWAN,Midfielder,16,0,0,0,0,3,0,9,0,13,0,0,0,0,0,L,Leon,Britton
327,Mamadou Sakho,29,LCFC,Defender,8,0,0,4,0,0,0,2,0,1,0,0,7,3,0,M,Mamadou,Sakho
328,Ryan Mason,28,SPURS,Midfielder,11,1,0,0,0,4,0,9,5,7,0,0,0,0,0,R,Ryan,Mason
329,Rob Holding,28,ARSL,Defender,9,0,0,4,0,3,0,12,0,0,0,0,8,3,0,R,Rob,Holding
330,Alfred N'Diaye,28,HULL,Midfielder,15,1,0,0,0,7,0,0,0,4,0,0,0,0,0,A,Alfred,N'Diaye
331,Wilfried Bony,28,STOKEC,Forward,9,2,0,0,0,1,0,9,1,7,0,0,0,0,0,W,Wilfried,Bony
332,Viktor Fischer,28,MFC,Midfielder,6,0,3,0,0,0,0,18,7,5,0,0,0,0,0,V,Viktor,Fischer
333,Javi Manquillo,28,SUND,Defender,15,1,0,2,0,2,0,17,5,2,0,0,36,18,0,J,Javi,Manquillo
334,Daniel Ayala,28,MFC,Defender,11,1,0,3,1,3,0,10,3,2,0,0,23,13,0,D,Daniel,Ayala
335,Christian Kabasele,27,WFC,Defender,7,2,0,1,3,1,0,15,9,4,0,0,27,15,0,C,Christian,Kabasele
336,Loris Karius,27,LPOOL,Goalkeeper,10,0,0,3,0,0,0,25,0,0,0,0,12,5,0,L,Loris,Karius
337,Borja Gonzalez,27,SWAN,Forward,4,1,0,0,0,0,0,24,14,1,0,0,0,0,0,B,Borja,Gonzalez
338,Isaac Success,27,WFC,Forward,2,1,1,0,0,2,0,22,17,1,0,0,0,0,0,I,Isaac,Success
339,Bernardo Espinosa,27,MFC,Defender,10,0,0,3,1,2,0,24,1,1,0,0,13,6,0,B,Bernardo,Espinosa
340,Saido Berahino,27,WBFC,Forward,11,0,0,0,0,1,0,11,6,9,0,0,0,0,0,S,Saido,Berahino
341,Joey Barton,27,BUR,Midfielder,12,1,0,0,0,4,0,2,2,1,0,0,0,0,0,J,Joey,Barton
342,Wahbi Khazri,27,SUND,Midfielder,7,1,0,0,0,6,0,26,14,3,0,0,0,0,0,W,Wahbi,Khazri
343,Adlene Guedioura,27,WFC,Midfielder,9,0,1,0,0,2,0,19,8,5,0,0,0,0,0,A,Adlene,Guedioura
344,Bojan Krkic,26,STOKEC,Forward,5,3,0,0,0,1,0,16,4,4,0,1,0,0,0,B,Bojan,Krkic
345,Branislav Ivanovic,26,CHEL,Defender,6,0,0,1,5,2,0,13,7,0,0,0,12,5,0,B,Branislav,Ivanovic
346,Ramadan Sobhi,26,STOKEC,Midfielder,8,0,1,0,0,2,0,18,9,3,0,0,0,0,0,R,Ramadan,Sobhi
347,Craig Cathcart,25,WFC,Defender,13,0,1,2,0,3,0,7,2,2,0,0,24,11,0,C,Craig,Cathcart
348,Jonathan Calleri,25,WESTHAM,Forward,4,1,0,0,0,0,0,18,12,4,0,0,0,0,0,J,Jonathan,Calleri
349,Stephen Kingsley,25,SWAN,Defender,12,0,0,3,0,0,0,11,1,1,0,0,22,12,0,S,Stephen,Kingsley
350,James McCarthy,25,EVER,Midfielder,7,1,1,0,0,2,0,8,5,5,0,0,0,0,0,J,James,McCarthy
351,Luciano Narsingh,25,SWAN,Forward,3,0,3,0,0,0,0,12,10,2,0,0,0,0,0,L,Luciano,Narsingh
352,Cuco Martina,25,SOTOM,Defender,6,0,0,1,4,0,0,10,3,2,0,0,6,2,0,C,Cuco,Martina
353,Leonardo Ulloa,24,LEICSC,Forward,3,1,0,0,0,0,0,21,13,1,0,0,0,0,0,L,Leonardo,Ulloa
354,Grant Leadbitter,24,MFC,Midfielder,7,1,0,0,0,1,0,19,6,3,0,0,0,0,0,G,Grant,Leadbitter
355,Mohamed Elneny,24,ARSL,Midfielder,8,0,1,0,0,1,0,20,6,6,0,0,0,0,0,M,Mohamed,Elneny
356,Yohan Benalouane,23,LEICSC,Defender,11,0,0,4,0,4,0,3,0,4,0,0,18,11,0,Y,Yohan,Benalouane
357,John Terry,23,CHEL,Defender,6,1,0,1,2,1,0,16,3,1,0,0,10,4,0,J,John,Terry
358,Juan Camilo Zuniga,23,WFC,Defender,6,1,0,0,5,1,0,26,15,5,0,0,34,18,0,J,Juan,Zuniga
359,Nathaniel Chalobah,23,CHEL,Defender,1,0,1,0,7,2,0,28,9,1,0,0,6,3,0,N,Nathaniel,Chalobah
360,Dieudonne Mbokani,23,HULL,Forward,8,0,1,0,0,0,0,9,4,3,0,0,0,0,0,D,Dieudonne,Mbokani
361,Shaun Maloney,22,HULL,Midfielder,2,1,2,0,0,0,0,30,7,2,0,0,0,0,0,S,Shaun,Maloney
362,Bryan Oviedo,22,EVER,Defender,16,0,0,3,0,4,0,5,0,3,0,0,31,18,0,B,Bryan,Oviedo
363,Brad Guzan,22,MFC,Goalkeeper,10,0,0,3,0,0,0,26,0,0,0,0,17,10,0,B,Brad,Guzan
364,Chung-Yong Lee,22,LCFC,Midfielder,4,0,1,0,0,0,0,22,11,4,0,0,0,0,0,C,Chung-Yong,Lee
365,Rudy Gestede,22,MFC,Forward,4,1,0,0,0,3,0,13,12,3,0,0,0,0,0,R,Rudy,Gestede
366,Sam Byram,21,WESTHAM,Defender,13,0,1,3,1,6,0,9,5,2,0,0,35,21,0,S,Sam,Byram
367,Ashley Young,21,MUFC,Midfielder,8,0,1,0,0,2,0,13,4,3,0,0,0,0,0,A,Ashley,Young
368,Arthur Masuaku,21,WESTHAM,Defender,11,0,1,3,1,1,0,5,2,2,0,0,28,19,0,A,Arthur,Masuaku
369,James Tarkowski,21,BUR,Defender,4,0,0,1,4,1,0,34,15,0,0,0,27,13,0,J,James,Tarkowski
370,Connor Wickham,21,LCFC,Forward,4,2,0,0,0,1,0,7,4,2,0,0,0,0,0,C,Connor,Wickham
371,Dominic Calvert-Lewin,20,EVER,Midfielder,5,1,0,0,0,1,0,9,6,5,0,0,0,0,0,D,Dominic,Calvert-Lewin
372,Erik Lamela,20,SPURS,Midfielder,6,1,1,0,0,1,0,3,3,2,0,1,0,0,0,E,Erik,Lamela
373,Marcus Henriksen,20,HULL,Midfielder,6,0,0,0,0,1,0,17,9,4,0,0,0,0,0,M,Marcus,Henriksen
374,Patrick Bamford,20,BUR,Forward,2,1,0,0,0,1,0,22,12,0,0,0,0,0,0,P,Patrick,Bamford
375,Aaron Lennon,20,EVER,Midfielder,6,0,1,0,0,0,0,16,5,5,0,0,0,0,0,A,Aaron,Lennon
376,Steven Pienaar,19,SUND,Midfielder,10,0,0,0,0,6,0,9,5,9,0,0,0,0,0,S,Steven,Pienaar
377,Sam McQueen,18,SOTOM,Midfielder,5,0,0,0,0,0,0,14,8,0,0,0,0,0,0,S,Sam,McQueen
378,Papy Mison Djilobodji,18,SUND,Defender,17,0,0,2,0,5,0,13,1,0,0,0,36,20,0,P,Papy,Djilobodji
379,Jefferson Montero,18,SWAN,Midfielder,2,0,1,0,0,0,0,16,11,4,0,0,0,0,0,J,Jefferson,Montero
380,Jay Fulton,18,SWAN,Midfielder,9,0,0,0,0,2,0,8,2,5,0,0,0,0,0,J,Jay,Fulton
381,Lucas,18,ARSL,Forward,2,1,0,0,0,0,0,15,9,2,0,0,0,0,0,L,Lucas,Lucas
382,Fernando,17,MCFC,Midfielder,5,0,0,0,0,3,0,25,10,1,0,0,0,0,0,F,Fernando,Fernando
383,Fraizer Campbell,17,LCFC,Forward,0,1,0,0,0,0,0,24,12,0,0,0,0,0,0,F,Fraizer,Campbell
384,Michel Vorm,17,SPURS,Goalkeeper,4,0,0,2,0,0,0,31,1,0,0,0,3,0,0,M,Michel,Vorm
385,Evandro,17,HULL,Midfielder,7,0,0,0,0,1,0,5,4,5,0,0,0,0,0,E,Evandro,Evandro
386,Gianelli Imbula,17,STOKEC,Midfielder,9,0,0,0,0,1,0,18,3,3,0,0,0,0,1,G,Gianelli,Imbula
387,Sergio Romero,17,MUFC,Goalkeeper,2,0,0,2,0,0,0,35,0,0,1,0,0,0,0,S,Sergio,Romero
388,Curtis Davies,16,HULL,Defender,25,0,2,1,0,4,0,3,1,5,0,0,63,38,1,C,Curtis,Davies
389,Ademola Lookman,16,EVER,Forward,3,1,0,0,0,0,0,13,5,3,0,0,0,0,0,A,Ademola,Lookman
390,Oscar,16,CHEL,Midfielder,5,0,1,0,0,1,0,8,4,4,0,0,0,0,0,O,Oscar,Oscar
391,Ashley Fletcher,16,WESTHAM,Forward,2,0,0,0,0,2,0,29,14,0,0,0,0,0,0,A,Ashley,Fletcher
392,Ibrahim Afellay,15,STOKEC,Midfielder,3,0,0,0,0,0,0,11,9,2,0,0,0,0,0,I,Ibrahim,Afellay
393,Lewis Cook,15,BOU,Midfielder,4,0,2,0,0,1,0,5,2,1,0,0,0,0,0,L,Lewis,Cook
394,Darron Gibson,15,SUND,Midfielder,7,0,0,0,0,4,0,6,5,6,0,0,0,0,0,D,Darron,Gibson
395,Omar Elabdellaoui,15,HULL,Midfielder,7,0,0,0,0,0,0,3,1,2,0,0,0,0,0,O,Omar,Elabdellaoui
396,Donald Love,14,SUND,Defender,6,0,1,0,2,1,0,19,6,1,0,0,20,10,0,D,Donald,Love
397,Nathan Dyer,14,SWAN,Midfielder,3,0,1,0,0,0,0,9,5,2,0,0,0,0,0,N,Nathan,Dyer
398,Vito Mannone,14,SUND,Goalkeeper,9,0,0,2,0,0,0,19,0,0,0,0,19,12,0,V,Vito,Mannone
399,Gerard Deulofeu,14,EVER,Midfielder,4,0,0,0,0,1,0,12,7,3,0,0,0,0,0,G,Gerard,Deulofeu
400,Kurt Zouma,14,CHEL,Defender,3,0,1,0,1,0,0,19,6,2,0,0,11,3,0,K,Kurt,Zouma
401,Angel Rangel,13,SWAN,Defender,8,1,0,1,1,1,0,19,10,1,0,0,39,23,0,A,Angel,Rangel
402,Jon Flanagan,13,BUR,Defender,3,0,0,1,2,2,0,28,3,1,0,0,5,2,0,J,Jon,Flanagan
403,Ron-Robert Zieler,13,LEICSC,Goalkeeper,8,0,0,1,0,0,0,30,1,0,0,0,16,8,0,R,Ron-Robert,Zieler
404,Alberto Moreno,13,LPOOL,Defender,2,0,1,0,3,1,0,36,10,0,0,0,18,9,0,A,Alberto,Moreno
405,Fabian Delph,13,MCFC,Midfielder,2,1,0,0,0,1,0,11,5,0,0,0,0,0,0,F,Fabian,Delph
406,Ben Chilwell,13,LEICSC,Defender,7,1,0,1,1,2,0,20,5,0,0,0,25,15,0,B,Ben,Chilwell
407,Craig Gardner,13,WBFC,Midfielder,2,0,1,0,0,1,0,18,7,2,0,0,0,0,0,C,Craig,Gardner
408,Jack Butland,13,STOKEC,Goalkeeper,5,0,0,2,0,0,0,1,0,0,0,0,8,5,0,J,Jack,Butland
409,Matt Targett,13,SOTOM,Defender,5,0,0,1,0,0,0,2,0,1,0,0,5,1,0,M,Matt,Targett
410,Timothy Fosu-Mensah,13,MUFC,Defender,1,0,0,1,2,0,0,9,3,0,0,0,1,0,0,T,Timothy,Fosu-Mensah
411,Mathieu Flamini,13,LCFC,Midfielder,3,0,0,0,0,0,0,23,7,2,0,0,0,0,0,M,Mathieu,Flamini
412,Ashley R Westwood,12,BUR,Midfielder,6,0,0,0,0,3,0,9,3,2,0,0,0,0,0,A,Ashley,Westwood
413,Jordi Amat,12,SWAN,Defender,15,0,0,2,0,5,0,16,2,0,0,0,38,23,0,J,Jordi,Amat
414,Lynden Gooch,12,SUND,Midfielder,4,0,0,0,0,3,0,15,7,3,0,0,0,0,0,L,Lynden,Gooch
415,Jonathan Leko,12,WBFC,Forward,0,0,1,0,0,0,0,26,9,1,0,0,0,0,0,J,Jonathan,Leko
416,Axel Tuanzebe,12,MUFC,Defender,4,0,0,1,1,0,0,5,0,2,0,0,4,2,0,A,Axel,Tuanzebe
417,Lee Cattermole,12,SUND,Midfielder,8,0,0,0,0,4,0,1,0,7,0,0,0,0,0,L,Lee,Cattermole
418,Gokhan Tore,11,WESTHAM,Midfielder,3,0,1,0,0,0,0,3,2,3,0,0,0,0,0,G,Gokhan,Tore
419,Lys Mousset,11,BOU,Midfielder,3,0,0,0,0,0,0,14,8,3,0,0,0,0,1,L,Lys,Mousset
420,Mike van der Hoorn,11,SWAN,Defender,7,1,0,1,1,1,0,17,1,0,0,0,20,14,0,M,Mike,Hoorn
421,Adrian Mariappa,11,WFC,Defender,6,0,0,1,1,0,0,11,1,0,0,0,13,8,0,A,Adrian,Mariappa
422,Josh Sims,11,SOTOM,Midfielder,1,0,1,0,0,0,0,9,6,1,0,0,0,0,0,J,Josh,Sims
423,Jan Kirchhoff,11,SUND,Midfielder,5,0,0,0,0,1,0,2,2,4,0,0,0,0,0,J,Jan,Kirchhoff
424,Diafra Sakho,11,WESTHAM,Forward,2,1,0,0,0,0,0,3,2,2,0,0,0,0,0,D,Diafra,Sakho
425,Simone Zaza,11,WESTHAM,Forward,5,0,0,0,0,2,0,6,3,4,0,0,0,0,0,S,Simone,Zaza
