,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
21,Fernando Llorente,137,SWAN,Forward,28,15,1,0,0,2,0,5,5,14,0,0,0,0,0,F,Fernando,Llorente
22,Mesut Ozil,130,ARSL,Midfielder,32,8,9,0,0,2,0,1,1,8,0,0,0,0,0,M,Mesut,Ozil
23,Sadio Mane,129,LPOOL,Midfielder,26,13,5,0,0,4,0,1,1,13,0,0,0,0,0,S,Sadio,Mane
24,Thibaut Courtois,127,CHEL,Goalkeeper,36,0,0,16,0,1,0,0,0,0,0,0,28,8,0,T,Thibaut,Courtois
25,Pedro Rodriguez,127,CHEL,Midfielder,26,9,9,0,0,6,0,11,9,20,0,0,0,0,0,P,Pedro,Rodriguez
26,Kyle Walker,127,SPURS,Defender,31,0,6,14,1,8,0,4,2,5,0,0,23,5,0,K,Kyle,Walker
27,Georginio Wijnaldum,124,LPOOL,Midfielder,33,6,9,0,0,2,0,4,3,9,0,0,0,0,0,G,Georginio,Wijnaldum
28,Hugo Lloris,123,SPURS,Goalkeeper,34,0,0,15,0,0,0,0,0,1,0,0,24,5,0,H,Hugo,Lloris
29,Wilfred Zaha,123,LCFC,Forward,34,7,9,0,0,8,0,1,1,7,0,0,0,0,0,W,Wilfred,Zaha
30,Alvaro Negredo,121,MFC,Forward,33,9,4,0,0,5,0,4,3,13,0,0,0,0,0,A,Alvaro,Negredo
31,Troy Deeney,120,WFC,Forward,31,10,4,0,0,7,0,7,6,3,0,0,0,0,1,T,Troy,Deeney
32,Toby Alderweireld,119,SPURS,Defender,30,1,0,14,1,1,0,0,0,3,0,0,18,3,0,T,Toby,Alderweireld
33,Sam Vokes,117,BUR,Forward,21,10,3,0,0,0,0,16,16,7,0,0,0,0,0,S,Sam,Vokes
34,David De Gea,116,MUFC,Goalkeeper,35,0,0,14,0,2,0,0,0,0,0,0,29,8,0,D,David,Gea
35,Adam Lallana,116,LPOOL,Midfielder,27,8,7,0,0,3,0,4,4,17,0,0,0,0,0,A,Adam,Lallana
36,Jan Vertonghen,114,SPURS,Defender,33,0,0,13,2,5,0,0,0,3,0,0,21,3,0,J,Jan,Vertonghen
37,Salomon Rondon,114,WBFC,Forward,32,8,2,0,0,2,0,6,6,11,0,0,0,0,0,S,Salomon,Rondon
38,David Luiz,113,CHEL,Defender,33,1,0,13,2,6,0,1,0,2,0,0,26,8,0,D,David,Luiz
39,Ross Barkley,112,EVER,Midfielder,32,5,8,0,0,5,0,6,4,13,0,0,0,0,0,R,Ross,Barkley
40,Nathaniel Clyne,112,LPOOL,Defender,37,0,2,12,0,0,0,0,0,1,0,0,41,16,0,N,Nathaniel,Clyne
41,Robert Snodgrass,110,HULL,Midfielder,27,7,5,0,0,2,0,8,8,9,0,0,0,0,0,R,Robert,Snodgrass
42,Fraser Forster,110,SOTOM,Goalkeeper,38,0,0,14,0,3,0,0,0,0,1,0,48,24,0,F,Fraser,Forster
43,Andre Gray,110,BUR,Forward,26,9,3,0,0,2,0,8,6,14,0,0,0,0,0,A,Andre,Gray
44,Ashley Williams,109,EVER,Defender,35,1,3,13,0,7,1,1,1,0,0,0,41,18,0,A,Ashley,Williams
45,Leighton Baines,109,EVER,Defender,32,2,3,11,1,4,0,0,0,3,0,1,34,14,0,L,Leighton,Baines
46,James Milner,109,LPOOL,Midfielder,36,7,3,0,0,5,0,0,0,6,0,1,0,0,0,J,James,Milner
47,Raheem Sterling,108,MCFC,Midfielder,29,7,6,0,0,7,0,6,4,13,0,0,0,0,0,R,Raheem,Sterling
48,Charlie Daniels,107,BOU,Defender,34,4,3,10,0,1,0,0,0,0,0,0,53,29,0,C,Charlie,Daniels
49,Michail Antonio,107,WESTHAM,Midfielder,29,9,3,0,0,5,0,0,0,6,0,0,0,0,0,M,Michail,Antonio
50,Etienne Capoue,107,WFC,Midfielder,37,7,1,0,0,5,0,1,0,10,0,0,0,0,0,E,Etienne,Capoue
51,Olivier Giroud,107,ARSL,Forward,11,12,3,0,0,2,0,21,18,7,0,0,0,0,0,O,Olivier,Giroud
52,Luis Antonio Valencia,106,MUFC,Defender,27,1,3,12,0,5,0,1,1,1,0,0,22,6,0,L,Luis,Valencia
53,Seamus Coleman,106,EVER,Defender,26,4,3,10,0,3,0,0,0,1,0,0,28,12,0,S,Seamus,Coleman
54,Gareth McAuley,105,WBFC,Defender,36,6,1,6,0,5,0,0,0,3,0,0,46,16,1,G,Gareth,McAuley
55,Theo Walcott,104,ARSL,Forward,23,10,2,0,0,1,0,9,5,13,0,1,0,0,0,T,Theo,Walcott
56,Manuel Lanzini,103,WESTHAM,Midfielder,31,8,2,0,0,9,0,4,4,13,0,0,0,0,0,M,Manuel,Lanzini
57,David Silva,103,MCFC,Midfielder,31,4,8,0,0,6,0,4,3,11,0,0,0,0,0,D,David,Silva
58,Ryan Bertrand,103,SOTOM,Defender,28,2,4,12,0,3,0,4,0,1,0,0,36,20,0,R,Ryan,Bertrand
59,Nathan Redmond,102,SOTOM,Midfielder,32,7,1,0,0,2,1,5,5,11,0,0,0,0,0,N,Nathan,Redmond
60,Riyad Mahrez,102,LEICSC,Midfielder,33,6,3,0,0,4,0,3,3,15,0,1,0,0,0,R,Riyad,Mahrez
61,Nacho Monreal,99,ARSL,Defender,35,0,2,11,1,5,0,2,1,1,0,0,43,19,0,N,Nacho,Monreal
62,Hector Bellerin,99,ARSL,Defender,27,1,4,10,2,4,0,7,6,1,0,0,39,18,0,H,Hector,Bellerin
63,Ben Gibson,98,MFC,Defender,38,1,1,11,0,4,0,0,0,0,0,0,53,26,0,B,Ben,Gibson
64,Petr Cech,97,ARSL,Goalkeeper,35,0,0,12,0,2,0,0,0,1,0,0,39,16,1,P,Petr,Cech
65,Joe Allen,97,STOKEC,Midfielder,34,6,2,0,0,9,0,2,2,8,0,0,0,0,0,J,Joe,Allen
66,Nacer Chadli,96,WBFC,Midfielder,27,5,5,0,0,2,0,6,4,19,0,0,0,0,0,N,Nacer,Chadli
67,Dejan Lovren,96,LPOOL,Defender,29,2,1,11,0,6,0,2,0,2,0,0,31,13,0,D,Dejan,Lovren
68,Michael Keane,95,BUR,Defender,35,2,1,10,0,4,0,0,0,0,0,0,49,24,0,M,Michael,Keane
69,Laurent Koscielny,95,ARSL,Defender,33,2,0,10,0,4,1,0,0,2,0,0,37,14,0,L,Laurent,Koscielny
70,Marko Arnautovic,95,STOKEC,Midfielder,32,6,5,0,0,9,1,0,0,11,0,1,0,0,0,M,Marko,Arnautovic
71,Francesc Fabregas,95,CHEL,Midfielder,13,5,12,0,0,8,0,21,16,5,0,0,0,0,0,F,Francesc,Fabregas
72,Matthew Phillips,95,WBFC,Midfielder,26,4,8,0,0,2,0,2,1,13,0,0,0,0,0,M,Matthew,Phillips
73,Kevin Mirallas,94,EVER,Forward,23,4,6,0,0,2,0,13,12,18,0,0,0,0,0,K,Kevin,Mirallas
74,Darren Fletcher,94,WBFC,Midfielder,37,2,3,0,0,0,0,1,1,5,0,0,0,0,0,D,Darren,Fletcher
75,Divock Origi,92,LPOOL,Forward,14,7,3,0,0,0,0,24,20,9,0,0,0,0,0,D,Divock,Origi
76,Willian,92,CHEL,Midfielder,15,8,2,0,0,3,0,19,19,13,0,0,0,0,0,W,Willian,Willian
77,Paul Pogba,92,MUFC,Midfielder,29,5,5,0,0,7,0,2,1,3,0,0,0,0,0,P,Paul,Pogba
78,Tom Heaton,91,BUR,Goalkeeper,35,0,0,10,0,1,0,0,0,0,1,0,48,23,0,T,Tom,Heaton
79,Simon Mignolet,91,LPOOL,Goalkeeper,28,0,0,9,0,0,0,10,0,0,2,0,30,11,0,S,Simon,Mignolet
80,Ben Davies,90,SPURS,Defender,18,1,3,8,3,1,0,16,5,1,0,0,14,2,0,B,Ben,Davies
81,Dusan Tadic,90,SOTOM,Midfielder,30,3,6,0,0,4,0,3,3,19,0,1,0,0,0,D,Dusan,Tadic
82,Craig Dawson,89,WBFC,Defender,37,4,0,6,0,10,0,0,0,2,0,0,50,19,0,C,Craig,Dawson
83,Nicolas Otamendi,89,MCFC,Defender,29,1,1,9,2,9,0,4,1,1,0,0,28,9,0,N,Nicolas,Otamendi
84,Andros Townsend,89,LCFC,Midfielder,30,3,4,0,0,4,0,7,6,15,0,0,0,0,0,A,Andros,Townsend
85,Junior Stanislas,88,BOU,Midfielder,18,7,5,0,0,1,0,7,3,12,0,0,0,0,0,J,Junior,Stanislas
86,Eric Bailly,88,MUFC,Defender,24,0,0,12,1,4,0,3,1,3,0,0,19,7,0,E,Eric,Bailly
87,Leroy Fer,88,SWAN,Midfielder,27,6,2,0,0,9,0,11,7,7,0,0,0,0,0,L,Leroy,Fer
88,Christian Fuchs,87,LEICSC,Defender,35,2,4,8,1,10,0,1,1,2,0,0,57,30,0,C,Christian,Fuchs
89,Nemanja Matic,87,CHEL,Midfielder,30,1,7,0,0,4,0,6,5,7,0,0,0,0,0,N,Nemanja,Matic
90,Stephen Ward,87,BUR,Defender,37,1,1,8,2,5,0,0,0,3,0,0,53,26,0,S,Stephen,Ward
91,Bruno Martins Indi,86,STOKEC,Defender,35,1,0,10,1,5,0,0,0,1,0,0,50,26,0,B,Bruno,Indi
92,Joel Matip,85,LPOOL,Defender,27,1,0,9,0,3,0,4,2,0,0,0,29,9,0,J,Joel,Matip
93,Marc Albrighton,85,LEICSC,Midfielder,29,2,6,0,0,5,0,8,4,17,0,0,0,0,0,M,Marc,Albrighton
94,Erik Pieters,84,STOKEC,Defender,35,0,1,10,0,4,0,3,1,0,0,0,52,26,0,E,Erik,Pieters
95,Victor Wanyama,84,SPURS,Midfielder,35,4,1,0,0,10,0,1,1,5,0,0,0,0,0,V,Victor,Wanyama
96,Daley Blind,83,MUFC,Defender,20,1,2,8,2,2,0,15,3,2,0,0,18,5,0,D,Daley,Blind
97,Emre Can,83,LPOOL,Midfielder,26,5,2,0,0,6,0,7,6,3,0,0,0,0,0,E,Emre,Can
98,Cedric Soares,83,SOTOM,Defender,30,0,3,9,3,7,0,0,0,5,0,0,39,21,0,C,Cedric,Soares
99,Philip Jagielka,83,EVER,Defender,25,3,2,6,2,5,0,12,2,2,0,0,32,13,0,P,Philip,Jagielka
100,Islam Slimani,82,LEICSC,Forward,13,7,4,0,0,1,0,12,10,7,0,0,0,0,0,I,Islam,Slimani
101,James McArthur,82,LCFC,Midfielder,24,5,3,0,0,5,0,6,5,16,0,0,0,0,0,J,James,McArthur
102,Adam Smith,81,BOU,Defender,34,1,5,8,1,6,0,2,2,0,0,0,61,34,1,A,Adam,Smith
103,Aleksandar Kolarov,81,MCFC,Defender,27,1,1,8,1,6,0,11,2,0,0,0,28,8,1,A,Aleksandar,Kolarov
104,Peter Crouch,81,STOKEC,Forward,13,7,3,0,0,3,0,25,14,5,0,0,0,0,0,P,Peter,Crouch
105,Benik Afobe,81,BOU,Forward,14,6,3,0,0,1,0,21,17,7,0,1,0,0,0,B,Benik,Afobe
106,James Ward-Prowse,80,SOTOM,Midfielder,22,4,4,0,0,4,0,13,8,9,0,0,0,0,0,J,James,Ward-Prowse
107,Victor Moses,80,CHEL,Midfielder,29,3,2,0,0,4,0,6,5,20,0,0,0,0,0,V,Victor,Moses
108,Chris Brunt,80,WBFC,Midfielder,27,3,4,0,0,5,0,4,4,4,0,0,0,0,0,C,Chris,Brunt
109,Ben Foster,79,WBFC,Goalkeeper,38,0,0,6,0,2,0,0,0,0,0,0,51,19,0,B,Ben,Foster
110,Steve Cook,79,BOU,Defender,38,2,0,10,0,5,0,0,0,0,0,0,67,39,1,S,Steve,Cook
111,Matthew Lowton,79,BUR,Defender,36,0,2,9,0,9,0,1,0,0,0,0,53,26,0,M,Matthew,Lowton
112,Sam Clucas,79,HULL,Midfielder,36,3,1,0,0,9,1,1,1,6,0,0,0,0,0,S,Sam,Clucas
113,George Boyd,79,BUR,Midfielder,33,2,1,0,0,3,0,3,3,12,0,0,0,0,0,G,George,Boyd
114,Jose Fonte,79,SOTOM,Defender,33,0,0,11,0,4,0,3,0,1,0,0,49,27,0,J,Jose,Fonte
115,Andre Ayew,79,WESTHAM,Forward,16,6,3,0,0,1,0,9,9,11,0,0,0,0,0,A,Andre,Ayew
116,Anthony Martial,79,MUFC,Midfielder,18,4,6,0,0,2,0,13,7,11,0,0,0,0,0,A,Anthony,Martial
117,Ashley Barnes,78,BUR,Forward,20,6,2,0,0,6,0,8,8,12,0,0,0,0,0,A,Ashley,Barnes
118,Jason Puncheon,77,LCFC,Forward,35,0,5,0,0,9,0,1,1,6,0,0,0,0,0,J,Jason,Puncheon
119,Artur Boruc,77,BOU,Goalkeeper,35,0,0,9,0,2,0,0,0,0,2,0,63,37,0,A,Artur,Boruc
120,Juan Mata,77,MUFC,Midfielder,19,6,3,0,0,3,0,12,6,18,0,0,0,0,1,J,Juan,Mata
121,Robert Huth,77,LEICSC,Defender,33,2,2,9,0,9,0,0,0,3,0,0,50,26,2,R,Robert,Huth
122,Marten de Roon,77,MFC,Midfielder,32,4,0,0,0,8,0,3,1,5,0,0,0,0,0,M,Marten,Roon
123,Yohan Cabaye,77,LCFC,Midfielder,25,4,3,0,0,7,0,7,7,13,0,1,0,0,0,Y,Yohan,Cabaye
124,Shkodran Mustafi,76,ARSL,Defender,26,2,2,8,0,11,0,1,0,1,0,0,31,13,0,S,Shkodran,Mustafi
125,Leroy Sane,76,MCFC,Midfielder,20,5,3,0,0,4,0,11,6,12,0,0,0,0,0,L,Leroy,Sane
126,James Morrison,76,WBFC,Midfielder,17,5,2,0,0,3,0,18,14,12,0,0,0,0,0,J,James,Morrison
127,Lee Grant,76,STOKEC,Goalkeeper,28,0,0,9,0,1,0,7,0,0,0,0,34,15,0,L,Lee,Grant
128,Alex Oxlade-Chamberlain,75,ARSL,Midfielder,16,2,7,0,0,1,0,17,13,11,0,0,0,0,0,A,Alex,Oxlade-Chamberlain
129,Ryan Shawcross,75,STOKEC,Defender,35,1,1,9,0,6,0,0,0,0,0,0,53,27,2,R,Ryan,Shawcross
130,Gael Clichy,75,MCFC,Defender,24,1,0,8,0,2,0,11,1,3,0,0,26,9,0,G,Gael,Clichy
131,Ander Herrera,75,MUFC,Midfielder,27,1,6,0,0,6,0,7,4,5,0,0,0,0,0,A,Ander,Herrera
132,Ryan Fraser,74,BOU,Midfielder,19,3,5,0,0,3,0,13,9,13,0,0,0,0,0,R,Ryan,Fraser
133,Ben Mee,74,BUR,Defender,34,1,0,9,0,5,0,0,0,1,0,0,49,24,2,B,Ben,Mee
134,Winston Reid,74,WESTHAM,Defender,30,2,2,9,0,9,0,0,0,3,0,0,50,29,0,W,Winston,Reid
135,Eric Dier,74,SPURS,Midfielder,34,2,0,0,0,6,0,3,2,3,0,0,0,0,0,E,Eric,Dier
136,Marcus Rashford,73,MUFC,Forward,16,5,1,0,0,3,0,21,16,8,0,0,0,0,0,M,Marcus,Rashford
137,Danny Rose,72,SPURS,Defender,18,2,2,7,1,8,0,0,0,3,0,0,12,2,0,D,Danny,Rose
138,Jake Livermore,72,HULL,Midfielder,35,1,1,0,0,5,1,3,2,7,0,0,0,0,0,J,Jake,Livermore
139,Wayne Rooney,72,MUFC,Forward,15,5,5,0,0,8,0,13,10,9,0,0,0,0,0,W,Wayne,Rooney
140,Patrick van Aanholt,71,SUND,Defender,28,5,1,3,3,3,0,5,4,4,0,0,58,32,0,P,Patrick,Aanholt
141,Victor Valdes,71,MFC,Goalkeeper,28,0,0,8,0,1,0,0,0,0,0,0,36,16,0,V,Victor,Valdes
142,Harry Arter,71,BOU,Midfielder,33,1,4,0,0,12,0,3,2,4,0,1,0,0,0,H,Harry,Arter
143,Danny Simpson,70,LEICSC,Defender,34,0,2,9,0,12,0,3,1,3,0,0,55,29,0,D,Danny,Simpson
144,Joel Robles,70,EVER,Goalkeeper,19,0,1,10,0,2,0,19,1,0,0,0,20,10,0,J,Joel,Robles
145,Alfie Mawson,70,SWAN,Defender,27,4,0,7,0,1,0,3,0,0,0,0,45,25,2,A,Alfie,Mawson
146,Lukasz Fabianski,70,SWAN,Goalkeeper,37,0,0,8,0,1,0,0,0,0,1,0,69,40,0,L,Lukasz,Fabianski
147,Marcos Rojo,70,MUFC,Defender,18,1,0,8,1,5,0,6,3,1,0,0,15,3,0,M,Marcos,Rojo
148,N'Golo Kante,69,CHEL,Midfielder,35,1,1,0,0,9,0,1,0,1,0,0,0,0,0,N,N'Golo,Kante
149,Simon Francis,69,BOU,Defender,34,0,1,10,0,4,1,0,0,2,0,0,59,35,0,S,Simon,Francis
150,Abel Hernandez,69,HULL,Forward,16,4,3,0,0,0,0,10,8,10,0,0,0,0,0,A,Abel,Hernandez
151,Wayne Routledge,68,SWAN,Midfielder,24,3,1,0,0,1,0,6,3,17,0,0,0,0,0,W,Wayne,Routledge
152,Andy Carroll,68,WESTHAM,Forward,15,7,1,0,0,3,0,4,3,6,0,0,0,0,0,A,Andy,Carroll
153,Shinji Okazaki,68,LEICSC,Forward,21,3,1,0,0,1,0,15,9,20,0,0,0,0,0,S,Shinji,Okazaki
154,Calum Chambers,68,ARSL,Defender,25,2,1,7,0,4,0,4,0,0,0,0,37,19,0,C,Calum,Chambers
155,Yaya Toure,68,MCFC,Midfielder,22,5,0,0,0,4,0,4,3,8,0,0,0,0,0,Y,Yaya,Toure
156,Joel Ward,68,LCFC,Defender,38,0,1,7,0,7,0,0,0,1,0,0,63,32,0,J,Joel,Ward
157,Jonny Evans,68,WBFC,Defender,30,2,1,4,0,8,0,1,1,2,0,0,41,14,0,J,Jonny,Evans
158,Alex Iwobi,67,ARSL,Forward,18,3,3,0,0,1,0,17,8,14,0,0,0,0,0,A,Alex,Iwobi
159,Jeff Hendrick,67,BUR,Midfielder,31,2,1,0,0,6,1,1,1,4,0,0,0,0,0,J,Jeff,Hendrick
160,Stewart Downing,67,MFC,Midfielder,24,1,3,0,0,1,0,13,6,4,0,0,0,0,0,S,Stewart,Downing
161,Steven Davis,67,SOTOM,Midfielder,29,0,3,0,0,3,0,5,3,3,0,0,0,0,0,S,Steven,Davis
162,Xherdan Shaqiri,66,STOKEC,Midfielder,21,4,2,0,0,2,0,3,0,11,0,0,0,0,0,X,Xherdan,Shaqiri
163,Fernandinho,66,MCFC,Midfielder,31,2,1,0,0,4,2,1,1,0,0,0,0,0,0,F,Fernandinho,Fernandinho
164,Heurelho Gomes,66,WFC,Goalkeeper,38,0,0,6,1,1,0,0,0,2,1,0,68,37,1,H,Heurelho,Gomes
165,Callum Wilson,66,BOU,Forward,16,6,0,0,0,0,0,6,4,14,0,0,0,0,0,C,Callum,Wilson
166,Adam Forshaw,66,MFC,Midfielder,30,0,2,0,0,4,0,8,4,9,0,0,0,0,0,A,Adam,Forshaw
167,Jose Holebas,65,WFC,Defender,33,2,4,6,1,14,0,1,0,5,0,0,61,35,0,J,Jose,Holebas
168,Ramiro Funes Mori,65,EVER,Defender,16,0,1,7,3,0,0,13,7,0,0,0,24,11,0,R,Ramiro,Mori
169,Kasper Schmeichel,65,LEICSC,Goalkeeper,30,0,0,8,0,1,0,0,0,1,0,0,48,26,0,K,Kasper,Schmeichel
170,Granit Xhaka,65,ARSL,Midfielder,28,2,2,0,0,5,2,5,4,5,0,0,0,0,0,G,Granit,Xhaka
171,Cheikhou Kouyate,64,WESTHAM,Midfielder,31,1,0,0,0,3,0,0,0,6,0,0,0,0,0,C,Cheikhou,Kouyate
172,Jay Rodriguez,64,SOTOM,Forward,9,5,2,0,0,0,0,22,15,6,0,0,0,0,0,J,Jay,Rodriguez
173,Oriol Romeu,64,SOTOM,Midfielder,35,1,0,0,0,11,0,0,0,1,0,0,0,0,0,O,Oriol,Romeu
174,Gabriel Jesus,63,MCFC,Forward,8,7,4,0,0,2,0,2,2,3,0,0,0,0,0,G,Gabriel,Jesus
175,Virgil van Dijk,63,SOTOM,Defender,21,1,0,7,1,4,0,0,0,1,0,0,23,10,0,V,Virgil,Dijk
176,Matteo Darmian,63,MUFC,Defender,15,0,0,8,1,3,0,11,3,3,0,0,10,1,0,M,Matteo,Darmian
177,Mark Noble,62,WESTHAM,Midfielder,29,3,0,0,0,10,0,3,1,11,0,1,0,0,0,M,Mark,Noble
178,Idrissa Gana Gueye,62,EVER,Midfielder,32,1,1,0,0,11,0,2,1,8,0,0,0,0,0,I,Idrissa,Gueye
179,Miguel Britos,62,WFC,Defender,27,1,2,5,1,8,0,1,0,3,0,0,38,17,0,M,Miguel,Britos
180,Nordin Amrabat,62,WFC,Forward,25,0,4,0,0,4,0,4,4,14,0,0,0,0,0,N,Nordin,Amrabat
181,Adam Clayton,62,MFC,Midfielder,32,0,2,0,0,10,0,6,2,4,0,0,0,0,0,A,Adam,Clayton
182,Wayne Hennessey,61,LCFC,Goalkeeper,29,0,0,7,0,1,0,8,0,0,0,0,46,24,0,W,Wayne,Hennessey
183,Henrikh Mkhitaryan,61,MUFC,Midfielder,15,4,1,0,0,1,0,11,9,11,0,0,0,0,0,H,Henrikh,Mkhitaryan
184,Claudio Bravo,61,MCFC,Goalkeeper,22,0,0,5,1,0,0,8,0,1,1,0,26,10,0,C,Claudio,Bravo
185,Willy Caballero,61,MCFC,Goalkeeper,16,0,0,6,1,0,0,22,1,0,1,0,13,3,0,W,Willy,Caballero
186,Jonathan Walters,61,STOKEC,Midfielder,13,4,2,0,0,1,0,13,10,2,0,0,0,0,0,J,Jonathan,Walters
187,Dimitri Payet,61,WESTHAM,Midfielder,17,2,6,0,0,2,0,1,1,5,0,0,0,0,0,D,Dimitri,Payet
188,Antonio Barragan,61,MFC,Defender,26,0,0,7,1,5,0,4,0,3,0,0,34,16,0,A,Antonio,Barragan
189,Maya Yoshida,61,SOTOM,Defender,23,1,0,7,0,2,0,15,0,0,0,0,32,16,0,M,Maya,Yoshida
190,Allan Nyom,60,WFC,Defender,29,0,2,4,0,8,0,7,3,3,0,0,43,15,0,A,Allan,Nyom
191,Aaron Cresswell,59,WESTHAM,Defender,24,0,2,5,2,3,0,3,2,3,0,0,37,18,0,A,Aaron,Cresswell
192,Gareth Barry,59,EVER,Midfielder,23,2,1,0,0,10,0,13,10,12,0,0,0,0,0,G,Gareth,Barry
193,Didier Ibrahim N'Dong,58,SUND,Midfielder,27,1,0,0,0,5,0,4,4,3,0,0,0,0,0,D,Didier,N'Dong
194,Kyle Naughton,58,SWAN,Defender,31,1,0,7,0,5,0,5,0,4,0,0,53,29,1,K,Kyle,Naughton
195,Daniel Drinkwater,58,LEICSC,Midfielder,27,1,1,0,0,6,0,2,2,2,0,0,0,0,0,D,Daniel,Drinkwater
196,Ahmed Elmohamady,58,HULL,Midfielder,28,0,2,0,0,3,1,5,5,1,0,0,0,0,1,A,Ahmed,Elmohamady
197,Charlie Austin,58,SOTOM,Forward,11,6,1,0,0,1,0,6,4,9,0,0,0,0,0,C,Charlie,Austin
198,Chris Smalling,58,MUFC,Defender,13,1,1,4,5,0,0,9,5,1,0,0,16,7,0,C,Chris,Smalling
199,Federico Fernandez,57,SWAN,Defender,27,0,2,6,0,7,0,2,0,0,0,0,41,20,0,F,Federico,Fernandez
200,Tom Davies,57,EVER,Midfielder,18,2,3,0,0,4,0,7,6,6,0,0,0,0,0,T,Tom,Davies
201,Sebastian Prodl,57,WFC,Defender,32,1,1,4,2,11,0,3,1,4,0,0,52,25,0,S,Sebastian,Prodl
202,Jordan Henderson,57,LPOOL,Midfielder,24,1,4,0,0,8,0,0,0,2,0,0,0,0,0,J,Jordan,Henderson
203,Moussa Dembele,57,SPURS,Midfielder,24,1,1,0,0,5,0,7,6,16,0,0,0,0,0,M,Moussa,Dembele
204,John Stones,57,MCFC,Defender,23,0,0,4,2,1,0,8,4,3,0,0,33,12,0,J,John,Stones
205,James Tomkins,57,LCFC,Defender,23,3,0,3,3,4,0,4,1,5,0,0,37,19,0,J,James,Tomkins
206,Shane Long,56,SOTOM,Forward,10,3,1,0,0,2,0,23,22,6,0,1,0,0,0,S,Shane,Long
207,Scott Arfield,56,BUR,Midfielder,23,1,0,0,0,3,0,11,8,13,0,0,0,0,0,S,Scott,Arfield
208,Cristhian Stuani,55,MFC,Forward,16,4,0,0,0,4,0,15,7,12,0,0,0,0,0,C,Cristhian,Stuani
209,Eldin Jakupovic,55,HULL,Goalkeeper,22,0,0,5,0,0,0,16,0,0,2,0,36,19,0,E,Eldin,Jakupovic
210,Kelechi Iheanacho,54,MCFC,Forward,5,4,3,0,0,0,0,23,15,4,0,0,0,0,0,K,Kelechi,Iheanacho
211,Gaston Ramirez,54,MFC,Midfielder,20,2,3,0,0,9,0,4,4,14,0,0,0,0,0,G,Gaston,Ramirez
212,Phil Jones,54,MUFC,Defender,18,0,0,5,1,2,0,1,0,1,0,0,14,2,0,P,Phil,Jones
