,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
1323,Lillo,57,,Defender,28,0,0,6,2,13,0,8,3,4,0,0,40,17,0,L,Lillo,Lillo
1324,Vicente Guaita,57,,Goalkeeper,29,0,0,5,0,1,0,2,0,0,0,0,44,20,0,V,Vicente,Guaita
1325,Roberto Ibanez,56,VALA,Midfielder,12,4,1,0,0,0,0,12,9,8,0,0,0,0,0,R,Roberto,Ibanez
1326,Isaac Cuenca,56,RCDC,Midfielder,14,2,2,0,0,1,0,17,13,10,0,0,0,0,0,I,Isaac,Cuenca
1327,Bruno Soriano,56,VIAL,Midfielder,23,2,1,0,0,4,0,1,1,2,0,0,0,0,0,B,Bruno,Soriano
1328,Mauro Dos Santos,56,,Defender,27,1,0,6,2,8,1,7,2,3,0,0,40,19,1,M,Mauro,Santos
1329,Sammir,56,,Midfielder,16,1,4,0,0,0,0,8,7,10,0,0,0,0,0,S,Sammir,Sammir
1330,Jose Antonio Reyes,56,SEVI,Forward,15,3,4,0,0,5,0,13,4,9,0,0,0,0,0,J,Jose,Reyes
1331,Hector Moreno,55,RCDE,Defender,18,1,0,8,0,4,0,7,1,1,0,0,26,15,0,H,Hector,Moreno
1332,Kalu Uche,55,,Midfielder,9,5,2,0,0,1,0,7,7,5,0,0,0,0,0,K,Kalu,Uche
1333,Jonathan Dos Santos,55,VIAL,Forward,18,2,1,0,0,5,0,15,11,7,0,0,0,0,0,J,Jonathan,Santos
1334,Wellington Silva,55,,Forward,22,0,3,0,0,6,0,14,8,14,0,0,0,0,0,W,Wellington,Silva
1335,Ignacio Camacho,54,MALA,Midfielder,25,2,2,0,0,9,0,0,0,1,0,0,0,0,1,I,Ignacio,Camacho
1336,Sergio Rico,54,SEVI,Goalkeeper,19,0,0,7,0,2,0,18,2,0,0,0,26,12,0,S,Sergio,Rico
1337,Florin Andone,54,,Forward,17,5,0,0,0,5,0,7,3,8,0,0,0,0,1,F,Florin,Andone
1338,Jhon Cordoba,54,,Forward,16,4,0,0,0,7,0,15,9,12,0,0,0,0,0,J,Jhon,Cordoba
1339,Markel Bergara,54,RESO,Defender,24,1,0,4,2,9,0,10,6,5,0,0,40,16,0,M,Markel,Bergara
1340,Diogo Figueiras,54,SEVI,Defender,18,1,2,6,2,7,0,18,5,2,0,0,34,19,0,D,Diogo,Figueiras
1341,Raul Albentosa,54,,Defender,17,2,2,5,0,5,0,0,0,0,0,0,23,11,0,R,Raul,Albentosa
1342,Sebastian Dubarbier,53,,Midfielder,32,0,1,0,0,14,0,1,0,4,0,0,0,0,0,S,Sebastian,Dubarbier
1343,Antonio Rukavina,53,VIAL,Defender,14,0,0,4,7,5,0,20,6,3,0,0,15,6,0,A,Antonio,Rukavina
1344,Raul Baena,52,RAVA,Midfielder,28,2,0,0,0,14,0,1,0,7,0,0,0,0,0,R,Raul,Baena
1345,Manuel Iturra,52,,Midfielder,26,0,1,0,0,6,0,10,3,5,0,0,0,0,0,M,Manuel,Iturra
1346,Jose Toche,52,RCDC,Forward,9,4,1,0,0,5,0,21,16,8,0,0,0,0,0,J,Jose,Toche
1347,Roberto,52,,Goalkeeper,23,0,0,7,0,2,0,13,0,0,0,0,36,20,0,R,Roberto,Roberto
1348,Pedro Mosquera,52,,Midfielder,24,1,1,0,0,5,0,3,1,3,0,0,0,0,0,P,Pedro,Mosquera
1349,Vitorino Antunes,52,MALA,Defender,15,1,2,4,2,1,1,1,0,1,0,0,14,5,0,V,Vitorino,Antunes
1350,Charles,51,RCCV,Forward,12,3,1,0,0,6,0,25,15,9,0,0,0,0,0,C,Charles,Charles
1351,Diego Colotto,51,RCDE,Defender,21,1,0,5,1,3,1,16,1,1,0,0,29,13,0,D,Diego,Colotto
1352,Iker Muniain,51,ATBI,Forward,25,1,1,0,0,7,0,0,0,13,0,0,0,0,0,I,Iker,Muniain
1353,Pablo Hernandez,51,RCCV,Midfielder,15,2,1,0,0,5,0,19,13,10,0,0,0,0,0,P,Pablo,Hernandez
1354,Lucas Orban,51,VALA,Defender,8,1,1,2,6,4,0,27,14,1,0,0,17,3,0,L,Lucas,Orban
1355,Garry Rodrigues,51,,Midfielder,16,2,1,0,0,8,0,15,14,11,0,0,0,0,0,G,Garry,Rodrigues
1356,Victor Camarasa,51,,Midfielder,20,2,1,0,0,6,0,10,4,6,0,0,0,0,0,V,Victor,Camarasa
1357,Fidel,51,,Midfielder,18,1,1,0,0,1,0,14,8,13,0,0,0,0,0,F,Fidel,Fidel
1358,Juan Fuentas,51,RCDE,Defender,22,0,0,7,1,6,0,7,1,1,0,0,33,18,0,J,Juan,Fuentas
1359,Ricardo Horta,50,MALA,Forward,15,1,1,0,0,3,0,22,15,11,0,0,0,0,0,R,Ricardo,Horta
1360,Ximo Navarro,50,,Defender,28,0,2,5,0,5,0,6,0,2,0,0,50,27,0,X,Ximo,Navarro
1361,Jose Rodriguez,50,RCDC,Midfielder,17,2,1,0,0,5,0,14,8,11,0,0,0,0,0,J,Jose,Rodriguez
1362,Guilherme Siqueira,50,,Midfielder,25,1,1,0,0,7,0,8,1,3,0,1,0,0,0,G,Guilherme,Siqueira
1363,Gerard Deulofeu,50,SEVI,Midfielder,10,1,6,0,0,0,0,20,7,9,0,0,0,0,0,G,Gerard,Deulofeu
1364,Emiliano Velazquez,50,,Defender,27,1,1,4,0,5,1,7,0,3,0,0,40,17,1,E,Emiliano,Velazquez
1365,Mateo Musacchio,50,VIAL,Defender,12,3,0,4,1,2,0,7,2,0,0,0,16,7,0,M,Mateo,Musacchio
1366,Loukas Vyntra,49,,Defender,26,0,0,6,0,4,1,7,1,0,0,0,42,21,0,L,Loukas,Vyntra
1367,Sergio Escudero,49,,Defender,26,2,2,2,2,9,1,8,4,7,0,0,49,23,0,S,Sergio,Escudero
1368,Jose Angel Crespo,49,,Defender,26,0,0,5,2,4,0,1,1,4,0,0,44,24,0,J,Jose,Crespo
1369,Diego Mainz,49,,Defender,18,3,0,5,1,3,0,16,5,0,0,0,37,20,2,D,Diego,Mainz
1370,Timothee Kolodziejczak,49,SEVI,Defender,18,1,0,6,0,3,0,6,0,1,0,0,25,13,0,T,Timothee,Kolodziejczak
1371,Beto,49,SEVI,Goalkeeper,18,0,0,7,0,4,0,4,0,3,0,0,22,11,0,B,Beto,Beto
1372,Stephane Mbia,49,SEVI,Midfielder,16,4,0,0,0,9,0,10,6,5,0,0,0,0,0,S,Stephane,Mbia
1373,Fernando Soriano,49,,Midfielder,13,3,1,0,0,10,0,20,15,11,0,0,0,0,0,F,Fernando,Soriano
1374,Ander Iturraspe,49,ATBI,Midfielder,20,2,0,0,0,6,0,8,5,3,0,0,0,0,0,A,Ander,Iturraspe
1375,Augusto Fernandez,49,RCCV,Midfielder,24,1,0,0,0,10,0,6,6,6,0,0,0,0,0,A,Augusto,Fernandez
1376,Javi Lopez,49,RCDE,Midfielder,25,0,1,0,0,7,0,12,3,6,0,0,0,0,0,J,Javi,Lopez
1377,Recio,48,MALA,Forward,15,1,2,0,0,8,0,22,15,5,0,0,0,0,0,R,Recio,Recio
1378,Carlos Martinez,48,RESO,Defender,14,0,2,5,0,0,0,8,2,2,0,0,19,8,0,C,Carlos,Martinez
1379,Fernando Navarro,48,SEVI,Defender,14,0,0,5,2,3,0,18,4,2,0,0,16,5,0,F,Fernando,Navarro
1380,Corona,48,,Midfielder,22,0,0,0,0,4,0,12,8,9,0,0,0,0,0,C,Corona,Corona
1381,Coro,48,,Forward,14,0,1,0,0,3,0,24,20,12,0,0,0,0,0,C,Coro,Coro
1382,Jan Oblak,48,,Goalkeeper,11,0,0,7,0,0,0,27,0,0,0,0,6,2,0,J,Jan,Oblak
1383,Karim Yoda,48,,Midfielder,12,3,1,0,0,0,0,6,6,6,0,0,0,0,0,K,Karim,Yoda
1384,Jesus Gamez,48,,Defender,12,0,0,7,1,3,0,18,2,1,0,0,11,5,0,J,Jesus,Gamez
1385,Alberto de la Bella,47,RESO,Midfielder,21,1,2,0,0,5,0,10,2,2,0,0,0,0,1,A,Alberto,Bella
1386,Ruben Garcia,47,,Midfielder,13,1,2,0,0,2,0,22,14,8,0,1,0,0,0,R,Ruben,Garcia
1387,Adrian Gonzalez,47,,Midfielder,23,0,1,0,0,8,0,14,6,9,0,0,0,0,0,A,Adrian,Gonzalez
1388,Salva Sevilla,47,RCDE,Midfielder,17,0,3,0,0,5,0,16,9,13,0,0,0,0,0,S,Salva,Sevilla
1389,Giovani Dos Santos,47,VIAL,Forward,14,1,3,0,0,5,0,12,10,10,0,0,0,0,0,G,Giovani,Santos
1390,Sergi Gomez,47,RCCV,Defender,14,0,0,6,1,5,0,23,8,3,0,0,25,10,0,S,Sergi,Gomez
1391,Joseba Zaldua,46,RESO,Defender,21,0,2,3,0,5,0,7,2,1,0,0,31,11,0,J,Joseba,Zaldua
1392,Adri Embarba,46,RAVA,Midfielder,9,3,3,0,0,1,0,9,5,4,0,0,0,0,0,A,Adri,Embarba
1393,Edu Albacar,46,,Defender,16,2,4,3,1,7,0,13,2,2,0,0,31,17,0,E,Edu,Albacar
1394,Haris Medunjanin,45,RCDC,Midfielder,16,2,0,0,0,5,0,17,8,5,0,0,0,0,0,H,Haris,Medunjanin
1395,Nemanja Radoja,45,RCCV,Midfielder,23,0,0,0,0,5,0,7,4,6,0,0,0,0,0,N,Nemanja,Radoja
1396,Javi Guerra,45,MALA,Forward,7,5,0,0,0,0,0,10,6,2,0,0,0,0,0,J,Javi,Guerra
1397,Lica,44,RAVA,Forward,16,0,3,0,0,1,0,16,4,11,0,0,0,0,0,L,Lica,Lica
1398,Aleksandar Pantic,44,,Defender,27,0,0,6,0,5,1,4,2,0,0,0,51,28,0,A,Aleksandar,Pantic
1399,Yuri Berchiche,44,RESO,Defender,17,0,1,4,1,7,0,16,4,4,0,0,24,8,0,Y,Yuri,Berchiche
1400,Pablo Insua,43,RCDC,Defender,14,0,0,6,1,6,0,14,3,1,0,0,18,8,0,P,Pablo,Insua
1401,Celso Borges,43,RCDC,Midfielder,17,3,0,0,0,6,0,0,0,3,0,0,0,0,0,C,Celso,Borges
1402,Arthur Boka,43,MALA,Defender,19,0,1,2,3,2,0,8,5,0,0,0,34,15,0,A,Arthur,Boka
1403,Andreas Ivanschitz,43,,Midfielder,16,1,2,0,0,4,0,9,4,7,0,0,0,0,0,A,Andreas,Ivanschitz
1404,Rafinha,43,BARC,Midfielder,13,1,1,0,0,2,0,19,11,8,0,0,0,0,0,R,Rafinha,Rafinha
1405,Ion Ansotegui,43,RESO,Defender,19,0,0,5,0,6,0,6,0,0,0,0,23,9,0,I,Ion,Ansotegui
1406,Jose Canas,43,RCDE,Midfielder,25,0,0,0,0,12,0,7,5,2,0,0,0,0,0,J,Jose,Canas
1407,Abraham,42,RCDE,Midfielder,15,1,1,0,0,2,0,13,6,9,0,0,0,0,0,A,Abraham,Abraham
1408,Rodrigo de Paul,42,VALA,Midfielder,6,1,4,0,0,3,1,27,19,6,0,0,0,0,0,R,Rodrigo,Paul
1409,Paco Montanes,42,RCDE,Midfielder,11,1,1,0,0,2,0,21,14,8,0,0,0,0,0,P,Paco,Montanes
1410,Luka Modric,42,MADR,Midfielder,16,1,3,0,0,4,0,1,0,9,0,0,0,0,0,L,Luka,Modric
1411,Andres Iniesta,42,BARC,Midfielder,18,0,1,0,0,2,0,13,5,14,0,0,0,0,0,A,Andres,Iniesta
1412,Naldo,41,,Defender,28,0,0,2,0,5,0,7,2,0,0,0,48,20,0,N,Naldo,Naldo
1413,Andoni Iraola,41,ATBI,Midfielder,16,1,1,0,0,5,0,13,6,6,0,0,0,0,0,A,Andoni,Iraola
1414,Mate Junior Simao,41,,Defender,24,1,0,5,1,10,0,8,3,8,0,0,48,27,0,M,Mate,Simao
1415,Jozabed Sanchez,41,RAVA,Midfielder,11,1,1,0,0,2,0,23,13,2,0,0,0,0,0,J,Jozabed,Sanchez
1416,Roque Santa Cruz,41,MALA,Forward,11,3,1,0,0,0,0,5,1,3,0,0,0,0,0,R,Roque,Cruz
1417,Alfred Finnbogason,41,RESO,Forward,6,2,1,0,0,3,0,27,19,3,0,0,0,0,0,A,Alfred,Finnbogason
1418,Antonio Amaya,41,RAVA,Defender,19,1,0,6,0,5,0,4,0,3,0,0,34,21,0,A,Antonio,Amaya
1419,Javier Mascherano,41,BARC,Midfielder,25,0,0,0,0,8,1,10,2,5,0,0,0,0,0,J,Javier,Mascherano
1420,Inaki Williams,41,ATBI,Forward,15,1,1,0,0,1,0,7,4,7,0,0,0,0,0,I,Inaki,Williams
1421,Jon Errasti,41,,Midfielder,19,0,0,0,0,3,0,11,6,5,0,0,0,0,0,J,Jon,Errasti
1422,Fernando Torres,40,,Forward,10,3,1,0,0,4,0,10,9,9,0,0,0,0,1,F,Fernando,Torres
1423,Ruben Rochina,40,,Forward,12,2,1,0,0,4,0,9,7,7,0,0,0,0,0,R,Ruben,Rochina
1424,Sergio Sanchez,40,MALA,Defender,19,0,0,5,1,7,0,5,2,2,0,0,30,15,0,S,Sergio,Sanchez
1425,Eric Bailly,40,RCDE,Defender,15,0,0,4,2,6,0,11,1,4,0,0,15,5,0,E,Eric,Bailly
1426,Abraham,40,,Defender,14,1,2,1,5,6,0,16,8,6,0,0,31,15,0,A,Abraham,Abraham
1427,Miguel Torres,40,MALA,Defender,13,0,1,3,2,4,0,21,3,4,0,0,15,4,0,M,Miguel,Torres
1428,Tono,40,RAVA,Goalkeeper,20,0,0,5,0,2,0,4,1,2,0,0,35,19,0,T,Tono,Tono
1429,Ruben,39,,Goalkeeper,23,0,0,4,0,2,0,1,0,0,0,0,40,21,0,R,Ruben,Ruben
1430,Domingo Cisma,39,,Defender,24,0,1,5,1,9,0,12,1,1,0,0,45,26,0,D,Domingo,Cisma
1431,Tomas Pina,39,VIAL,Midfielder,16,0,3,0,0,4,1,16,5,5,0,0,0,0,0,T,Tomas,Pina
1432,Ivan Lopez,39,,Defender,22,0,1,3,1,2,0,7,3,4,0,0,44,23,0,I,Ivan,Lopez
1433,Emiliano Insua,39,RAVA,Defender,21,1,1,4,1,7,0,5,3,3,0,0,44,25,0,E,Emiliano,Insua
1434,Luso,38,,Midfielder,16,1,1,0,0,4,0,9,2,5,0,0,0,0,0,L,Luso,Luso
1435,Tono,38,,Defender,20,0,2,4,1,6,0,7,2,2,0,0,39,22,0,T,Tono,Tono
1436,Alex Lopez,38,RCCV,Midfielder,12,1,0,0,0,4,0,24,13,11,0,0,0,0,0,A,Alex,Lopez
1437,Fausto Rossi,38,,Midfielder,16,0,1,0,0,5,0,14,8,4,0,0,0,0,0,F,Fausto,Rossi
1438,Ibai Gomez,38,ATBI,Forward,9,1,2,0,0,2,0,21,11,7,0,0,0,0,0,I,Ibai,Gomez
1439,Javier Aquino,38,RAVA,Midfielder,13,0,2,0,0,2,1,18,11,9,0,0,0,0,0,J,Javier,Aquino
1440,Nacho,38,MADR,Defender,5,1,0,2,6,1,0,30,9,0,0,0,11,5,0,N,Nacho,Nacho
1441,Angel Lafita,37,,Midfielder,12,2,1,0,0,3,0,3,3,5,0,0,0,0,0,A,Angel,Lafita
1442,Dimitri Foulquier,37,,Defender,18,0,2,3,4,5,0,14,7,1,0,0,45,27,0,D,Dimitri,Foulquier
1443,Luis Farina,37,RCDC,Midfielder,15,1,0,0,0,1,1,8,6,10,0,0,0,0,0,L,Luis,Farina
1444,Jonathan Zongo,37,,Forward,11,2,0,0,0,2,0,10,7,4,0,0,0,0,0,J,Jonathan,Zongo
1445,Jose Dorado,37,VIAL,Defender,12,0,0,4,2,3,0,17,2,3,0,0,14,6,0,J,Jose,Dorado
1446,Marcos Angeleri,36,MALA,Defender,20,0,0,3,0,4,1,14,1,0,0,0,28,10,0,M,Marcos,Angeleri
1447,Joel Campbell,36,VIAL,Forward,16,1,0,0,0,1,0,1,0,8,0,0,0,0,0,J,Joel,Campbell
1448,David Zurutuza,36,RESO,Midfielder,12,2,0,0,0,2,0,7,4,7,0,0,0,0,0,D,David,Zurutuza
1449,Javier Espinosa,36,VIAL,Midfielder,10,2,0,0,0,4,0,21,10,7,0,0,0,0,0,J,Javier,Espinosa
1450,Carlos Gurpegi,36,ATBI,Midfielder,15,1,0,0,0,7,0,20,8,1,0,0,0,0,0,C,Carlos,Gurpegi
1451,David Navarro,36,,Defender,21,0,0,4,0,6,1,7,0,1,0,0,30,13,0,D,David,Navarro
1452,Asier Illarramendi,36,MADR,Midfielder,10,0,0,0,0,4,0,26,20,3,0,0,0,0,0,A,Asier,Illarramendi
1453,Abel,36,,Midfielder,15,0,0,0,0,2,0,21,8,9,0,0,0,0,0,A,Abel,Abel
1454,Deivid,36,,Defender,21,0,0,5,0,4,0,2,0,4,0,0,38,22,0,D,Deivid,Deivid
1455,Victor Alvarez,35,RCDE,Midfielder,15,0,2,0,0,4,0,21,3,9,0,0,0,0,0,V,Victor,Alvarez
1456,Jese,35,MADR,Forward,3,3,1,0,0,2,0,21,13,0,0,0,0,0,0,J,Jese,Jese
1457,Raul Jimenez,35,,Forward,4,1,2,0,0,0,0,23,16,4,0,0,0,0,0,R,Raul,Jimenez
1458,Borja Viguera,35,ATBI,Forward,10,1,0,0,0,0,0,13,10,6,0,0,0,0,0,B,Borja,Viguera
1459,Javi Marquez,35,,Midfielder,15,0,0,0,0,5,0,19,10,8,0,0,0,0,0,J,Javi,Marquez
1460,Julian,35,,Goalkeeper,14,0,0,4,0,2,0,24,0,0,1,0,22,12,0,J,Julian,Julian
1461,Alexis,34,,Defender,28,1,1,3,0,12,1,1,1,2,0,0,54,28,0,A,Alexis,Alexis
1462,Ruben Duarte,34,RCDE,Defender,11,0,0,5,0,4,0,1,0,0,0,0,10,4,0,R,Ruben,Duarte
1463,Luis Alberto,34,MALA,Midfielder,7,2,1,0,0,0,0,15,9,6,0,1,0,0,0,L,Luis,Alberto
1464,Cristian Herrera,34,,Forward,7,1,0,0,0,0,0,30,15,5,0,0,0,0,0,C,Cristian,Herrera
1465,Isaac Success,34,,Forward,9,1,1,0,0,2,0,15,10,3,0,0,0,0,0,I,Isaac,Success
1466,Duda,33,MALA,Midfielder,9,1,1,0,0,4,1,25,16,9,0,1,0,0,0,D,Duda,Duda
1467,Pape Diop,33,,Midfielder,18,0,1,0,0,7,0,2,1,5,0,0,0,0,0,P,Pape,Diop
1468,Juankar,33,,Midfielder,15,0,1,0,0,6,0,8,6,3,0,0,0,0,0,J,Juankar,Juankar
1469,Michel Macedo,33,,Defender,12,2,0,3,0,3,0,14,1,0,0,0,21,11,0,M,Michel,Macedo
1470,Aaron Niguez,32,,Midfielder,15,0,1,0,0,5,0,7,6,14,0,1,0,0,0,A,Aaron,Niguez
1471,Martin Montoya,32,BARC,Defender,5,0,0,4,2,0,0,12,2,0,0,0,1,0,0,M,Martin,Montoya
1472,Bebe,32,,Forward,16,0,1,0,0,5,0,3,2,3,0,0,0,0,0,B,Bebe,Bebe
1473,Gorka Elustondo,31,RESO,Defender,13,0,0,2,2,1,0,15,5,2,0,0,25,11,0,G,Gorka,Elustondo
1474,Baba Diawara,31,,Forward,5,1,1,0,0,2,0,20,15,5,0,0,0,0,0,B,Baba,Diawara
1475,Jeison Murillo,30,,Defender,18,0,0,5,1,5,0,3,1,1,0,0,37,24,0,J,Jeison,Murillo
1476,Enaut Zubikarai,30,RESO,Goalkeeper,16,0,0,2,0,0,0,22,0,0,0,0,24,10,0,E,Enaut,Zubikarai
1477,Borja Fernandez,30,,Midfielder,13,1,0,0,0,3,0,5,2,3,0,0,0,0,0,B,Borja,Fernandez
1478,Oier Olazabal,30,,Goalkeeper,14,0,0,4,1,0,0,24,1,0,0,0,27,17,0,O,Oier,Olazabal
1479,Nabil El Zhar,29,,Forward,5,1,2,0,0,3,0,26,11,4,0,0,0,0,0,N,Nabil,Zhar
1480,Mohamed Sissoko,29,,Midfielder,12,0,0,0,0,4,0,19,9,7,0,0,0,0,0,M,Mohamed,Sissoko
1481,Abdoulaye Ba,29,RAVA,Defender,20,0,0,6,0,10,0,4,0,5,0,0,36,22,1,A,Abdoulaye,Ba
1482,Unai Lopez,29,ATBI,Midfielder,11,0,0,0,0,2,0,17,9,10,0,0,0,0,0,U,Unai,Lopez
1483,Jordi Xumetra,29,,Midfielder,11,0,1,0,0,3,0,11,7,6,0,0,0,0,0,J,Jordi,Xumetra
1484,Juan Dominguez,29,RCDC,Defender,13,1,0,2,4,3,0,17,8,5,0,0,38,23,0,J,Juan,Dominguez
1485,Ruben Vezo,29,VALA,Defender,6,0,0,4,0,0,0,22,1,0,0,0,3,0,0,R,Ruben,Vezo
1486,Iago Aspas,29,SEVI,Forward,3,2,1,0,0,2,0,24,12,3,0,0,0,0,0,I,Iago,Aspas
1487,Cristian Alvarez,28,RAVA,Goalkeeper,17,0,0,4,0,2,0,11,1,1,0,0,35,21,0,C,Cristian,Alvarez
1488,Edu Campabadal,28,,Defender,12,0,0,4,0,5,0,10,2,1,0,0,19,9,0,E,Edu,Campabadal
1489,Mario Suarez,27,,Midfielder,11,1,0,0,0,9,0,23,9,3,0,0,0,0,0,M,Mario,Suarez
1490,Ramon Azeez,27,,Midfielder,11,0,1,0,0,2,0,20,4,3,0,0,0,0,0,R,Ramon,Azeez
1491,Helder Postiga,26,RCDC,Forward,8,1,1,0,0,4,0,9,6,3,0,0,0,0,0,H,Helder,Postiga
1492,Adrian Gunino,26,,Defender,21,0,0,3,0,4,0,4,2,1,0,0,46,26,0,A,Adrian,Gunino
1493,Edimar,26,,Defender,16,0,1,2,0,1,0,2,0,1,0,0,30,16,0,E,Edimar,Edimar
1494,Laure,26,RCDC,Defender,14,0,0,3,2,4,0,17,5,1,0,0,33,19,0,L,Laure,Laure
1495,Juan Valera,26,,Defender,12,0,0,3,0,4,0,6,0,3,0,0,15,6,0,J,Juan,Valera
1496,Rene Krhin,25,,Midfielder,14,0,0,0,0,3,0,1,0,2,0,0,0,0,0,R,Rene,Krhin
1497,Munir El Haddadi,25,BARC,Forward,7,1,1,0,0,0,0,13,3,7,0,0,0,0,0,M,Munir,Haddadi
1498,Txema Anibarro,25,,Midfielder,12,0,0,0,0,2,0,11,3,0,0,0,0,0,0,T,Txema,Anibarro
1499,Juanfran,25,,Defender,16,0,0,3,0,5,0,12,1,1,0,0,29,15,0,J,Juanfran,Juanfran
1500,Lass Bangoura,25,RAVA,Forward,12,0,1,0,0,5,0,5,3,9,0,0,0,0,0,L,Lass,Bangoura
1501,Inigo Lopez,24,,Defender,21,0,0,4,0,8,0,3,0,1,0,0,43,26,0,I,Inigo,Lopez
1502,Angel Rodriguez,23,,Forward,6,0,1,0,0,1,0,15,9,5,0,0,0,0,0,A,Angel,Rodriguez
1503,Fede Vico,23,,Midfielder,8,0,0,0,0,2,0,17,12,4,0,0,0,0,1,F,Fede,Vico
1504,Ruben Perez,23,,Midfielder,14,0,0,0,0,6,0,2,1,3,0,0,0,0,0,R,Ruben,Perez
1505,Nikos Karabelas,23,,Defender,12,0,1,1,2,6,0,2,2,5,0,0,19,8,0,N,Nikos,Karabelas
1506,Didac Vila,23,,Defender,12,0,0,2,1,3,0,5,3,2,0,0,23,11,0,D,Didac,Vila
1507,Pablo Hervias,22,RESO,Midfielder,2,1,0,0,0,0,0,21,13,1,0,0,0,0,0,P,Pablo,Hervias
1508,Fran Velez,22,,Defender,14,0,0,2,2,4,0,13,3,4,0,0,30,17,0,F,Fran,Velez
1509,Patrick Ekeng Ekeng,22,,Midfielder,7,1,1,0,0,3,1,14,6,3,0,0,0,0,0,P,Patrick,Ekeng
1510,Enzo Perez,22,VALA,Midfielder,12,0,1,0,0,7,0,4,2,4,0,0,0,0,0,E,Enzo,Perez
1511,Cani,22,VIAL,Midfielder,5,0,2,0,0,2,0,17,8,3,0,0,0,0,0,C,Cani,Cani
1512,Emanuel Insua,21,,Defender,12,0,0,3,1,4,1,0,0,1,0,0,18,10,0,E,Emanuel,Insua
1513,Alejandro Arribas,21,SEVI,Defender,10,0,0,2,2,4,0,9,1,2,0,0,12,5,1,A,Alejandro,Arribas
1514,Cristian Ansaldi,21,,Defender,5,0,0,3,0,0,0,12,1,0,0,0,5,2,0,C,Cristian,Ansaldi
1515,Keylor Navas,21,MADR,Goalkeeper,5,0,0,3,0,1,0,33,0,0,0,0,2,0,0,K,Keylor,Navas
1516,Joao Cancelo,21,VALA,Defender,5,0,0,2,1,2,0,25,5,0,0,0,9,2,0,J,Joao,Cancelo
1517,Michel,20,,Midfielder,8,1,0,0,0,4,0,5,3,2,0,0,0,0,0,M,Michel,Michel
1518,Alvaro Arroyo,20,,Midfielder,10,0,0,0,0,3,0,18,3,1,0,0,0,0,0,A,Alvaro,Arroyo
1519,Abdoul Sissoko,20,,Midfielder,10,0,0,0,0,1,0,3,1,7,0,0,0,0,0,A,Abdoul,Sissoko
1520,Nacho Martinez,20,RAVA,Defender,11,0,1,1,3,5,0,14,2,5,0,0,21,12,0,N,Nacho,Martinez
1521,Nicolas Fedor,19,RAVA,Forward,2,2,0,0,0,0,0,6,5,2,0,0,0,0,0,N,Nicolas,Fedor
1522,Rafael Martins,19,,Forward,2,1,0,0,0,1,0,15,11,2,0,0,0,0,0,R,Rafael,Martins
1523,Carles Gil,18,VALA,Midfielder,2,1,1,0,0,0,0,12,6,1,0,0,0,0,0,C,Carles,Gil
1524,Daniel Candeias,18,,Forward,5,0,1,0,0,1,0,9,6,3,0,0,0,0,0,D,Daniel,Candeias
1525,Ager Aketxe,18,ATBI,Midfielder,3,1,1,0,0,1,0,8,5,3,0,0,0,0,0,A,Ager,Aketxe
1526,Derek Boateng,18,,Midfielder,8,0,0,0,0,3,0,23,5,4,0,0,0,0,0,D,Derek,Boateng
1527,Carles Planas,17,RCCV,Defender,10,0,1,1,0,3,1,9,1,1,0,0,15,5,0,C,Carles,Planas
1528,Sandro Ramirez,17,BARC,Forward,0,2,0,0,0,0,0,8,7,0,0,0,0,0,0,S,Sandro,Ramirez
1529,Guillermo Fernandez,17,ATBI,Forward,5,0,0,0,0,2,0,15,9,4,0,0,0,0,0,G,Guillermo,Fernandez
1530,Quini,17,RAVA,Defender,10,0,0,2,2,6,0,22,7,2,0,0,29,16,0,Q,Quini,Quini
1531,Jose Mari,17,,Midfielder,6,0,0,0,0,3,0,11,8,2,0,0,0,0,0,J,Jose,Mari
1532,Fabio Coentrao,17,MADR,Defender,6,0,0,1,3,1,1,14,4,1,0,0,11,5,0,F,Fabio,Coentrao
1533,Dejan Lekic,17,,Forward,1,0,0,0,0,2,0,27,17,1,0,0,0,0,0,D,Dejan,Lekic
1534,Alvaro Gimenez,17,,Forward,2,0,0,0,0,2,0,28,15,2,0,0,0,0,0,A,Alvaro,Gimenez
1535,Theo Bongonda,16,RCCV,Forward,0,1,1,0,0,0,0,20,8,0,0,0,0,0,0,T,Theo,Bongonda
1536,Jonathan,16,,Midfielder,5,0,1,0,0,1,0,5,4,2,0,0,0,0,0,J,Jonathan,Jonathan
1537,Heldon,16,,Midfielder,6,0,0,0,0,4,0,9,8,5,0,0,0,0,0,H,Heldon,Heldon
1538,Artiz Elustondo,16,RESO,Defender,4,2,0,1,0,2,0,4,1,2,0,0,9,5,0,A,Artiz,Elustondo
1539,Cezary Wilk,15,RCDC,Midfielder,6,0,0,0,0,2,0,10,5,1,0,0,0,0,0,C,Cezary,Wilk
1540,Alex Moreno,15,RAVA,Forward,4,0,0,0,0,0,0,17,7,3,0,0,0,0,0,A,Alex,Moreno
1541,Mikel Gonzalez,15,RESO,Defender,13,0,0,2,0,5,1,10,2,1,0,0,23,10,1,M,Mikel,Gonzalez
