,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
1542,Mohamed Fatau,15,RAVA,Midfielder,9,0,0,0,0,4,0,5,1,5,0,0,0,0,0,M,Mohamed,Fatau
1543,Xisco,15,,Forward,1,1,0,0,0,0,0,12,8,1,0,0,0,0,0,X,Xisco,Xisco
1544,Roberto Lago,15,,Defender,11,0,1,0,3,3,1,18,6,3,0,0,29,16,0,R,Roberto,Lago
1545,Iago Herrerin,15,ATBI,Goalkeeper,4,0,0,2,0,0,0,30,0,0,0,0,3,1,0,I,Iago,Herrerin
1546,Carlos Vigaray,14,,Defender,10,0,0,2,0,3,0,15,3,2,0,0,25,14,0,C,Carlos,Vigaray
1547,Sergio Roberto,14,BARC,Midfielder,3,0,0,0,0,0,0,21,8,1,0,0,0,0,0,S,Sergio,Roberto
1548,Roberto Canella,14,RCDC,Midfielder,5,0,0,0,0,0,0,10,4,2,0,0,0,0,0,R,Roberto,Canella
1549,Alejandro Pozuelo,14,RAVA,Forward,3,0,0,0,0,0,0,18,8,2,0,0,0,0,0,A,Alejandro,Pozuelo
1550,Victor Perez,12,,Midfielder,5,0,0,0,0,1,0,6,3,1,0,0,0,0,0,V,Victor,Perez
1551,Bruno Zuculini,12,VALA,Midfielder,5,0,0,0,0,2,0,14,4,3,0,0,0,0,0,B,Bruno,Zuculini
1552,Sami Khedira,12,MADR,Midfielder,3,0,0,0,0,2,0,11,8,2,0,0,0,0,0,S,Sami,Khedira
1553,Bojan Jokic,12,VIAL,Defender,5,0,0,1,1,2,0,5,1,1,0,0,7,3,0,B,Bojan,Jokic
1554,Adrian Marin,12,VIAL,Defender,4,0,0,1,1,1,0,6,0,1,0,0,3,1,0,A,Adrian,Marin
1555,Sergio Marcos,12,VIAL,Midfielder,5,0,0,0,0,0,0,9,2,1,0,0,0,0,0,S,Sergio,Marcos
1556,Ivan Ramis,12,,Defender,13,0,0,2,0,5,1,3,0,2,0,0,25,14,0,I,Ivan,Ramis
1557,Jose Angel,11,,Defender,8,0,0,0,2,6,0,20,5,4,0,0,19,8,0,J,Jose,Angel
1558,Manuel Pablo,11,RCDC,Defender,6,0,0,0,1,1,0,14,0,2,0,0,7,2,0,M,Manuel,Pablo
1559,Jesus Fernandez,11,,Goalkeeper,6,0,0,2,0,1,0,31,0,0,0,0,12,8,0,J,Jesus,Fernandez
1560,Jon Aurtenetxe,11,ATBI,Defender,3,0,0,2,0,0,0,9,1,1,0,0,6,4,0,J,Jon,Aurtenetxe
1561,Diogo Salomao,11,RCDC,Midfielder,1,1,0,0,0,0,0,7,4,0,0,0,0,0,0,D,Diogo,Salomao
1562,Jaime Jimenez,11,,Goalkeeper,5,0,0,1,0,0,0,17,0,0,0,0,7,3,0,J,Jaime,Jimenez
1563,Jose Lopez Silva,11,,Midfielder,4,0,0,0,0,1,0,8,4,2,0,0,0,0,0,J,Jose,Silva
1564,Alex Felip,10,,Midfielder,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,A,Alex,Felip
1565,Alfredo Ortuno,10,,Forward,2,0,1,0,0,0,0,6,3,2,0,0,0,0,0,A,Alfredo,Ortuno
1566,Lucas Silva,10,MADR,Midfielder,3,0,0,0,0,0,0,11,4,2,0,0,0,0,0,L,Lucas,Silva
1567,Aritz Lopez Garai,10,,Midfielder,5,0,0,0,0,1,0,10,1,3,0,0,0,0,0,A,Aritz,Garai
1568,German Lux,9,RCDC,Goalkeeper,7,0,0,1,0,1,0,30,0,0,1,0,19,13,0,G,German,Lux
1569,Juan Carlos,9,VIAL,Goalkeeper,4,0,0,1,0,1,0,33,1,0,0,0,7,3,0,J,Juan,Carlos
1570,Ivi,8,,Forward,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,I,Ivi,Ivi
1571,Fernando Tissone,8,MALA,Midfielder,3,0,0,0,0,2,0,14,4,0,0,0,0,0,0,F,Fernando,Tissone
1572,Dani Nieto,8,,Midfielder,1,0,0,0,0,1,0,20,7,1,0,0,0,0,0,D,Dani,Nieto
1573,Mike Havenaar,8,,Forward,4,0,0,0,0,1,0,1,1,4,0,0,0,0,0,M,Mike,Havenaar
1574,Alex Fernandez,7,RCDE,Midfielder,2,0,0,0,0,0,0,8,3,2,0,0,0,0,0,A,Alex,Fernandez
1575,Borja Ekiza,7,,Defender,12,0,0,0,0,5,0,19,0,3,0,0,24,12,0,B,Borja,Ekiza
1576,Pedro Lopez,7,,Defender,11,0,0,2,1,3,0,5,0,3,0,0,27,19,1,P,Pedro,Lopez
1577,Jose Manuel Casado,7,MALA,Defender,6,0,1,1,1,4,0,12,3,2,0,0,17,10,1,J,Jose,Casado
1578,Manu Herrera,7,,Goalkeeper,7,0,0,0,0,1,0,20,5,0,0,0,23,11,0,M,Manu,Herrera
1579,Borja Fernandez,7,RCCV,Midfielder,1,0,0,0,0,1,0,21,6,0,0,0,0,0,0,B,Borja,Fernandez
1580,Ivan Riki,7,,Forward,0,0,0,0,0,2,0,13,9,0,0,0,0,0,0,I,Ivan,Riki
1581,Mikel Saizar,6,,Goalkeeper,6,0,0,0,0,0,0,32,0,0,0,0,12,6,0,M,Mikel,Saizar
1582,Jorge Morcillo,6,RAVA,Defender,7,1,0,0,1,4,1,19,6,1,0,0,26,14,0,J,Jorge,Morcillo
1583,Yoel Rodriguez,6,VALA,Goalkeeper,1,0,0,0,2,0,0,37,3,0,0,0,5,3,0,Y,Yoel,Rodriguez
1584,Helder Costa,6,RCDC,Midfielder,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,H,Helder,Costa
1585,Kike Sola,6,ATBI,Forward,1,0,0,0,0,0,0,8,4,1,0,0,0,0,0,K,Kike,Sola
1586,Cristian Rodriguez,6,,Midfielder,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,C,Cristian,Rodriguez
1587,Daniel Pinillos,6,,Defender,9,0,0,1,1,5,1,11,3,2,0,0,23,13,0,D,Daniel,Pinillos
1588,Juanpi,6,MALA,Midfielder,2,0,0,0,0,1,0,15,3,2,0,0,0,0,0,J,Juanpi,Juanpi
1589,Teerasil Dangda,6,,Forward,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,T,Teerasil,Dangda
1590,Rafa,5,,Midfielder,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Rafa,Rafa
1591,Ryder Matos,5,,Midfielder,2,0,0,0,0,0,0,5,1,2,0,0,0,0,0,R,Ryder,Matos
1592,Filipe Augusto,5,VALA,Midfielder,1,0,0,0,0,2,0,26,5,1,0,0,0,0,0,F,Filipe,Augusto
1593,Eddy,5,,Midfielder,1,0,0,0,0,1,0,10,4,1,0,0,0,0,0,E,Eddy,Eddy
1594,Rafa Galvez,5,,Midfielder,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,R,Rafa,Galvez
1595,Unai Bustinza,5,ATBI,Defender,1,0,0,1,0,1,0,10,0,0,0,0,0,0,0,U,Unai,Bustinza
1596,Alessio Cerci,5,,Midfielder,0,0,0,0,0,1,0,11,6,0,0,0,0,0,0,A,Alessio,Cerci
1597,Emiliano Buendia,5,,Midfielder,1,0,0,0,0,1,0,9,4,0,0,0,0,0,0,E,Emiliano,Buendia
1598,Darwin Machis,4,,Forward,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,D,Darwin,Machis
1599,Daniel Romera,4,,Forward,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,D,Daniel,Romera
1600,Levy Madinda,4,RCCV,Midfielder,0,0,0,0,0,1,0,14,5,0,0,0,0,0,0,L,Levy,Madinda
1601,Jonathan Lopez,4,,Goalkeeper,4,0,0,0,0,2,0,20,0,0,0,0,6,2,0,J,Jonathan,Lopez
1602,Hector Rodas,4,,Defender,6,0,0,1,1,2,0,1,1,0,0,0,18,13,0,H,Hector,Rodas
1603,Hector Yuste,4,,Defender,4,0,0,1,0,3,0,9,2,2,0,0,12,7,0,H,Hector,Yuste
1604,David Cobeno,4,RAVA,Goalkeeper,1,0,0,1,0,1,0,21,1,0,0,0,3,2,0,D,David,Cobeno
1605,Samu,4,,Midfielder,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,S,Samu,Samu
1606,Gaizka Toquero,4,ATBI,Forward,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,G,Gaizka,Toquero
1607,Adrian Colunga,4,,Forward,3,0,0,0,0,0,1,1,1,2,0,0,0,0,0,A,Adrian,Colunga
1608,Sergio Pelegrin,4,,Defender,8,0,0,1,0,2,0,12,2,0,0,0,25,16,0,S,Sergio,Pelegrin
1609,Joan Jordan,4,RCDE,Midfielder,1,0,0,0,0,0,0,6,2,1,0,0,0,0,0,J,Joan,Jordan
1610,Issam El Adoua,3,,Defender,3,0,0,0,0,0,0,8,1,0,0,0,8,4,0,I,Issam,Adoua
1611,Erik Moran,3,ATBI,Forward,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,E,Erik,Moran
1612,Mariano Barbosa,3,SEVI,Goalkeeper,1,0,0,0,0,0,0,8,1,0,0,0,2,0,0,M,Mariano,Barbosa
1613,Douglas,3,BARC,Defender,1,0,0,0,1,1,0,2,1,1,0,0,2,1,0,D,Douglas,Douglas
1614,Jon Gaztanaga,3,RESO,Midfielder,1,0,0,0,0,1,0,12,2,0,0,0,0,0,0,J,Jon,Gaztanaga
1615,Pol,3,,Goalkeeper,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,P,Pol,Pol
1616,Jairo Morillas,3,RCDE,Forward,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,J,Jairo,Morillas
1617,Felipe Mattioni,3,RCDE,Defender,0,0,0,0,2,1,0,16,5,0,0,0,8,5,0,F,Felipe,Mattioni
1618,Jonathan Pereira,3,RAVA,Forward,1,0,0,0,0,1,0,6,2,1,0,0,0,0,0,J,Jonathan,Pereira
1619,Quique Gonzalez,3,,Forward,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,Q,Quique,Gonzalez
1620,Cala,2,,Defender,5,0,0,0,0,2,0,11,1,1,0,0,13,7,0,C,Cala,Cala
1621,Ruben Suarez,2,,Midfielder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Ruben,Suarez
1622,Eneko Capilla,2,RESO,Midfielder,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,E,Eneko,Capilla
1623,Juan Carlos,2,RCDC,Midfielder,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,J,Juan,Carlos
1624,Stole Dimitrievski,2,,Goalkeeper,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,S,Stole,Dimitrievski
1625,Alvaro Medran,2,MADR,Midfielder,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,A,Alvaro,Medran
1626,Carlos Caballero,2,,Midfielder,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,C,Carlos,Caballero
1627,Fran Sol,2,VIAL,Forward,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,F,Fran,Sol
1628,Jaime Gavilan,2,,Midfielder,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,J,Jaime,Gavilan
1629,Jason,2,,Forward,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,J,Jason,Jason
1630,Txusta,2,,Goalkeeper,1,0,0,0,0,0,0,15,0,0,0,0,1,0,0,T,Txusta,Txusta
1631,David Lopez,2,RCDE,Midfielder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,David,Lopez
1632,Jonathan Bijimine,1,,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,J,Jonathan,Bijimine
1633,Carlos Selfa,1,,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,C,Carlos,Selfa
1634,David Costas,1,RCCV,Defender,1,0,0,0,0,1,0,11,0,0,0,0,1,0,0,D,David,Costas
1635,Michel,1,,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,M,Michel,Michel
1636,Iker Hernandez,1,RESO,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,I,Iker,Hernandez
1637,Jordi Masip,1,BARC,Goalkeeper,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,J,Jordi,Masip
1638,Thomas Vermaelen,1,BARC,Defender,1,0,0,0,0,0,0,2,0,1,0,0,2,1,0,T,Thomas,Vermaelen
1639,Franco Fragapane,1,,Forward,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,F,Franco,Fragapane
1640,Jordi Codina,1,,Goalkeeper,5,0,0,0,0,0,0,16,0,0,0,0,14,9,0,J,Jordi,Codina
1641,Sergio Garcia,1,,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,S,Sergio,Garcia
1642,Pablo Claveria,1,RAVA,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,P,Pablo,Claveria
1643,Sulaymen Marreh,1,,Midfielder,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,S,Sulaymen,Marreh
1644,Hector Hernandez,1,,Forward,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,H,Hector,Hernandez
1645,Aleix Garcia,1,VIAL,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,A,Aleix,Garcia
1646,Jose Carlos Fernandez,1,,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,J,Jose,Fernandez
1647,Julian Luque,1,RCDE,Forward,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,J,Julian,Luque
1648,Daniel Larsson,1,,Midfielder,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,D,Daniel,Larsson
1649,Jose Manuel Mane,1,,Defender,3,0,0,0,1,0,0,13,2,0,0,0,13,9,0,J,Jose,Mane
1650,Lucas Hernandez,1,,Defender,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,L,Lucas,Hernandez
1651,Juan Munoz,1,SEVI,Forward,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,J,Juan,Munoz
1652,Martin Odegaard,1,MADR,Midfielder,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,M,Martin,Odegaard
1653,Gaspar Panadero,1,,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,G,Gaspar,Panadero
1654,Uche Agbo,1,,Midfielder,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,U,Uche,Agbo
1655,Jose Fran,1,,Midfielder,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,J,Jose,Fran
1656,Raul Rodriguez,1,RCDE,Midfielder,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,R,Raul,Rodriguez
1657,Felipe Alfonso,1,VIAL,Defender,0,0,0,0,1,1,0,3,2,0,0,0,3,2,0,F,Felipe,Alfonso
1658,Tropi,1,VALA,Midfielder,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,T,Tropi,Tropi
1659,Mario Arques,1,,Midfielder,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,M,Mario,Arques
1660,Carlos Fernandez,1,SEVI,Forward,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,C,Carlos,Fernandez
1661,Yeray Gomez,0,,Goalkeeper,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,Y,Yeray,Gomez
1662,Marcelo Djalo,0,,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,M,Marcelo,Djalo
1663,Alex Campos,0,RAVA,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,A,Alex,Campos
1664,David Soria,0,SEVI,Goalkeeper,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,D,David,Soria
1665,Javier Munoz,0,MADR,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Javier,Munoz
1666,Andres Prieto,0,RCDE,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Andres,Prieto
1667,Pedro Astray,0,,Midfielder,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,P,Pedro,Astray
1668,Agustin Cousillas,0,MALA,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Agustin,Cousillas
1669,Nahuel,0,VIAL,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N,Nahuel,Nahuel
1670,Derik Osede,0,MADR,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Derik,Osede
1671,Javier Jimenez,0,VIAL,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Javier,Jimenez
1672,Jose Carlos Alvarez,0,,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Jose,Alvarez
1673,Aitor Fernandez,0,VIAL,Goalkeeper,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,A,Aitor,Fernandez
1674,Egor Filipenko,0,MALA,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,E,Egor,Filipenko
1675,Andreas Tunez,0,RCCV,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Andreas,Tunez
1676,Pere Milla,0,,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,P,Pere,Milla
1677,Diego Aguirre,0,RAVA,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Diego,Aguirre
1678,Ezequiel Rescaldini,0,MALA,Forward,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,E,Ezequiel,Rescaldini
1679,Samu,0,RCCV,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,S,Samu,Samu
1680,Iago Lopez,0,RCDC,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I,Iago,Lopez
1681,Manuel Lanzarote,0,RCDE,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,M,Manuel,Lanzarote
1682,Daniel Estrada,0,RESO,Midfielder,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,D,Daniel,Estrada
1683,Guillermo Ochoa,0,MALA,Goalkeeper,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,G,Guillermo,Ochoa
1684,Salvador Ruiz,0,VALA,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,S,Salvador,Ruiz
1685,Mode,0,SEVI,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Mode,Mode
1686,Raul de Tomas,0,MADR,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,Raul,Tomas
1687,David Gomez,0,RCDC,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,David,Gomez
1688,Alejandro Remiro,0,ATBI,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,A,Alejandro,Remiro
1689,Dany Nounkeu,0,,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,D,Dany,Nounkeu
1690,Marcos Remeseiro,0,RCDC,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,M,Marcos,Remeseiro
1691,Alain Oyarzun,0,RESO,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,A,Alain,Oyarzun
1692,Luismi,0,SEVI,Defender,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,L,Luismi,Luismi
1693,Ander Bardaji,0,RESO,Goalkeeper,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,A,Ander,Bardaji
1694,Edu Paya,0,,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,E,Edu,Paya
1695,Marc Andre ter Stegen,0,BARC,Goalkeeper,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,M,Marc,Stegen
1696,Bernabe Barragan,0,,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,B,Bernabe,Barragan
1697,Xabi Alonso,0,MADR,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,X,Xabi,Alonso
1698,Sebastian Cristoforo,0,SEVI,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S,Sebastian,Cristoforo
1699,Jose Angel,0,,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,J,Jose,Angel
1700,Borja Lopez,0,RCDC,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,B,Borja,Lopez
1701,Flavio Ferreira,0,MALA,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,F,Flavio,Ferreira
1702,Dani Iglesias,0,RCDC,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Dani,Iglesias
1703,Ivan Sanchez,0,,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,I,Ivan,Sanchez
1704,Ruben Blanco,0,RCCV,Goalkeeper,0,0,0,0,0,0,0,38,1,0,0,0,2,1,0,R,Ruben,Blanco
1705,Charlie Took,0,,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,C,Charlie,Took
1706,Diego Llorente,0,MADR,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,D,Diego,Llorente
1707,Pablo Villalon,0,,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,P,Pablo,Villalon
1708,Sekou Keita,0,,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S,Sekou,Keita
1709,Alfonso Pedraza,0,VIAL,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,A,Alfonso,Pedraza
1710,Alex Portillo,0,MALA,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Alex,Portillo
1711,Borja Mayoral,0,MADR,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,Borja,Mayoral
1712,Fernando Pacheco,0,MADR,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,F,Fernando,Pacheco
1713,Fran Serrano,0,,Defender,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,F,Fran,Serrano
1714,Anton Shvets,0,VIAL,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,A,Anton,Shvets
1715,Ion Echaide,0,,Defender,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,I,Ion,Echaide
1716,Francisco Morante,0,,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,F,Francisco,Morante
1717,Nacho Porcar,0,,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,N,Nacho,Porcar
1718,Diego Alende,0,RCCV,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,D,Diego,Alende
1719,Pape Cheikh Diop,0,RCCV,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,P,Pape,Diop
1720,Kevin Vazquez,0,RCCV,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,K,Kevin,Vazquez
1721,Antonio Marin,-1,,Defender,1,0,0,0,0,0,0,5,1,0,0,0,6,4,0,A,Antonio,Marin
1722,Pau Lopez,-3,RCDE,Goalkeeper,1,0,0,0,0,0,0,36,1,0,0,0,5,3,1,P,Pau,Lopez
1723,Iago Bouzon,-3,,Defender,3,0,0,0,0,3,0,9,0,1,0,0,9,6,0,I,Iago,Bouzon
1724,Modibo Diakite,-4,RCDC,Defender,2,0,0,0,0,0,0,7,0,0,0,0,10,8,0,M,Modibo,Diakite
1725,Luis Martins,-5,,Defender,1,0,0,0,0,1,0,5,2,0,0,0,11,8,0,L,Luis,Martins
